z=   5.4000002e-01 0.
TotalEnergy(erg)    3.8172852872015105e+05    3.9047901409476712e+04
TotalEnergy_common(erg)    1.6749587023795217e+06    4.0761030665533140e+05
Energy1(erg)    2.1722662805712773e+06    8.2053349283001549e+05
Energy2(erg)    1.8753510288330514e+06   -7.1900906062110397e+05
Energy3(erg)    1.7580030751614978e+06    1.7832566515997454e+05
Energy4(erg)    2.4814888460829700e+05    3.7156460560668791e+04
T_min_T_max    4.5194804565080977e+02    4.3012337063022971e+05
Interval1    4.5194804565080977e+02    4.5767523329452342e+03
Interval2    4.5767523329452342e+03    1.7430000000000000e+03
Interval3    1.7430000000000000e+03    3.7554296375796752e+04
Interval4    3.7554296375796752e+04    4.3012337063022971e+05
