z=   1.5470001e+00 0.
TotalEnergy(erg)    2.9990893937940593e+05    3.2160964684253399e+03
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    4.7467878750892624e+05    3.8813218733254325e+03
Energy2(erg)    1.0210434920794264e+05    2.5881772978314129e+03
T_min_T_max    2.7205653170356250e+04    1.5746713468428142e+05
Interval1    2.7205653170356250e+04    9.6363159207263816e+04
Interval2    9.6363159207263816e+04    1.5746713468428142e+05
