Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
153272. 154107. -9. -9. -9. white  20.36 0.13 -9. -9. -9. UVOT GCN12371 0 NNN 0. 0. 0 nnn
158468. 159889. -9. -9. -9. white  20.16 0.08 -9. -9. -9. UVOT GCN12371 0 NNN 0. 0. 0 nnn
163169. 165670. -9. -9. -9. white  20.12 0.05 -9. -9. -9. UVOT GCN12371 0 NNN 0. 0. 0 nnn
168950. 171166. -9. -9. -9. white  20.21 0.06 -9. -9. -9. UVOT GCN12371 0 NNN 0. 0. 0 nnn
 122428.8  -9. -9. 1.D-3 -9. CR 19.18  0.04 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn 
 186624.0  -9. -9. 1.D-3 -9. CR 19.70  0.10 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 204681.6  -9. -9. 1.D-3 -9. CR 19.97  0.05 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 280022.4  -9. -9. 1.D-3 -9. CR 20.68  0.13 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 286156.8  -9. -9. 1.D-3 -9. CR 20.51  0.06 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 373248.0  -9. -9. 1.D-3 -9. CR 20.85  0.07 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 459043.2  -9. -9. 1.D-3 -9. CR 21.14  0.09 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 546566.4  -9. -9. 1.D-3 -9. CR 21.26  0.09 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 632188.8  -9. -9. 1.D-3 -9. CR 21.56  0.12 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 717897.6  -9. -9. 1.D-3 -9. CR 21.34  0.09 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 805075.2  -9. -9. 1.D-3 -9. CR 21.62  0.11 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 889833.6  -9. -9. 1.D-3 -9. CR 21.90  0.12 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
 977443.2  -9. -9. 1.D-3 -9. CR 21.76  0.12 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
1062374.4  -9. -9. 1.D-3 -9. CR 21.58  0.10 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
1151452.8  -9. -9. 1.D-3 -9. CR 21.67  0.11 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
1237420.8  -9. -9. 1.D-3 -9. CR 21.94  0.12 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn
1410480.0  -9. -9. 1.D-3 -9. CR 21.99  0.13 -9. -9. -9. AAVSO GCN12458 0 NNN 0. 0. 0 nnn

