Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            909.4000               0.0010    5.3445549507671365e+42    1.0829537763084887e+42
           1546.6000               0.0010    3.9076129900964666e+42    1.2236751883723567e+42
           2263.7000               0.0010    5.3445549507671365e+42    1.0829537763084887e+42
           2617.9000               0.0010    5.3445549507671365e+42    1.0829537763084887e+42
           6160.3000               0.0010    1.1692612354781653e+43    1.0769294272536840e+42
          10264.3000               0.0010    1.0663789193312238e+43    1.0803884404816094e+42
          13893.1000               0.0010    1.1692612354781653e+43    1.0769294272536840e+42
          17003.5000               0.0010    1.2939322948166884e+43    1.1917557196635571e+42
          20969.3000               0.0010    1.5556487831310931e+43    1.4328055204362786e+42
          25002.4000               0.0010    1.3801031681119317e+43    2.1609074497561274e+42
          26686.4000               0.0010    1.8876068941310231e+43    1.9124052732320712e+42
          28625.2000               0.0010    9.4604446770732091e+42    2.6140175416349555e+42
          31720.0000               0.0010    1.3179882925871572e+43    1.2139121130467454e+42
          33403.1000               0.0010    1.3301834882914266e+43    1.3476587340744166e+42
          35089.6000               0.0010    1.2356957475156786e+43    1.2519296634309696e+42
          51593.8000               0.0010    8.7078622408506332e+42    2.4060713237811870e+41
          51740.6000               0.0010    8.6280280787761811e+42    1.5893415526437582e+41
          51830.5000               0.0010    8.7078622408506332e+42    1.6040475491874580e+41
          51921.2000               0.0010    8.4705488163321164e+42    1.5603327996359052e+41
          52012.8000               0.0010    8.4705488163321164e+42    1.5603327996359052e+41
          52110.4000               0.0010    8.6280280787761811e+42    1.5893415526437582e+41
          52201.2000               0.0010    8.3928903568435736e+42    1.5460275823310315e+41
          52292.7000               0.0010    8.4705488163321164e+42    2.3404991994538581e+41
          52384.3000               0.0010    8.4705488163321164e+42    1.5603327996359052e+41
          58485.8000             150.0000    9.2963303942177412e+42    8.5622369605982520e+40
          64283.3000             150.0000    8.2472953844068160e+42    7.5960399825356560e+40
          68810.6000             150.0000    7.8761059414325420e+42    7.2541618614659664e+40
          72759.1000             150.0000    7.2495583319195195e+42    6.6770901705669808e+40
          75176.6000               0.0010    5.7004815856667340e+42    1.5751013159890788e+41
          77756.5000               0.0010    5.4942895978833370e+42    1.0120855751101082e+41
          78055.4000             150.0000    6.5510595614681152e+42    6.0337490095200977e+40
          78383.8000             150.0000    6.4314892473073563e+42    5.9236206771692606e+40
          78703.4000             150.0000    6.8598014915024162e+42    6.3181108439779605e+40
          79049.0000             150.0000    6.1988559982772515e+42    5.7093575304604747e+40
         115647.3000               0.0010    2.7034076740727362e+42    5.2288541674365098e+41
         127637.9000               0.0010    2.5580648014226120e+42    6.1257685301633314e+41
         149111.7000               0.0010    1.9050726405761316e+42    3.5092735916337978e+40
         152851.0000            1350.0000    1.9244717489441528e+42    1.7725040354294924e+40
         161545.5000               0.0010    1.6140297630380070e+42    2.9731527832068944e+40
         201843.4000               0.0010    1.5845703994006441e+42    1.2551212502104086e+42
         245547.9000               0.0010    5.2470056478016498e+41    2.8996025604695908e+40
         249282.0000            1350.0000    7.3166374192326611e+41    6.7388722949451118e+39
         318402.0000            1350.0000    3.0221187691638760e+41    2.7834743309841281e+39
         334280.7000               0.0010    3.1039272112596099e+41    2.5729404235681780e+40
         406752.0000            3300.0000    2.4005542588004726e+41    2.2109922441447946e+39
         418491.4000               0.0010    1.8876067645989437e+41    3.3032452452697370e+40
         491202.0000            1350.0000    3.4380447794058920e+41    3.1665563544009633e+39
         582407.7000               0.0010    9.5479804400101701e+40    2.6382045674723496e+40
         934365.0000               0.0010    3.5311121743668591e+40    2.5042514384433523e+40
        1276351.8000               0.0010    2.4883502620443394e+40    2.4752037820934045e+40
