T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
26.8	31.8	-9.	-9.	15.7	100.	CR	PROMPT	yost07
40.6	45.6	-9.	-9.	15.6	100.	CR	PROMPT	yost07
55.2	60.2	-9.	-9.	15.6	100.	CR	PROMPT	yost07
69.6	74.6	-9.	-9.	15.6	100.	CR	PROMPT	yost07
83.9	88.9	-9.	-9.	15.6	100.	CR	PROMPT	yost07
98.3	103.	-9.	-9.	15.6	100.	CR	PROMPT	yost07
113.	118.	-9.	-9.	15.6	100.	CR	PROMPT	yost07
127.	132.	-9.	-9.	15.6	100.	CR	PROMPT	yost07
141.	146.	-9.	-9.	15.6	100.	CR	PROMPT	yost07
155.	160.	-9.	-9.	15.6	100.	CR	PROMPT	yost07
169.	189.	-9.	-9.	16.2	100.	CR	PROMPT	yost07
104.	-9.	-9.	97.	18.5	0.11	white	UVOT	mangano07
206.	-9.	-9.	191.	19.76	100.	v	UVOT	mangano07
4430.	-9.	-9.	22.	17.9	100.	uvm2	UVOT	mangano07
4640.	-9.	-9.	197.	18.63	0.31	uvw1	UVOT	mangano07
4840.	-9.	-9.	197.	18.8	0.16	u	UVOT	mangano07
5040.	-9.	-9.	197.	19.9	0.21	b	UVOT	mangano07
5250.	-9.	-9.	197.	18.34	0.06	white	UVOT	mangano07
5450.	-9.	-9.	197.	18.42	0.23	uvw2	UVOT	mangano07
5660.	-9.	-9.	197.	19.4	0.27	v	UVOT	mangano07
5860.	-9.	-9.	197.	17.98	0.18	uvm2	UVOT	mangano07
6070.	-9.	-9.	197.	18.46	0.25	uvw1	UVOT	mangano07
6270.	-9.	-9.	153.	18.56	0.19	u	UVOT	mangano07
10200.	-9.	-9.	295.	19.54	0.13	b	UVOT	mangano07
10500.	-9.	-9.	295.	19.59	0.13	b	UVOT	mangano07
10800.	-9.	-9.	295.	19.64	0.12	b	UVOT	mangano07
11100.	-9.	-9.	293.	18.43	0.07	white	UVOT	mangano07
11400.	-9.	-9.	295.	18.45	0.05	white	UVOT	mangano07
11700.	-9.	-9.	295.	18.33	0.08	white	UVOT	mangano07
12000.	-9.	-9.	528.	18.26	0.48	uvw2	UVOT	mangano07
16000.	-9.	-9.	295.	19.52	0.25	v	UVOT	mangano07
16300.	-9.	-9.	295.	19.27	0.21	v	UVOT	mangano07
16600.	-9.	-9.	295.	19.38	0.22	v	UVOT	mangano07
16900.	-9.	-9.	886.	18.82	0.81	uvm2	UVOT	mangano07
17800.	-9.	-9.	682.	18.58	0.27	uvw1	UVOT	mangano07
21800.	-9.	-9.	295.	18.57	0.12	u	UVOT	mangano07
22100.	-9.	-9.	295.	18.49	0.12	u	UVOT	mangano07
22400.	-9.	-9.	295.	18.54	0.11	u	UVOT	mangano07
22700.	-9.	-9.	295.	19.62	0.14	b	UVOT	mangano07
23000.	-9.	-9.	295.	19.45	0.13	b	UVOT	mangano07
23300.	-9.	-9.	295.	19.58	0.16	b	UVOT	mangano07
