z=   1.2500000e-01 0.
TotalEnergy(erg)    1.0073389976031746e+48    1.7397514793787249e+47
TotalEnergy_common(erg)    9.1430003856017798e+46    7.8981502420201145e+45
Energy1(erg)    3.6836921625801360e+47    2.2199901637735106e+46
Energy2(erg)   -3.7068459346567317e+47    2.2512881579436866e+46
Energy3(erg)    5.5575588746831377e+47    3.8052954609637485e+46
Energy4(erg)    4.5389848735478087e+47    1.5218074418457858e+47
T_min_T_max    8.0835555555555550e+02    1.1345349333333333e+06
Interval1    8.0835555555555550e+02    3.5240032664123537e+04
Interval2    3.5240032664123537e+04    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    5.8363029983316126e+04
Interval4    5.8363029983316126e+04    1.1345349333333333e+06
