time_sec	flux	flux_err	band	logF	logT	mag	mag_err
6618.0	3.673229598860602e-12	9.016649233459094e-14	V	-11.434951924798785	3.8207267628238344	16.84	0.02
6802.0	3.1933861278271464e-12	5.882434635287011e-14	R	-11.495748565630322	3.8326366275967034	16.63	0.02
6986.0	2.950629917215283e-12	8.445598569179153e-14	I	-11.530085258473708	3.844228581301628	16.22	0.02
11614.0	1.6945253693497667e-12	8.273708704254836e-14	V	-11.770951924798785	4.064981821697305	17.68	0.05
11798.0	1.3939636032526641e-12	3.8516637756310203e-14	R	-11.855748565630323	4.0718083918331285	17.53	0.03
11982.0	1.252895188814899e-12	5.37029319097599e-14	I	-11.902085258473708	4.078529315254346	17.15	0.04
41466.0	1.1175100418885065e-13	1.5438971782341756e-14	R	-12.951748565630323	4.617692143352612	20.27	0.15
46414.0	1.1919318761141454e-13	1.53693375909072e-14	R	-12.923748565630323	4.666648997918484	20.2	0.14
39169.0	2.271179368423741e-13	4.183667005798511e-14	R	-12.643748565630323	4.592942483980194	19.5	0.2
352166.0	1.9270803413969837e-14	2.027141712262968e-15	g	-13.715100178910694	5.546747424529734	22.67	0.11
352425.0	1.8891768654158497e-14	1.740571138691339e-15	r	-13.72372738136961	5.547066708414652	22.41	0.1
352684.0	1.9411164404064973e-14	3.592596854236059e-15	i	-13.711948412108162	5.547385757741414	22.16	0.2
263520.0	3.02184802254902e-14	1.6714672393953097e-15	r	-13.51972738136961	5.420813581825679	21.9	0.06
133129.0	6.255347406942121e-14	1.7284163628868663e-14	R	-13.203748565630322	5.124272669810642	20.9	0.3
305427.0	2.7055242714314397e-14	2.491879942452644e-15	R	-13.567748565630323	5.484907426409676	21.81	0.1
