time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
6618.0	3.858575707638948e-12	9.47161694093899e-14	V	-11.434951924798783	3.8207267628238335	16.84	0.02	manual
6802.0	3.3201888933730235e-12	6.116013961444095e-14	R	-11.495748565630322	3.832636627596704	16.63	0.02	manual
6986.0	3.0314401206269145e-12	8.676901903537151e-14	I	-11.530085258473708	3.844228581301628	16.22	0.02	manual
11614.0	1.7800287867055978e-12	8.691188655405954e-14	V	-11.770951924798783	4.064981821697305	17.68	0.05	manual
11798.0	1.449315017985277e-12	4.004605386558354e-14	R	-11.855748565630323	4.0718083918331285	17.53	0.03	manual
11982.0	1.287208782149959e-12	5.517371780063314e-14	I	-11.902085258473708	4.078529315254346	17.15	0.04	manual
41466.0	1.1618840568571158e-13	1.6052021454639845e-14	R	-12.951748565630323	4.617692143352612	20.27	0.15	manual
46414.0	1.2392610283630776e-13	1.597962223332885e-14	R	-12.923748565630325	4.666648997918484	20.2	0.14	manual
39169.0	2.3613632088485833e-13	4.3497917790714685e-14	R	-12.643748565630323	4.592942483980194	19.5	0.2	manual
352166.0	2.04480925460582e-14	2.1509835602535985e-15	g	-13.715100178910694	5.546747424529734	22.67	0.11	manual
352425.0	1.9682869397350912e-14	1.8134582858190317e-15	r	-13.72372738136961	5.547066708414652	22.41	0.1	manual
352684.0	2.0012006335171064e-14	3.703800014780762e-15	i	-13.711948412108162	5.547385757741414	22.16	0.2	manual
263520.0	3.148389177070666e-14	1.7414606317300362e-15	r	-13.51972738136961	5.420813581825679	21.9	0.06	manual
133129.0	6.503734328817491e-14	1.7970482057194545e-14	R	-13.203748565630322	5.124272669810642	20.9	0.3	manual
305427.0	2.8129550505907493e-14	2.5908273467010287e-15	R	-13.567748565630325	5.484907426409676	21.81	0.1	manual
