z=   2.1062000e+00 0.
TotalEnergy(erg)    5.9797690336905862e+05    6.6103752582817988e+03
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    9.5902754124906426e+05    8.8409878191171956e+03
Energy2(erg)    3.0496502023544291e+05    5.1431829867766592e+03
T_min_T_max    2.3552894364879903e+04    1.3490438565690644e+05
Interval1    2.3552894364879903e+04    7.3436978997417333e+04
Interval2    7.3436978997417333e+04    1.3490438565690644e+05
