Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
          74770.6000             440.0000    9.1248543113537763e-05    8.4043016471685942e-06
          76127.0000             760.0000    9.0411971429409487e-05    5.8290753817706672e-06
          77863.7000             800.0000    9.1248543113537763e-05    5.8830111530180159e-06
          79686.7000             840.0000    1.0770253867613425e-04    4.9598853434503916e-06
          81380.2000             680.0000    9.1248543113537763e-05    6.7234413177348753e-06
          85821.1000             480.0000    8.7947994167949357e-05    5.6702168924694581e-06
          87264.0000             600.0000    1.0285512586081347e-04    5.6839844727133209e-06
          89536.3000             680.0000    9.3804989539635926e-05    6.0478313498524489e-06
          91514.9000             960.0000    8.4766829302045961e-05    4.6843882356040617e-06
          93649.0000             960.0000    8.8761766950840319e-05    4.0876305458506953e-06
          95826.2000            1000.0000    9.5548954527806718e-05    3.5201536748881887e-06
          98046.7000            1000.0000    8.6342762343417459e-05    3.9762312636650265e-06
         100370.9000            1040.0000    8.2456697837991045e-05    4.5567256494011769e-06
         102384.0000             760.0000    7.7308267035196607e-05    5.6962837876784359e-06
         104483.5000             240.0000    7.8023591633567300e-05    1.3653853276861317e-05
         259675.2000            1760.0000    1.8374939964430046e-05    4.0617469502179194e-06
         346602.2000           15320.0000    1.2252534278185632e-05    1.4670501868114555e-06
         431101.4000           12120.0000    1.1918618698429872e-05    1.8661671483208246e-06
         518788.8000           14200.0000    8.3219657425401306e-06    1.9162034814815084e-06
