T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	46800.	358.	18.33	0.06	u	UVOT	cenko11
-9.	-9.	47500.	358.	18.34	0.1	v	UVOT	cenko11
-9.	-9.	51700.	675.	18.5	0.05	u	UVOT	cenko11
-9.	-9.	53100.	675.	18.91	0.09	v	UVOT	cenko11
-9.	-9.	57400.	704.	18.71	0.05	u	UVOT	cenko11
-9.	-9.	58900.	703.	19.09	0.1	v	UVOT	cenko11
-9.	-9.	63100.	526.	18.84	0.07	u	UVOT	cenko11
-9.	-9.	68800.	560.	18.49	0.22	VJ	PROMPT	cenko11
-9.	-9.	68900.	640.	18.8	0.16	RC	PROMPT	cenko11
-9.	-9.	69000.	400.	18.13	0.19	IC	PROMPT	cenko11
-9.	-9.	69700.	459.	18.94	0.08	u	UVOT	cenko11
-9.	-9.	70600.	459.	18.97	0.12	v	UVOT	cenko11
-9.	-9.	71300.	720.	18.23	0.07	IC	PROMPT	cenko11
-9.	-9.	71400.	880.	18.6	0.05	RC	PROMPT	cenko11
-9.	-9.	71800.	1600.	18.85	0.1	VJ	PROMPT	cenko11
-9.	-9.	72300.	880.	18.17	0.05	IC	PROMPT	cenko11
-9.	-9.	72400.	880.	18.56	0.04	RC	PROMPT	cenko11
-9.	-9.	73900.	800.	18.52	0.04	RC	PROMPT	cenko11
-9.	-9.	73900.	800.	18.15	0.05	IC	PROMPT	cenko11
-9.	-9.	74200.	2160.	18.17	0.07	IC	SMARTS	cenko11
-9.	-9.	74200.	1800.	17.28	0.07	J	SMARTS	cenko11
-9.	-9.	74300.	1520.	18.85	0.09	VJ	PROMPT	cenko11
-9.	-9.	74800.	880.	19.11	0.1	BJ	PROMPT	cenko11
-9.	-9.	74800.	800.	18.47	0.04	RC	PROMPT	cenko11
-9.	-9.	74800.	800.	18.08	0.05	IC	PROMPT	cenko11
-9.	-9.	74800.	690.	18.8	0.06	u	UVOT	cenko11
-9.	-9.	75700.	800.	18.47	0.04	RC	PROMPT	cenko11
-9.	-9.	75700.	640.	18.06	0.05	IC	PROMPT	cenko11
-9.	-9.	76100.	1520.	18.92	0.09	VJ	PROMPT	cenko11
-9.	-9.	76100.	1520.	19.12	0.07	BJ	PROMPT	cenko11
-9.	-9.	76300.	690.	18.86	0.09	v	UVOT	cenko11
-9.	-9.	76500.	800.	17.98	0.04	IC	PROMPT	cenko11
-9.	-9.	76600.	800.	18.42	0.04	RC	PROMPT	cenko11
-9.	-9.	77400.	800.	18.08	0.05	IC	PROMPT	cenko11
-9.	-9.	77500.	800.	18.4	0.04	RC	PROMPT	cenko11
-9.	-9.	77900.	1600.	19.11	0.07	BJ	PROMPT	cenko11
-9.	-9.	77900.	1520.	18.75	0.08	VJ	PROMPT	cenko11
-9.	-9.	78200.	640.	17.96	0.05	IC	PROMPT	cenko11
-9.	-9.	78300.	720.	18.45	0.04	RC	PROMPT	cenko11
-9.	-9.	79200.	880.	18.4	0.04	RC	PROMPT	cenko11
-9.	-9.	79200.	880.	17.83	0.03	IC	PROMPT	cenko11
-9.	-9.	79700.	1680.	18.93	0.05	BJ	PROMPT	cenko11
-9.	-9.	79700.	1600.	18.68	0.07	VJ	PROMPT	cenko11
-9.	-9.	80200.	800.	18.4	0.04	RC	PROMPT	cenko11
-9.	-9.	80200.	560.	17.96	0.05	IC	PROMPT	cenko11
-9.	-9.	80600.	692.	18.64	0.05	u	UVOT	cenko11
-9.	-9.	81100.	880.	18.26	0.03	RC	PROMPT	cenko11
-9.	-9.	81100.	880.	17.87	0.04	IC	PROMPT	cenko11
-9.	-9.	81400.	1360.	19.11	0.08	BJ	PROMPT	cenko11
-9.	-9.	81400.	1280.	18.58	0.08	VJ	PROMPT	cenko11
-9.	-9.	81900.	480.	18.36	0.05	RC	PROMPT	cenko11
-9.	-9.	81900.	480.	17.93	0.05	IC	PROMPT	cenko11
-9.	-9.	82000.	692.	18.76	0.09	v	UVOT	cenko11
-9.	-9.	85800.	960.	19.15	0.07	BJ	PROMPT	cenko11
-9.	-9.	85800.	960.	17.93	0.04	IC	PROMPT	cenko11
-9.	-9.	85800.	960.	18.61	0.1	VJ	PROMPT	cenko11
-9.	-9.	85900.	1040.	18.32	0.03	RC	PROMPT	cenko11
-9.	-9.	86300.	554.	18.65	0.06	u	UVOT	cenko11
-9.	-9.	86900.	960.	17.94	0.03	IC	PROMPT	cenko11
-9.	-9.	86900.	880.	18.35	0.03	RC	PROMPT	cenko11
-9.	-9.	87300.	1200.	18.98	0.06	BJ	PROMPT	cenko11
-9.	-9.	87300.	1520.	18.76	0.09	VJ	PROMPT	cenko11
-9.	-9.	87800.	560.	18.3	0.04	RC	PROMPT	cenko11
-9.	-9.	87900.	640.	17.9	0.04	IC	PROMPT	cenko11
-9.	-9.	88900.	960.	18.37	0.03	RC	PROMPT	cenko11
-9.	-9.	88900.	880.	17.96	0.04	IC	PROMPT	cenko11
-9.	-9.	89400.	1680.	18.62	0.07	VJ	PROMPT	cenko11
-9.	-9.	89500.	1360.	19.08	0.07	BJ	PROMPT	cenko11
-9.	-9.	89900.	800.	17.98	0.04	IC	PROMPT	cenko11
-9.	-9.	90000.	880.	18.54	0.04	RC	PROMPT	cenko11
-9.	-9.	91000.	960.	18.12	0.04	IC	PROMPT	cenko11
-9.	-9.	91000.	960.	18.53	0.04	RC	PROMPT	cenko11
-9.	-9.	91500.	1840.	18.86	0.1	VJ	PROMPT	cenko11
-9.	-9.	91500.	1920.	19.19	0.06	BJ	PROMPT	cenko11
-9.	-9.	92000.	960.	18.54	0.04	RC	PROMPT	cenko11
-9.	-9.	92100.	960.	18.11	0.05	IC	PROMPT	cenko11
-9.	-9.	92100.	730.	18.67	0.05	u	UVOT	cenko11
-9.	-9.	93100.	960.	18.67	0.04	RC	PROMPT	cenko11
-9.	-9.	93100.	960.	18.13	0.04	IC	PROMPT	cenko11
-9.	-9.	93600.	1920.	19.14	0.05	BJ	PROMPT	cenko11
-9.	-9.	93600.	1840.	18.88	0.09	VJ	PROMPT	cenko11
-9.	-9.	94200.	960.	18.56	0.03	RC	PROMPT	cenko11
-9.	-9.	94200.	880.	18.08	0.04	IC	PROMPT	cenko11
-9.	-9.	95300.	1040.	18.09	0.04	IC	PROMPT	cenko11
-9.	-9.	95300.	1040.	18.5	0.03	RC	PROMPT	cenko11
-9.	-9.	95800.	2000.	19.06	0.04	BJ	PROMPT	cenko11
-9.	-9.	95800.	1920.	18.69	0.07	VJ	PROMPT	cenko11
-9.	-9.	96400.	960.	18.58	0.03	RC	PROMPT	cenko11
-9.	-9.	96400.	960.	18.15	0.04	IC	PROMPT	cenko11
-9.	-9.	97500.	960.	18.13	0.04	IC	PROMPT	cenko11
-9.	-9.	97500.	1040.	18.56	0.03	RC	PROMPT	cenko11
-9.	-9.	98000.	2000.	19.17	0.05	BJ	PROMPT	cenko11
-9.	-9.	98100.	1920.	18.82	0.09	VJ	PROMPT	cenko11
-9.	-9.	98600.	1040.	18.08	0.04	IC	PROMPT	cenko11
-9.	-9.	98600.	960.	18.54	0.03	RC	PROMPT	cenko11
-9.	-9.	99700.	960.	18.58	0.03	RC	PROMPT	cenko11
-9.	-9.	99800.	1040.	18.17	0.05	IC	PROMPT	cenko11
-9.	-9.	100000.	2000.	18.84	0.07	VJ	PROMPT	cenko11
-9.	-9.	100000.	2080.	19.22	0.06	BJ	PROMPT	cenko11
-9.	-9.	101000.	1040.	18.62	0.03	RC	PROMPT	cenko11
-9.	-9.	101000.	1040.	18.17	0.05	IC	PROMPT	cenko11
-9.	-9.	102000.	1040.	18.63	0.04	RC	PROMPT	cenko11
-9.	-9.	102000.	960.	18.35	0.06	IC	PROMPT	cenko11
-9.	-9.	102000.	1520.	19.29	0.08	BJ	PROMPT	cenko11
-9.	-9.	102000.	1600.	18.78	0.1	VJ	PROMPT	cenko11
-9.	-9.	103000.	480.	18.74	0.07	RC	PROMPT	cenko11
-9.	-9.	103000.	480.	18.39	0.11	IC	PROMPT	cenko11
-9.	-9.	104000.	480.	19.28	0.19	BJ	PROMPT	cenko11
-9.	-9.	104000.	480.	18.82	0.08	RC	PROMPT	cenko11
-9.	-9.	104000.	480.	18.29	0.1	IC	PROMPT	cenko11
-9.	-9.	105000.	480.	18.7	0.23	VJ	PROMPT	cenko11
-9.	-9.	144000.	663.	19.67	0.1	u	UVOT	cenko11
-9.	-9.	150000.	735.	19.74	0.09	u	UVOT	cenko11
-9.	-9.	154000.	2170.	19.82	0.09	v	UVOT	cenko11
-9.	-9.	156000.	737.	19.71	0.09	u	UVOT	cenko11
-9.	-9.	161000.	743.	19.78	0.1	u	UVOT	cenko11
-9.	-9.	167000.	577.	19.79	0.11	u	UVOT	cenko11
-9.	-9.	168000.	341.	19.73	0.14	u	UVOT	cenko11
-9.	-9.	193000.	1330.	20.13	0.08	u	UVOT	cenko11
-9.	-9.	206000.	1730.	20.01	0.07	u	UVOT	cenko11
-9.	-9.	207000.	1130.	20.07	0.14	v	UVOT	cenko11
-9.	-9.	235000.	2640.	20.11	0.06	u	UVOT	cenko11
-9.	-9.	236000.	2420.	20.11	0.1	v	UVOT	cenko11
-9.	-9.	253000.	3200.	19.59	0.1	IC	PROMPT	cenko11
