time_sec	flux	flux_err	band	logF	logT	mag	mag_err
39970.0	1.0673765109376668e-13	8.191270069942851e-15	g	-12.971682358664154	4.601734148260105	20.75	0.08
39970.0	1.1329633974310893e-13	5.221450613508728e-15	r	-12.945784120631288	4.601734148260105	20.46	0.05
39970.0	1.0657100339017517e-13	6.0651273275222736e-15	i	-12.972360945222128	4.601734148260105	20.35	0.06
39970.0	1.0574071241396732e-13	8.282039785595633e-15	z	-12.975757767919818	4.601734148260105	20.21	0.08
39970.0	6.419262414808654e-14	6.69046960243542e-15	J	-13.192514870308255	4.601734148260105	19.6	0.1
39970.0	3.271333006893922e-14	9.33059236483417e-15	H	-13.485275244412092	4.601734148260105	19.6	0.3
11622.0	5.139913020338994e-13	1.4689114960625403e-13	v	-12.289044230247221	4.065280871102755	18.94	0.31
331.0	1.426643123983892e-11	7.482278756443932e-13	u	-10.845684652441243	2.519827993775719	15.7	0.03
5037.0	1.0722976335799428e-12	1.6509122487624737e-13	u	-11.969684652441245	3.702171950857711	18.51	0.16
4832.0	2.1375280767537995e-19	4.008551805831753e-20	uvw1	-18.670088172038778	3.6841269256130755	18.47	0.19
23362.0	4.344220172863601e-20	1.1193081486454127e-20	uvw1	-19.362088172038778	4.368510019595464	20.2	0.27
4627.0	4.687742229776892e-19	8.629144718847422e-20	uvm2	-18.329036277378904	3.665299499499897	18.58	0.18
4218.0	1.5372316314020055e-19	3.917426217894307e-20	uvw2	-18.813260687698445	3.6251065754034677	19.53	0.26
51166.0	1.1754817189164716e-13	6.499377450746312e-15	r	-12.929784120631288	4.708981466496654	20.42	0.06
51166.0	8.084237332014614e-14	5.326847527670693e-15	i	-13.092360945222127	4.708981466496654	20.65	0.07
51166.0	5.34424813870114e-14	6.527942493575442e-15	Z	-13.272113385344115	4.708981466496654	20.45	0.13
51166.0	4.483840352999055e-14	1.2493948786484166e-14	Y	-13.34834985884376	4.708981466496654	20.4	0.3
