Time	Flux	Flux_err	Band
42.0	1.0996317941288996e-10	1.907577146666438e-12	R
49.0	9.079193838956081e-11	1.9849202021616096e-12	R
55.0	7.593592512258963e-11	1.4546182520156137e-12	R
61.0	6.749122149075141e-11	1.4755130398336245e-12	R
67.0	5.7233102428115203e-11	9.928465037806546e-13	R
157.0	2.5400793760902766e-11	7.149890883374168e-13	R
249.0	1.8098696123055735e-11	3.7936645364839056e-13	R
340.0	9.936816920528915e-12	2.172416296049566e-13	R
431.0	4.592480154850722e-12	3.3407196609782604e-13	R
522.0	2.8710931849269257e-12	2.308295852565411e-13	R
568.6	2.9815856414268085e-12	4.3616105106049344e-14	R
595.0	2.618468105454238e-12	2.237892013895004e-13	R
654.0	2.19405387916701e-12	1.7267702590806248e-13	R
681.3	2.1839731172839755e-12	3.590876319621959e-14	R
787.68	1.632477816023502e-12	1.7216032071956422e-13	R
794.0	1.6705031091906392e-12	3.0490117934240854e-14	R
906.8	1.344148613176169e-12	2.453347707730021e-14	R
1009.95	1.1837153741811272e-12	1.4988975951830222e-13	R
1019.6	1.1252455090212177e-12	2.0538045147161887e-14	R
1132.3	9.586217718486279e-13	1.7496819202064562e-14	R
1245.1	8.265084314575958e-13	1.508547898542738e-14	R
1357.9	7.345938502945021e-13	1.539780887879166e-14	R
1422.34	8.249873480624817e-13	1.0909571229951297e-13	R
1470.7	6.638153462182652e-13	1.5110282052106886e-14	R
1583.5	5.97100298505852e-13	1.4128846056878895e-14	R
1696.3	5.490947461314973e-13	1.397954493652581e-14	R
1809.1	5.030918574240162e-13	1.5510279731184175e-14	R
1922.0	4.656367917772897e-13	1.3939706340705445e-14	R
2034.8	4.2859518558392644e-13	1.5502706332635244e-14	R
2147.6	4.089284141479186e-13	1.3700793073384572e-14	R
2260.3	3.872998138928277e-13	1.4696006547383845e-14	R
2373.1	3.8128286495372143e-13	1.648919951283354e-14	R
2485.9	3.8128286495372143e-13	2.1825581145755848e-14	R
2598.7	3.4741397819801854e-13	1.3797657591279282e-14	R
2711.4	3.333091900806424e-13	1.470807732545501e-14	R
2824.2	3.281310198215546e-13	1.476832864831744e-14	R
2937.0	3.2662339473145617e-13	1.5847526602658714e-14	R
3049.7	3.168453138603512e-13	1.537310131889974e-14	R
3162.5	3.145192912192938e-13	1.470848084002071e-14	R
3275.3	3.116357610251073e-13	1.5666036484854415e-14	R
3388.2	3.0906319386635203e-13	1.526624023427671e-14	R
3501.0	3.12210344359666e-13	1.4051780216985806e-14	R
3613.8	3.1772200044563217e-13	1.5971993825898488e-14	R
3726.5	3.045420650546251e-13	1.5042918143714904e-14	R
3839.3	2.987082986835718e-13	1.5016168523511022e-14	R
4062.4	3.037017457103157e-13	1.526719081648806e-14	R
4175.3	3.014722125414508e-13	1.4891282145382454e-14	R
4288.1	3.020280566736816e-13	1.5447126277612067e-14	R
4401.0	2.981585641426808e-13	1.3681479703728314e-14	R
4513.8	3.096330339897607e-13	1.5023166810353685e-14	R
4626.6	3.145192912192938e-13	1.4984489674823043e-14	R
4739.4	3.1077586812879746e-13	1.8059311087929117e-14	R
4852.2	3.116357610251073e-13	1.59385091775616e-14	R
5002.6	3.1597104630607136e-13	1.4221039686337674e-14	R
9523.7	5.268018462006397e-13	1.083482656585928e-13	R
77044.0	2.4302294996320944e-13	1.3065603643280959e-14	R
515855.0	1.2991140756584555e-14	3.136352704591871e-15	R
604978.0	8.583161580019865e-15	3.1675527422461247e-15	R
682940.0	6.27548489100579e-15	2.664320258565144e-15	R
