z=   1.6040000e+00 0.
TotalEnergy(erg)    1.2137607697802953e+07    1.5800237059891303e+06
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    3.0957115208633516e+07    3.6785129401085749e+06
Energy2(erg)    2.7173266982487799e+06    5.9362641265481792e+05
T_min_T_max    5.2995392267922426e+01    5.6244240228695060e+02
Interval1    5.2995392267922426e+01    2.2293767023457792e+02
Interval2    2.2293767023457792e+02    5.6244240228695060e+02
