time_sec	flux	flux_err	band_init	band_norm	source
457.92	2.990432087903573e-12	2.6788406657293615e-13	g	R	FTN
682.56	2.289464659697521e-12	1.857506555331996e-13	g	R	FTN
984.96	1.6133698773340738e-12	2.7302883424849633e-13	g	R	FTN
1382.4	1.0857602653981256e-12	8.809075964345665e-14	g	R	FTN
1952.64	8.086003856386364e-13	7.937648628489684e-14	g	R	FTN
3058.56	5.966696450467713e-13	5.857224500240987e-14	g	R	FTN
4872.96	2.8296579701150646e-13	2.2957804596689373e-14	g	R	FTN
6808.32	1.9576450208332116e-13	1.5882920244294826e-14	g	R	FTN
56712.96	1.147450459281208e-15	7.091549408610801e-16	g	R	TNG
66381.12	3.2789435814332152e-15	3.5036951675599594e-16	g	R	GTC
1.61E+06	2.1864217759692247e-15	1.418190638127235e-16	g	R	GTC
2.13E+06	1.9219139723663238e-15	2.222197952357912e-16	g	R	GTC
1.64E+07	2.1864217759692247e-15	3.110581246884407e-16	g	R	GTC
65914.56	4.57535055636695e-15	3.3737487522712534e-16	r	R	GTC
756898.56	2.756921337389548e-15	2.7942385589367213e-16	r	R	GTC
1.61E+06	3.254051145389455e-15	2.698966990447526e-16	r	R	GTC
1.78E+06	3.1363489382831815e-15	2.6013427191963653e-16	r	R	GTC
1.64E+07	2.9135627408780162e-15	1.8802668030207565e-16	r	R	GTC
587.52	7.205321222509738e-12	4.273456777135378e-13	i	R	FTN
881.28	3.923316520238364e-12	2.3269085519576455e-13	i	R	FTN
1226.88	2.9488545170909906e-12	1.748957739938115e-13	i	R	FTN
1745.28	1.9663161534224427e-12	1.336580062065452e-13	i	R	FTN
2436.48	1.6659169500469802e-12	9.88050894675202e-14	i	R	FTN
3006.72	1.4244701304155468e-12	9.682666604794742e-14	i	R	FTN
3689.28	1.0608484519944916e-12	7.210991413262387e-14	i	R	FTN
4095.36	9.675052871329157e-13	8.286167988409796e-14	i	R	FTN
4449.6	7.900477616689703e-13	6.064816850675535e-14	i	R	FTN
4950.72	7.13926244047648e-13	4.852828889792252e-14	i	R	FTN
5650.56	5.618926445305379e-13	3.819398545821738e-14	i	R	FTN
6212.16	5.219793797477558e-13	4.470475649691885e-14	i	R	FTN
6903.36	4.3416353733682647e-13	3.3328647519066814e-14	i	R	FTN
55581.12	8.58328132158477e-15	8.11870801431281e-16	i	R	TNG
55702.08	1.0905694984925783e-14	3.5234164535401603e-15	i	R	LT
55883.52	9.764575033333454e-15	9.236063762715638e-16	i	R	TNG
65448	5.618926445305367e-15	3.332570270829861e-16	i	R	GTC
1.61E+06	3.8163952530601756e-15	2.594149366734916e-16	i	R	GTC
2.13E+06	3.9233165202383715e-15	2.6668278287779665e-16	i	R	GTC
1.64E+07	3.0878297488948287e-15	2.098915614481415e-16	i	R	GTC
66856.32	5.023751770123899e-15	1.2670368742238308e-15	z	R	GTC
1.64E+07	2.9176162705476625e-15	3.957103004560651e-16	z	R	GTC
518.4	5.541621535359741e-12	5.216808536966229e-13	V	R	FTN
50664.96	2.6523868270863516e-15	1.1493417956066764e-15	V	R	TNG
285.12	9.75862750918795e-12	5.392816855377069e-13	R	R	FTN
319.68	9.669159874412751e-12	5.343375213263755e-13	R	R	FTN
354.24	8.421486196077823e-12	5.429532801264299e-13	R	R	FTN
777.6	3.993822332469694e-12	2.5749124147072e-13	R	R	FTN
1097.28	2.840460413982902e-12	1.8313125058134832e-13	R	R	FTN
1563.84	1.9292510314825016e-12	1.421524693035198e-13	R	R	FTN
2194.56	1.4906948158023865e-12	1.0983845315424254e-13	R	R	FTN
2825.28	1.2746435160623835e-12	8.21793044510693e-14	R	R	FTN
3447.36	1.0602022977316159e-12	7.81185922020753e-14	R	R	FTN
4008.96	8.818378612929655e-13	9.746432226484479e-14	R	R	FTN
4320	8.499409248446509e-13	7.828245213891464e-14	R	R	FTN
4769.28	6.44746125686717e-13	4.750665016870079e-14	R	R	FTN
5408.64	5.77282963664495e-13	4.2535780690345264e-14	R	R	FTN
6030.72	5.168788254172362e-13	4.2845669218439995e-14	R	R	FTN
6661.44	3.9209268596893986e-13	2.889045676109045e-14	R	R	FTN
7473.6	3.1145029109401026e-13	2.007994232948828e-14	R	R	FTN
51693.12	1.0218537454665534e-14	4.329345570817808e-15	R	R	LT
54440.64	5.2166144630427195e-15	8.648423062919498e-16	R	R	TNG
283.08	9.319416921019334e-12	8.583500191094233e-14	R	R	Kait
380.08	7.069500688632773e-12	6.511250760222785e-14	R	R	Kait
480.08	6.4474612568671694e-12	5.938331271087599e-14	R	R	Kait
580.08	5.362764689050203e-12	4.939288812096737e-14	R	R	Kait
680.08	4.4605533813006294e-12	4.1083214889148056e-14	R	R	Kait
779.08	3.710126701635382e-12	3.4171529745219186e-14	R	R	Kait
879.08	3.085948976620965e-12	2.842264044523066e-14	R	R	Kait
977.08	2.814418916377603e-12	2.592175616916609e-14	R	R	Kait
1075.08	2.814418916377603e-12	2.592175616916609e-14	R	R	Kait
1175.08	2.566780558224682e-12	2.364092260142035e-14	R	R	Kait
1274.08	2.340931691348918e-12	2.1560777664869424e-14	R	R	Kait
1374.08	2.13495507670198e-12	1.9663662935303752e-14	R	R	Kait
1474.08	1.947102171490133e-12	1.7933473738438063e-14	R	R	Kait
1574.08	1.7757782857324347e-12	1.63555224367601e-14	R	R	Kait
1640.08	1.6195290448808328e-12	1.491641374565396e-14	R	R	Kait
1705.08	1.6195290448808328e-12	1.491641374565396e-14	R	R	Kait
1778.08	1.6195290448808328e-12	1.491641374565396e-14	R	R	Kait
