time	flux	flux_err	band
650.00	5.668446775590344e-13	0.0	v
5053.00	2.363001912574758e-13	6.031988338793311e-14	v
576.00	5.054219930334686e-13	1.2202020319172308e-13	b
5873.00	1.7204978568359494e-13	0.0	b
320.00	1.8060124484355721e-12	1.1276379274719617e-13	u
320.00	1.55855e-12	9.73127341056709e-14	u
5668.00	1.5021757247691395e-13	4.038763421303906e-14	u
700.00	3.408358931348839e-13	7.989308983724905e-14	uvw1
5463.00	7.186961587718733e-14	0.0	uvw1
675.00	2.522287528759928e-13	0.0	uvm2
5257.00	8.275506660640515e-14	0.0	uvm2
626.00	1.7448038644048195e-13	0.0	uvw2
6284.00	1.0417094752175192e-13	0.0	uvw2
