Time	Mag	MagErr	Band		GCN
159.5	20.87	0.35	white(FC)_swift	10878
3834.5	20.46	0.15	white_swift	10878
421.5	>20.18	?	u(FC)_swift	10878
3691.5	>20.14	?	u_swift		10878
3346.5	19.49	0.31	v_swift		10878
3720.	20.27	0.28	b_swift		10878
3792.5	19.64	0.25	uvw1_swift	10878
6173.	>19.66	?	uvm2_swift	10878
5763.	19.6	0.28	uvw2_swift	10878
3684.6	16.56	0.1	J		10881
4056.6	16.24	0.1	J		10881
4430.4	15.27	0.1	J		10881
4808.4	15.07	0.1	J		10881
5181.6	14.93	0.1	J		10881
5553.6	14.9	0.1	J		10881
5928.6	14.93	0.1	J		10881
6300.	15.04	0.1	J		10881
3684.6	15.22	0.1	H		10881
4056.6	14.63	0.1	H		10881
4430.4	13.78	0.1	H		10881
4808.4	13.57	0.1	H		10881
5181.6	13.45	0.1	H		10881
5553.6	13.45	0.1	H		10881
5928.6	13.47	0.1	H		10881
6300.	13.55	0.1	H		10881
3684.6	14.18	0.1	K		10881
4056.6	13.84	0.1	K		10881
4430.4	12.63	0.1	K		10881
4808.4	12.4	0.1	K		10881
5181.6	12.23	0.1	K		10881
5553.6	12.32	0.1	K		10881
5928.6	12.34	0.1	K		10881
6300.	12.36	0.1	K		10881
