24.3	14.713	0.05	0.05	CR
32.4	14.573	0.05	0.05	CR
40.5	14.583	0.04	0.04	CR
48.6	14.693	0.06	0.06	CR
56.7	14.613	0.05	0.05	CR
64.9	14.693	0.04	0.04	CR
73	14.533	0.04	0.04	CR
81.1	14.653	0.05	0.05	CR
89.2	14.663	0.05	0.05	CR
97.3	14.713	0.05	0.05	CR
123.5	14.763	0.03	0.03	CR
153.3	14.873	0.03	0.03	CR
182.7	14.903	0.03	0.03	CR
213	14.843	0.03	0.03	CR
242.5	14.913	0.04	0.04	CR
272.3	14.993	0.04	0.04	CR
301.8	15.133	0.04	0.04	CR
331	15.253	0.04	0.04	CR
360.8	15.373	0.03	0.03	CR
390.3	15.483	0.04	0.04	CR
439.9	15.673	0.04	0.04	CR
509.8	15.903	0.03	0.03	CR
579	16.073	0.04	0.04	CR
648.2	16.093	0.05	0.05	CR
718.1	16.413	0.06	0.06	CR
787.2	16.373	0.06	0.06	CR
856.6	16.443	0.07	0.07	CR
926.3	16.533	0.06	0.06	CR
995.5	16.713	0.07	0.07	CR
1064.9	16.703	0.09	0.09	CR
1169.3	16.773	0.06	0.06	CR
1342.8	16.883	0.05	0.05	CR
1550.85	17.173	0.07	0.07	CR
1759.15	17.263	0.07	0.07	CR
2002.35	17.383	0.06	0.06	CR
2315.9	17.563	0.07	0.07	CR
2663.9	17.663	0.07	0.07	CR
3045.8	18.043	0.11	0.11	CR
3498.25	18.023	0.09	0.09	CR
4039	18.493	0.2	0.2	CR
4649	18.273	0.09	0.09	CR
5344.1	18.663	0.12	0.12	CR
6142.85	18.773	0.15	0.15	CR
7045.9	18.613	0.13	0.13	CR
8078.25	19.413	0.22	0.22	CR
9493.3	19.273	0.16	0.16	CR
18973.44	20.533	0.04	0.04	CR
20355.84	20.653	0.04	0.04	CR
21651.84	20.723	0.05	0.05	CR
