Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
       222000.0            -9.0            -9.0    -9.000  6300.000 IB   24.850   0.1700  -9.0000  -9.0000  -9.0000 VLT ruizvelasco07 0 NNN  0.000  0.000 0 nnn
      1340000.0            -9.0            -9.0    -9.000  7500.000 IB   25.800 100.0000  -9.0000  -9.0000  -9.0000 VLT ruizvelasco07 1 NNN  0.000  0.000 0 nnn
