time	flux	flux_err	band
152064.00	1.2872037262222336e-13	4.655941557232153e-15	R
153792.00	1.100645058993762e-13	4.953718781359223e-15	R
181440.00	1.100645058993762e-13	4.953718781359223e-15	R
217728.00	7.475621222907168e-14	3.3645837912631565e-15	R
230601.60	7.185339423368463e-14	3.863042439505514e-15	R
256608.00	7.27188979059113e-14	3.272889542116219e-15	R
266976.00	6.944600836379508e-14	2.5119299279363823e-15	R
409017.60	2.7902768010711437e-14	4.6942564659191205e-15	R
539136.00	2.544762687380222e-14	1.5888987504992705e-15	R
883008.00	7.544792294435196e-15	6.638599412213678e-16	R
