246.0	0.142164	0.017022	R
283.0	0.137022	0.020192	R
323.0	0.157322	0.030429	R
730.0	0.13829	0.029295	R
1001.0	0.192659	0.023068	R
1036.0	0.203606	0.013127	R
1041.0	0.196241	0.023497	R
1082.0	0.213201	0.029455	R
1479.0	0.429328	0.035588	R
1500.0	0.45792	0.021088	R
1806.0	0.506745	0.028004	R
2106.0	0.545494	0.015073	R
2249.0	0.560777	0.015495	R
2735.0	0.535537	0.03946	R
2857.0	0.550541	0.015212	R
3470.0	0.488416	0.013495	R
3989.0	0.433301	0.015963	R
4090.0	0.429328	0.011863	R
4436.0	0.391553	0.014425	R
4950.0	0.350582	0.016145	R
5398.0	0.30817	0.014192	R
5698.0	0.286279	0.013184	R
6121.0	0.263506	0.009708	R
6738.0	0.229504	0.008455	R
7780.0	0.187409	0.00863	R
8717.0	0.158778	0.010237	R
9134.0	0.142164	0.010475	R
9428.0	0.144807	0.008002	R
9873.0	0.129655	0.005971	R
10512.0	0.112925	0.0052	R
12619.0	0.088062	0.008922	R
13072.0	0.081807	0.008288	R
13352.0	0.087255	0.007233	R
13780.0	0.075996	0.0049	R
14469.0	0.072575	0.003342	R
15092.0	0.063795	0.004701	R
15724.0	0.063211	0.004075	R
16689.0	0.04975	0.006873	R
17177.0	0.055564	0.007676	R
17480.0	0.042933	0.007513	R
17919.0	0.04795	0.003533	R
18549.0	0.042933	0.002768	R
19181.0	0.04138	0.002668	R
19824.0	0.039155	0.001803	R
24668.0	0.022325	0.003084	R
57288.0	0.008645	0.002389	R
