time_sec	flux	flux_err	band_init	band_norm	source
20101.7	1.4580876024997067e-13	1.3292905932444095e-14	r	R	nissim
20202.3	1.504790418853215e-13	1.227649580193955e-14	r	R	nissim
20295.3	1.4806868429360116e-13	1.2168902544454813e-14	r	R	nissim
20398.4	1.6124001034910227e-13	1.3836624366385538e-14	r	R	nissim
20491.7	1.6175913554895659e-13	1.3641164947668096e-14	r	R	nissim
20595.4	1.5477956342932535e-13	1.2314585786036377e-14	r	R	nissim
20701.9	1.792160154614736e-13	1.2218374147622659e-14	r	R	nissim
20808	1.6015496886720834e-13	1.39811404609605e-14	r	R	nissim
20904.3	1.7754237180201711e-13	1.3573286109308613e-14	r	R	nissim
21024.5	1.5044522818303146e-13	1.3128931142683512e-14	r	R	nissim
21127.3	1.6244951435582287e-13	1.2938737371790002e-14	r	R	nissim
21230.8	1.4980324372836916e-13	1.3388305068580402e-14	r	R	nissim
21333.1	1.7402835592579084e-13	1.4095134727571654e-14	r	R	nissim
21459.7	1.8650188144233018e-13	1.3482035399979296e-14	r	R	nissim
21553	1.4518081075033176e-13	1.2812057352279052e-14	r	R	nissim
21653.8	1.5086038696011225e-13	1.5281132737012742e-14	r	R	nissim
20877.75	1.597827963142553e-13	3.4325968115149667e-15	r	R	nissim
20101.8	2.9897031636956915e-13	1.4637234208592788e-14	i	R	nissim
20202.3	2.5597672067722315e-13	1.3544164035750209e-14	i	R	nissim
20295.4	2.7577269989748483e-13	1.3484844305847035e-14	i	R	nissim
20398.4	3.122836674116159e-13	1.4932886194252574e-14	i	R	nissim
20491.8	2.814930463208771e-13	1.4552317554611942e-14	i	R	nissim
20595.5	2.785903513128264e-13	1.3081074207024149e-14	i	R	nissim
20702	2.633344456434851e-13	1.3579321273253593e-14	i	R	nissim
20808.1	2.709765262005816e-13	1.4694409365844175e-14	i	R	nissim
20904.4	2.9934862732420894e-13	1.406727246820235e-14	i	R	nissim
21024.6	2.6840121100925437e-13	1.3915094747772019e-14	i	R	nissim
21127.4	2.673203807400029e-13	1.387791567507093e-14	i	R	nissim
21230.9	2.809460115483193e-13	1.4547971678369242e-14	i	R	nissim
21333.2	2.8624589747536654e-13	1.4848108007212496e-14	i	R	nissim
21459.8	2.4657422172439264e-13	1.451006890154658e-14	i	R	nissim
21553.1	2.641452899179606e-13	1.4072463964771622e-14	i	R	nissim
21653.8	2.8294737618550175e-13	1.6173325718213615e-14	i	R	nissim
20877.8	2.736950046895482e-13	4.023924320055898e-15	i	R	nissim
20108.05	4.580189267706061e-13	4.448399044380733e-14	Z	R	nissim
20406.05	4.057646648887885e-13	4.30851839877885e-14	Z	R	nissim
20501.05	3.9479661901779464e-13	4.344234596396947e-14	Z	R	nissim
20817.05	3.7814975623703463e-13	4.4789075072612444e-14	Z	R	nissim
20916.05	4.3648751382400826e-13	4.424367859706973e-14	Z	R	nissim
21242.05	3.6118909095092363e-13	4.667889236491372e-14	Z	R	nissim
21342.1	3.7748650013096776e-13	4.309524119776232e-14	Z	R	nissim
20886.6	3.908069016698768e-13	1.8902712030397434e-14	Z	R	nissim
20603.05	2.567693104211546e-13	4.6919699111602804e-14	Y	R	nissim
20886.6	2.6028282681088945e-13	1.857585957761255e-14	Y	R	nissim
20406.05	2.9729382746705454e-13	4.393114196206519e-14	J	R	nissim
20890.6	2.3196405510199667e-13	1.578040474198351e-14	J	R	nissim
20890.6	1.8647224370006593e-13	1.4212765738028694e-14	H	R	nissim
