date	time	exp	mag	mag_err	band	source
2016-02-27	19:34:39.000	150	19.32	0.15	white	manual
2016-02-28	03:47:00.000	n/a	20.8	0.15	R	manual
2016-02-28	15:22:51.000	12x300	21.16	0.14	R	manual
2016-02-28	15:20:27.000	4x300	22.19	0.41	B	manual
2016-02-29	19:49:27.000	147	19.34	0.1	white	manual
2016-02-29	19:56:27.000	341	19.8	0.13	white(fc)	manual
2016-02-29	19:57:17.000	400	19.4	0.25	v	manual
2016-02-29	19:56:02.000	194	19.71	0.35	b	manual
2016-02-29	19:51:46.000	245	19.44	0.2	u(fc)	manual
