time_sec	mag	mag_err	band
74.94823899379999	15.44954346994301	0.20722361941605472	R
84.95511339379999	15.573480233300842	0.208834011384427	R
99.96524829379999	15.700128315928419	0.20073034095341113	R
119.97970389379998	15.652974435299491	0.20020751449988156	R
139.9941594938	15.555773789780181	0.19913381734206181	R
162.9814158938	15.589193504428723	0.2088852053147591	R
190.9722861938	15.321954445445257	0.2602820239713297	R
225.9952863938	15.37003943783228	0.24796104226117038	R
271.02604449379993	15.583964245398587	0.2519515014581156	R
326.0645604938	15.582314549310867	0.24222317749638295	R
391.1094207937999	16.58907978106336	0.32310850623829035	R
471.1644159938	15.846726234767601	0.2393187194914204	R
566.3334456938	16.358700800163547	0.2692412387682853	R
670.6380420938	16.581042655810446	0.2176312953642635	R
810.9217623938	16.61509107245545	0.2159049226854922	R
972.9402894937999	16.66783702045731	0.1960223232703214	R
1181.0322813937998	16.813018218659927	0.2460425066469062	R
1435.8167181938	17.141250072420895	0.2256464246107858	R
6298.5680286937995	17.787160033203737	0.19804322742607225	R
7142.6526198938	17.797618919656134	0.21830097153878608	R
12235.171181193798	18.394735910101275	0.2165819100916124	R
17632.679596893802	18.48656916423421	0.1968758442265511	R
23413.839936093802	18.820812978886167	0.22242044120537918	R
29195.1670800938	18.741934806093393	0.1990137677092085	R
40758.6241161938	19.35004065482237	0.2552253305049494	R
55308.879066093796	19.635068863326246	0.2155596151669887	R
69581.9821863938	19.794488536243943	0.2177528960463946	R
78717.5100123938	20.151306760721308	0.39224875634913325	R
138995.8102410938	20.796133760377753	0.3982152898944363	R
173336.26605009378	20.98800147554156	0.4342180646933061	R
211102.24166499378	20.947630769376367	0.3799693697339878	R
248430.94680159376	nan	2.2028872697098816	R
1936787.3965683936	22.3692660786137	0.4854015689799124	R
2153190.7917351937	22.447986537085406	2.859002905038513	R
2746020.4600755936	21.883020829718983	0.5554657030711184	R
