time_sec	flux	flux_err	band	logF	logT	mag	mag_err
16857.0	6.550152847785243e-13	6.032913721657119e-14	R	-12.183748565630324	4.226780286814562	18.35	0.1
2951.0	5.061175934892991e-12	2.796909182569153e-13	R	-11.295748565630323	3.4699692094999595	16.13	0.06
3378.0	5.108006419232608e-12	2.822788664602295e-13	R	-11.291748565630323	3.5286596452349897	16.12	0.06
3590.0	4.367686258287092e-12	3.218230166146175e-13	R	-11.359748565630323	3.5550944485783194	16.29	0.08
3793.0	3.839294567487186e-12	2.1216725852901638e-13	R	-11.415748565630324	3.5789828427027905	16.43	0.06
12123.0	1.1382861047316306e-12	1.0484002465269248e-13	R	-11.943748565630322	4.08361010516231	17.75	0.1
279.0	7.742831729409478e-12	5.416285452408998e-13	g'	-11.111100178910693	2.4456042032735974	16.16	0.07
279.0	1.2391677993143168e-11	4.572477255289094e-13	Rc	-10.906869880563411	2.4456042032735974	15.14	0.04
279.0	1.5277822682512372e-11	6.49406546072813e-13	Ic	-10.81593853478833	2.4456042032735974	14.44	0.04
349.0	1.632675294482951e-11	1.0051928828261302e-12	g'	-10.787100178910691	2.5428254269591797	15.35	0.06
349.0	2.7110037569738873e-11	1.0003490265503678e-12	Rc	-10.566869880563411	2.5428254269591797	14.29	0.04
349.0	3.404563707002968e-11	1.447160373434881e-12	Ic	-10.467938534788331	2.5428254269591797	13.57	0.04
419.0	1.5881803600375277e-11	9.777985861294814e-13	g'	-10.799100178910692	2.622214022966295	15.38	0.06
419.0	2.7360883658906277e-11	1.0096051421299595e-12	Rc	-10.562869880563412	2.622214022966295	14.28	0.04
419.0	3.4360657471246775e-11	1.4605507835049645e-12	Ic	-10.463938534788332	2.622214022966295	13.56	0.04
632.0	1.3705655806972124e-11	8.438192038666183e-13	g'	-10.863100178910692	2.800717078282385	15.54	0.06
632.0	2.2137578766317854e-11	8.168673802867571e-13	Rc	-10.654869880563412	2.800717078282385	14.51	0.04
632.0	2.780106705305883e-11	1.181725649475641e-12	Ic	-10.55593853478833	2.800717078282385	13.79	0.04
843.0	1.1719250058796487e-11	8.19787977123503e-13	g'	-10.931100178910693	2.9258275746247424	15.71	0.07
843.0	1.9104255574833897e-11	7.04939025558075e-13	Rc	-10.718869880563412	2.9258275746247424	14.67	0.04
843.0	2.3337883373585606e-11	9.920113977784469e-13	Ic	-10.63193853478833	2.9258275746247424	13.98	0.04
1056.0	1.1089189908971512e-11	7.757138483951506e-13	g'	-10.955100178910692	3.0236639181977933	15.77	0.07
1056.0	1.7105277313760706e-11	6.311775653455662e-13	Rc	-10.76686988056341	3.0236639181977933	14.79	0.04
1056.0	2.0514524980554907e-11	8.720003556001355e-13	Ic	-10.68793853478833	3.0236639181977933	14.12	0.04
1266.0	9.928869922981199e-12	6.945468480018972e-13	g'	-11.003100178910692	3.1024337056813365	15.89	0.07
1266.0	1.5315462611696107e-11	5.65134152815795e-13	Rc	-10.814869880563412	3.1024337056813365	14.91	0.04
1266.0	1.8367982849575825e-11	7.807583939510775e-13	Ic	-10.73593853478833	3.1024337056813365	14.24	0.04
98738.0	3.2828529856172864e-14	2.7212574049824092e-15	R	-13.483748565630325	4.994484326066005	21.6	0.09
3674.0	2.971995005178763e-12	1.706241200711295e-13	v	-11.526951924798785	3.5651391519697895	17.07	0.06
393.0	1.347091059775258e-11	9.808422434248839e-13	u	-10.870603046132056	2.5943925503754266	15.89	0.05
3098.0	1.6345452724923468e-11	1.1011177829132015e-12	u	-10.786603046132056	3.491081413423187	15.68	0.04
3182.0	4.2379934361940885e-19	5.61253774336848e-20	uvw1	-18.37283972026017	3.502700175310563	17.92	0.11
3541.0	8.065136287041342e-20	3.1727768389530077e-20	uvw2	-19.093388289377323	3.5491259267581112	20.48	0.41
15654.0	6.857935793118833e-13	2.8050653060214438e-14	B	-12.16380658524976	4.1946253294838645	19.02	0.02
15654.0	8.246153871212784e-13	7.594988391355879e-15	R	-12.083748565630323	4.1946253294838645	18.1	0.01
82113.0	5.6610868942067796e-14	1.5717440955180885e-14	g'	-13.247100178910692	4.914411919376711	21.5	0.3
82113.0	1.0693752278918593e-13	1.9699865782482444e-14	Rc	-12.970869880563413	4.914411919376711	20.3	0.2
82113.0	2.0895918475214234e-13	3.874582446634687e-14	Ic	-12.67993853478833	4.914411919376711	19.1	0.2
