time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
16857.0	7.70991840347194e-13	7.101097273613977e-14	R	-12.183748565630324	4.226780286814562	18.35	0.1	manual
2951.0	5.957304263034831e-12	3.292127997718532e-13	R	-11.295748565630324	3.4699692094999595	16.13	0.06	manual
3378.0	6.012426520704834e-12	3.3225896830312814e-13	R	-11.291748565630323	3.5286596452349897	16.12	0.06	manual
3590.0	5.1410257815197806e-12	3.788047784712163e-13	R	-11.359748565630325	3.55509444857832	16.29	0.08	manual
3793.0	4.51907742156398e-12	2.497334473195006e-13	R	-11.415748565630324	3.5789828427027905	16.43	0.06	manual
12123.0	1.3398302591143632e-12	1.2340292727116332e-13	R	-11.943748565630322	4.08361010516231	17.75	0.1	manual
279.0	9.924601373928295e-12	6.942482533669354e-13	g'	-11.111100178910691	2.4456042032735974	16.16	0.07	manual
279.0	1.4531030570307539e-11	5.361889391848893e-13	Rc	-10.906869880563413	2.4456042032735974	15.14	0.04	manual
279.0	1.712163498397737e-11	7.277805266578557e-13	Ic	-10.81593853478833	2.4456042032735974	14.44	0.04	manual
349.0	2.0927293833931838e-11	1.2884354218969968e-12	g'	-10.787100178910691	2.54282542695918	15.35	0.06	manual
349.0	3.179043103815667e-11	1.1730535843349232e-12	Rc	-10.566869880563411	2.54282542695918	14.29	0.04	manual
349.0	3.815445321127126e-11	1.6218117065588186e-12	Ic	-10.467938534788331	2.54282542695918	13.57	0.04	manual
419.0	2.0356966978121976e-11	1.2533219796662053e-12	g'	-10.799100178910692	2.622214022966295	15.38	0.06	manual
419.0	3.2084584274881395e-11	1.1839077155126197e-12	Rc	-10.562869880563412	2.622214022966295	14.28	0.04	manual
419.0	3.850749202015329e-11	1.6368181455174388e-12	Ic	-10.463938534788332	2.622214022966295	13.56	0.04	manual
632.0	1.7567625799719906e-11	1.0815899818967682e-12	g'	-10.863100178910692	2.800717078282385	15.54	0.06	manual
632.0	2.595950556364971e-11	9.578948776269062e-13	Rc	-10.654869880563412	2.800717078282385	14.51	0.04	manual
632.0	3.1156253881150336e-11	1.3243428492389254e-12	Ic	-10.55593853478833	2.800717078282385	13.79	0.04	manual
843.0	1.502149204575461e-11	1.050787253090715e-12	g'	-10.931100178910691	2.9258275746247424	15.71	0.07	manual
843.0	2.2402496412067012e-11	8.26642730407887e-13	Rc	-10.718869880563412	2.9258275746247424	14.67	0.04	manual
843.0	2.6154428463065363e-11	1.1117328303691677e-12	Ic	-10.63193853478833	2.9258275746247424	13.98	0.04	manual
1056.0	1.4213893992853705e-11	9.94293947563919e-13	g'	-10.955100178910692	3.0236639181977933	15.77	0.07	manual
1056.0	2.0058405947716037e-11	7.401467745049353e-13	Rc	-10.76686988056341	3.0236639181977933	14.79	0.04	manual
1056.0	2.2990331533877072e-11	9.772381905946302e-13	Ic	-10.68793853478833	3.0236639181977933	14.12	0.04	manual
1266.0	1.272661986245824e-11	8.902557672479486e-13	g'	-11.003100178910692	3.1024337056813365	15.89	0.07	manual
1266.0	1.795958993867531e-11	6.62701343226898e-13	Rc	-10.814869880563412	3.1024337056813365	14.91	0.04	manual
1266.0	2.0584732803737273e-11	8.749846434078701e-13	Ic	-10.73593853478833	3.1024337056813365	14.24	0.04	manual
98738.0	3.864112676128098e-14	3.2030813684526786e-15	R	-13.483748565630323	4.994484326066005	21.6	0.09	manual
3674.0	3.722807381780718e-12	2.1372873527842074e-13	v	-11.526951924798784	3.565139151969789	17.07	0.06	manual
393.0	1.945663034946771e-11	1.4166737150378279e-12	u	-10.870603046132056	2.5943925503754266	15.89	0.05	manual
3098.0	2.360845833366259e-11	1.59039298181831e-12	u	-10.786603046132056	3.491081413423187	15.68	0.04	manual
3182.0	6.937057515572201e-19	9.187012136817255e-20	uvw1	-18.37283972026017	3.502700175310563	17.92	0.11	manual
3541.0	1.4836426530006965e-19	5.836562308670227e-20	uvw2	-19.093388289377323	3.5491259267581112	20.48	0.41	manual
15654.0	9.006368483302666e-13	3.6838273976123123e-14	B	-12.16380658524976	4.1946253294838645	19.02	0.02	manual
15654.0	9.706212200990353e-13	8.939751809374924e-15	R	-12.083748565630325	4.1946253294838645	18.1	0.01	manual
82113.0	7.256263952472211e-14	2.014629034309672e-14	g'	-13.247100178910692	4.914411919376711	21.5	0.3	manual
82113.0	1.2539967659121422e-13	2.3100935327290384e-14	Rc	-12.970869880563413	4.914411919376711	20.3	0.2	manual
82113.0	2.3417753708916135e-13	4.342188526807533e-14	Ic	-12.67993853478833	4.914411919376711	19.1	0.2	manual
