16857	18.52699587	0.1	R	12275
2951	16.30699587	0.06	R	12238
3378	16.29699587	0.06	R	12238
3590	16.46699587	0.08	R	12238
3793	16.60699587	0.06	R	12238
12123	17.92699587	0.1	R	12238
279	15.31291574	0.04	Rc	12233
279	14.56370942	0.04	Ic	12233
349	14.46291574	0.04	Rc	12233
349	13.69370942	0.04	Ic	12233
419	14.45291574	0.04	Rc	12233
419	13.68370942	0.04	Ic	12233
632	14.68291574	0.04	Rc	12233
632	13.91370942	0.04	Ic	12233
843	14.84291574	0.04	Rc	12233
843	14.10370942	0.04	Ic	12233
1056	14.96291574	0.04	Rc	12233
1056	14.24370942	0.04	Ic	12233
1266	15.08291574	0.04	Rc	12233
1266	14.36370942	0.04	Ic	12233
98738	21.77699587	0.09	R	12246
393	16.23591309	0.05	u_swift	12236
3098	16.02591309	0.04	u_swift	12236
15654	19.31589074	0.02	B	12241
15654	18.27699587	0.01	R	12241
82113	20.47291574	0.2	Rc	12240
82113	19.22370942	0.2	Ic	12240
