time_sec	mag	mag_err	band	source
16857.0	18.526995868571102	0.1	R	manual
2951.0	16.3069958685711	0.06	R	manual
3378.0	16.296995868571102	0.06	R	manual
3590.0	16.4669958685711	0.08	R	manual
3793.0	16.6069958685711	0.06	R	manual
12123.0	17.9269958685711	0.1	R	manual
279.0	15.312915742509068	0.04	Rc	manual
279.0	14.563709422200915	0.04	Ic	manual
349.0	14.462915742509066	0.04	Rc	manual
349.0	13.693709422200918	0.04	Ic	manual
419.0	14.452915742509068	0.04	Rc	manual
419.0	13.683709422200918	0.04	Ic	manual
632.0	14.682915742509069	0.04	Rc	manual
632.0	13.913709422200917	0.04	Ic	manual
843.0	14.842915742509067	0.04	Rc	manual
843.0	14.103709422200918	0.04	Ic	manual
1056.0	14.962915742509066	0.04	Rc	manual
1056.0	14.243709422200917	0.04	Ic	manual
1266.0	15.082915742509067	0.04	Rc	manual
1266.0	14.363709422200918	0.04	Ic	manual
98738.0	21.776995868571102	0.09	R	manual
393.0	16.235913087539377	0.05	u	manual
3098.0	16.025913087539376	0.04	u	manual
15654.0	19.31589074201882	0.02	B	manual
15654.0	18.276995868571102	0.01	R	manual
82113.0	20.472915742509063	0.2	Rc	manual
82113.0	19.22370942220092	0.2	Ic	manual
