time_sec	flux_R	flux_err_R	band	source
21.15337	4.2195193000033033e-11	8.085230303558945e-12	R	Li_Liang
35.56118	3.299733076569341e-11	6.32556956202726e-12	R	Li_Liang
62.21946	1.425668646322642e-11	2.7257501116239005e-12	R	Li_Liang
117.91893	3.265241093190567e-12	1.3682743112425262e-12	R	Li_Liang
272.90323	1.6786098577669818e-12	5.438849758562008e-13	R	Li_Liang
771.26165	3.633155582564152e-12	6.958130782861381e-13	R	Li_Liang
1461.70254	1.5176472686660383e-12	5.611182206807949e-13	R	Li_Liang
1933.45495	1.1428343826166985e-12	2.185200379188841e-13	R	Li_Liang
2361.03243	1.4141713185297175e-12	3.300450913832007e-13	R	Li_Liang
3000.70587	4.932353623164624e-13	2.3225842926674155e-13	R	Li_Liang
34339.32523	4.391979216897171e-14	8.407264833058738e-15	R	Li_Liang
224600.1171	4.6679150839273594e-15	7.017049152367168e-16	R	Li_Liang
