z=   6.2349999e-01 0.
TotalEnergy(erg)    4.8058789193704802e+49    1.3623593231508039e+49
TotalEnergy_common(erg)    1.4342936950518028e+48    2.3846328615561434e+47
Energy1(erg)   -7.2514174013341581e+45    2.9250939875208459e+45
Energy2(erg)    9.8797784253893664e+48    7.7789740561285032e+47
Energy3(erg)    3.8186262184319842e+49    1.2995034516571350e+49
T_min_T_max    9.9784417029122380e+01    1.8374684442721349e+06
Interval1    9.9784417029122380e+01    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    5.1401150689015507e+04
Interval3    5.1401150689015507e+04    1.8374684442721349e+06
