#		Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)		beta	z
             49.6000               5.0000    1.0864427519563899e-03    4.3027983661480818e-04	1.071	3.211
            593.1000              30.0000    5.1523676183160352e-04    1.8982024340948508e-04	1.071	3.211
            958.4000              30.0000    4.8306641200074302e-04    1.6906983578542095e-04	1.071	3.211
           1685.6000              30.0000    3.6644334588479914e-04    1.3162765355243300e-04	1.071	3.211
           2049.6000              30.0000    2.9107629506441439e-04    1.3940741510461442e-04	1.071	3.211
           2959.8000              60.0000    2.4210671619681360e-04    2.6758623920494131e-05	1.071	3.211
           4295.2000             120.0000    2.1938495267860960e-04    2.8288542027606535e-05	1.071	3.211
           5626.4000             120.0000    1.8535607969297099e-04    2.3900696863874939e-05	1.071	3.211
           6957.0000             120.0000    1.7426366158835061e-04    2.4075415258514751e-05	1.071	3.211
           7801.9000              90.0000    1.8382595693426968e-04    1.0497218024119960e-05	1.071	3.211
           8241.7000              90.0000    1.8331872812215458e-04    1.0805938759482419e-05	1.071	3.211
           8288.8000             120.0000    1.8247645506226269e-04    2.3529384331292727e-05	1.071	3.211
           8708.3000              90.0000    1.7108299126053329e-04    1.0557408599073563e-05	1.071	3.211
           9618.1000             120.0000    1.5177730398342192e-04    2.5162572072085843e-05	1.071	3.211
          10947.0000             120.0000    1.6796037470963142e-04    2.3204583969217106e-05	1.071	3.211
          12594.3000             180.0000    1.3639763291330614e-04    1.7587761257202755e-05	1.071	3.211
          16346.0000              30.0000    1.0695641358582741e-04    1.0737644526709887e-05	1.071	3.211
          16484.3000              30.0000    9.4364106291417975e-05    8.4305179597576418e-06	1.071	3.211
          16558.6000              90.0000    1.0804553691562300e-04    6.5678989154704419e-06	1.071	3.211
          16753.0000              90.0000    1.0510099603288999e-04    6.5825086283938276e-06	1.071	3.211
          16947.4000              90.0000    1.1524095070115754e-04    9.9772390662531316e-06	1.071	3.211
          17140.0000              90.0000    9.3326898013707728e-05    3.9540335980363859e-06	1.071	3.211
          18069.7000             300.0000    9.7905441764365803e-05    7.8451594792367575e-06	1.071	3.211
          18338.4000              90.0000    8.7017545818967142e-05    1.1460895709107408e-05	1.071	3.211
          18531.9000              90.0000    9.3069382195988860e-05    2.3401579462487225e-05	1.071	3.211
          18919.0000              90.0000    9.4974459609428508e-05    2.0294133296044110e-05	1.071	3.211
          19132.4000             450.0000    9.2983701589323124e-05    7.1082159923073353e-06	1.071	3.211
          19594.7000              75.0000    1.1210031481381357e-04    7.8468638457257516e-06	1.071	3.211
          19778.7000              75.0000    8.3792824582346441e-05    4.7077387898354835e-06	1.071	3.211
          20232.3000              75.0000    8.8635322805133800e-05    4.8981690930996725e-06	1.071	3.211
          20241.8000             450.0000    8.9455455361697083e-05    6.4265386826952029e-06	1.071	3.211
          20786.1000              75.0000    8.4102098114096602e-05    5.1124192147217906e-06	1.071	3.211
          21452.3000              75.0000    8.4646076080433297e-05    5.5352962795058200e-06	1.071	3.211
          21646.7000              75.0000    8.0539110738608464e-05    5.2667277760460666e-06	1.071	3.211
          21841.1000              75.0000    7.8705816729445020e-05    5.0743516754079728e-06	1.071	3.211
          22035.5000              75.0000    9.0783480909171482e-05    5.8530274837803634e-06	1.071	3.211
          22057.9000              90.0000    8.9951172941024382e-05    1.2841454624181313e-05	1.071	3.211
          22229.9000              75.0000    8.2415107651619203e-05    5.3894056273275059e-06	1.071	3.211
          22424.3000              75.0000    8.1885467002793999e-05    5.5056092235769044e-06	1.071	3.211
          23371.2000              75.0000    7.6279322971222065e-05    5.2691891110054018e-06	1.071	3.211
          23565.6000              75.0000    6.8866312517241253e-05    5.1376857933213435e-06	1.071	3.211
