Time	Flux	Flux_err	Band
59.616		1.4779076198663408e-11	1.3003985098154176e-12	R
4770.144	1.299114075658453e-12	5.846976500854104e-14	R
7891.776	9.49833074617328e-13	8.70812197076463e-15	R
8333.28		8.823629993713368e-13	8.089552602822107e-15	R
8798.976	8.426501225792643e-13	7.72546275992365e-15	R
16346.016	6.275484891005791e-13	2.2699041574068832e-14	R
16468.704	5.124450333722515e-13	8.226793256564957e-14	R
16855.776	4.848945337341592e-13	1.2377807049009473e-13	R
18247.68	3.5127503708081987e-13	5.639369918835436e-14	R
20196.0		4.301771008066036e-13	7.851616955420087e-15	R
21563.712	4.096823823415047e-13	7.477546186205615e-15	R
21960.288	3.981505209431773e-13	1.08507070503496e-14	R
22319.712	4.04061329327948e-13	1.1011792988556968e-14	R
22552.128	3.116357610251073e-13	6.180420764415325e-14	R
23472.288	3.6144921701335616e-13	9.850494627256529e-15	R
23868.0		3.5419896539716097e-13	9.652905142399683e-15	R
24263.712	3.7918162925144726e-13	1.0333752089875868e-14	R
25343.712	3.2843337887958883e-13	1.1879755988553125e-14	R
25740.288	3.2602228601523283e-13	8.885012404495803e-15	R
26136.0		3.299493584769215e-13	8.992036031505774e-15	R
27287.712	3.1655362289103504e-13	8.626965047240696e-15	R
27684.288	2.839535406335155e-13	7.738522300623937e-15	R
28080.0		2.860535147303714e-13	1.0346834923591889e-14	R
29231.712	2.9678864997737675e-13	1.0735135247005361e-14	R
29628.288	2.5471075801291365e-13	9.213136810805687e-15	R
30024.0		2.70923881015486e-13	9.799581299913392e-15	R
94473.216	1.0414712562935409e-13	6.5027375087351894e-15	R
96469.056	1.1739437507739962e-13	4.246269167603386e-15	R
97446.24	9.58621771848628e-14	5.153822763113358e-15	R
98222.976	9.945973283147673e-14	3.597555646613529e-15	R
182730.816	4.4222907070998214e-14	4.990289193166058e-15	R
269467.776	2.2163956457869588e-14	2.135508869111752e-15	R
355833.216	1.0805560226622375e-14	2.1429796303248206e-15	R
374580.288	8.196855673542978e-15	6.520633791077825e-16	R
441274.176	5.7762673804697824e-15	1.4744963724037456e-15	R
530958.24	5.3659582375098206e-15	3.811634019982867e-16	R
620208.576	4.46320965921061e-15	3.170379086524186e-16	R
889710.048	2.136226451243264e-15	1.5174388348808345e-16	R
893549.664	2.136226451243264e-15	1.5174388348808345e-16	R
