		#Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)		beta	z
             49.6000               0.0010    1.0864427519563899e-03    4.3027983661480818e-04	1.071	3.211
             86.2000               0.0010    9.5968354013221610e-04    1.3686681986710427e-04	1.071	3.211
             93.7000               0.0010    7.4153156834475269e-04    2.7724224472364388e-04	1.071	3.211
             96.2000               0.0010    1.0211511870471504e-03    1.3872525176049927e-04	1.071	3.211
            106.2000               0.0010    9.1805615334553115e-04    1.3110215136238995e-04	1.071	3.211
            116.2000               0.0010    8.1808201502455238e-04    1.2271042154503328e-04	1.071	3.211
            126.2000               0.0010    7.4865071642825332e-04    1.1773443162291283e-04	1.071	3.211
            136.2000               0.0010    8.1808201502455238e-04    1.2271042154503328e-04	1.071	3.211
            146.2000               0.0010    7.2899415189198191e-04    1.1471876702196890e-04	1.071	3.211
            156.2000               0.0010    8.1085807316053115e-04    1.2165604037557981e-04	1.071	3.211
            166.2000               0.0010    8.5517549044563724e-04    1.2812056974901881e-04	1.071	3.211
            176.2000               0.0010    9.0995024400193961e-04    1.2997874692905549e-04	1.071	3.211
            186.3000               0.0010    1.1252723488849935e-03    2.9689268357092880e-04	1.071	3.211
            192.8000               0.0010    1.0146896873109016e-03    2.1448519735938571e-04	1.071	3.211
            196.3000               0.0010    1.1977077163932211e-03    2.2710485492480608e-04	1.071	3.211
            206.3000               0.0010    1.2634941861962002e-03    2.2939619947197261e-04	1.071	3.211
            216.3000               0.0010    1.0762313703944881e-03    2.1296840650514821e-04	1.071	3.211
            226.3000               0.0010    9.2492995724664394e-04    1.9082666972365921e-04	1.071	3.211
            236.3000               0.0010    7.9489917256240377e-04    1.7722520859925962e-04	1.071	3.211
            246.3000               0.0010    1.0293276678920485e-03    2.0380242967647720e-04	1.071	3.211
            256.3000               0.0010    2.0444441500145727e-03    3.0551123835769037e-04	1.071	3.211
            266.3000               0.0010    1.4186930744181129e-03    2.4600943797758112e-04	1.071	3.211
            276.3000               0.0010    1.1252723488849935e-03    2.1355314891333442e-04	1.071	3.211
            286.3000               0.0010    8.3856058485560223e-04    1.8000720929452443e-04	1.071	3.211
            292.8000               0.0010    7.6940259139045839e-04    1.6287495463829506e-04	1.071	3.211
            296.3000               0.0010    1.0666826883952104e-03    2.1110279296215990e-04	1.071	3.211
            306.3000               0.0010    6.6512556945403105e-04    1.6503332745408070e-04	1.071	3.211
            316.3000               0.0010    7.0165890942602881e-04    1.6819320430751309e-04	1.071	3.211
            326.3000               0.0010    4.7829786426041847e-04    1.3502788277242251e-04	1.071	3.211
            336.3000               0.0010    3.2603996597608197e-04    1.1449140327169387e-04	1.071	3.211
            346.3000               0.0010    5.8710806054664152e-04    1.5072041273666569e-04	1.071	3.211
            356.3000               0.0010    7.8784656321734703e-04    1.7566880067717376e-04	1.071	3.211
            366.3000               0.0010    6.2490045855490993e-04    1.5513339495849701e-04	1.071	3.211
            376.3000               0.0010    8.5364095967422672e-04    1.8320854262090133e-04	1.071	3.211
            386.3000               0.0010    5.0009261575948707e-04    1.4113936551282257e-04	1.071	3.211
            396.3000               0.0010    4.7405424682610948e-04    1.3784518191352547e-04	1.071	3.211
            398.7000               0.0010    5.4693037365738406e-04    1.9464799933315249e-04	1.071	3.211
            425.6000               0.0010    3.9666149137284907e-04    6.4310221306234730e-05	1.071	3.211
