time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
18146.0	9.179901649237797e-13	6.992223602187522e-14	g	-12.087391268787425	4.2587809065412605	18.57	0.08	manual
18146.0	8.511236190634771e-13	4.70549083608636e-14	r	-12.104755751000448	4.2587809065412605	18.36	0.06	manual
18146.0	7.900727872527206e-13	3.764721405698849e-14	i	-12.128154678665144	4.2587809065412605	18.22	0.05	manual
191998.0	9.862627770595589e-14	4.544699722438402e-15	r	-13.040755751000448	5.283296704779135	20.7	0.05	manual
410.0	2.165591846517022e-12	2.2070886558661118e-13	v	-11.709998077523004	2.6127838567197355	17.51	0.11	manual
80.0	1.1974169182185731e-11	6.521212461154491e-13	u	-10.99614384928665	1.9030899869919435	16.14	0.04	manual
484.0	6.5199668852840926e-12	4.4520307108805565e-13	u	-11.260143849286653	2.6848453616444123	16.8	0.06	manual
6239.0	2.8989811400604868e-12	1.5788044788392953e-13	u	-11.61214384928665	3.795114985630363	17.68	0.04	manual
632.0	1.2830508534027566e-18	1.0527905574949945e-19	uvw1	-17.991463946149473	2.800717078282385	16.87	0.06	manual
5485.0	3.499486886200195e-18	3.841828540028087e-19	uvm2	-17.595200431455407	3.73917663191073	16.86	0.09	manual
1505.0	2.269892238141216e-18	2.304367138149413e-19	uvw2	-17.767324488537884	3.1775364999298623	17.04	0.07	manual
