time_sec	flux	flux_err	band_init	band_norm	source
35683.2	1.1110216092089128e-14	3.2070922783691226e-15	K	R	astro-ph0605256
120182.4	6.882124200419044e-15	2.324884222716926e-15	K	R	astro-ph0605256
203904	4.985658252485886e-15	1.9602135143839104e-15	K	R	astro-ph0605256
1.42E+06	2.0217269762117112e-15	7.682651913536327e-16	K	R	astro-ph0605256
988934.4	2.1645175658183217e-15	2.1958508055579827e-16	r	R	astro-ph0605256
1.84E+06	2.266528135926014e-15	1.0504317702760346e-16	r	R	astro-ph0605256
9.95E+06	2.225159335242279e-15	1.4392887126576e-16	r	R	astro-ph0605256
909493	2.3683695375631882e-14	1.093945653878818e-14	V	R	3069
926254	1.431711455840116e-14	6.7014914373260145e-15	B	R	3069
932255	9.294358430834402e-15	4.43980054907409e-15	U	R	3069
939158	3.122119102284389e-14	1.442101229840244e-14	V	R	3069
950371	2.8474064630435104e-14	1.3152119530627933e-14	V	R	3069
1082704	1.569840394497107e-14	7.348039242668244e-15	B	R	3069
1117923	2.3683695375631882e-14	1.093945653878818e-14	V	R	3069
1152304	1.569840394497107e-14	7.348039242668244e-15	B	R	3069
