time_sec	flux	flux_err	band_init	band_norm	source
14100	2.1833222396182248e-13	3.078945392556783e-14	BJ	R	kann10
18100	1.625989881183725e-13	2.2929890797475627e-14	BJ	R	kann10
23100	9.979708098529892e-14	1.5556228149063516e-14	BJ	R	kann10
14100	2.914735278290748e-13	2.407372077971789e-14	VJ	R	kann10
18100	1.9080911509991645e-13	1.7345531931665463e-14	VJ	R	kann10
23100	1.3822898448846708e-13	1.373659808827388e-14	VJ	R	kann10
14100	4.942967094232865e-13	9.108594473844144e-14	Rc	R	kann10
18100	3.2960039184346547e-13	6.377140484405424e-14	Rc	R	kann10
23100	2.2593718804287962e-13	4.3714547204945444e-14	Rc	R	kann10
14100	4.504734865564619e-13	4.3806942488096773e-14	Ic	R	kann10
18100	3.263391927218582e-13	3.173532443931422e-14	Ic	R	kann10
23100	2.4303523115863634e-13	2.5569162453100803e-14	Ic	R	kann10
14100	7.687538887519003e-13	1.34023014739564e-13	J	R	kann10
18100	4.303158329078009e-13	8.712969499813157e-14	J	R	kann10
23100	3.7135333256390823e-13	7.519105765686664e-14	J	R	kann10
14100	7.939778050511246e-13	1.8546155608301692e-13	H	R	kann10
18100	5.543810316047617e-13	1.4152023700160406e-13	H	R	kann10
23100	3.5959062640484287e-13	9.179489876314796e-14	H	R	kann10
14100	7.818455427344228e-13	1.858455890443306e-13	Ks	R	kann10
18100	8.26268059062392e-13	2.1404272025897812e-13	Ks	R	kann10
23100	6.21041989787281e-13	1.608794088445824e-13	Ks	R	kann10
44.4	2.0140829420116882e-11	9.39781492772518e-13	r'	R	yuan10
52.3	2.8580995481673826e-11	1.8551537839424173e-12	r'	R	yuan10
60.2	4.131210755672102e-11	1.1829394564303012e-12	r'	R	yuan10
68.1	5.2490094093159744e-11	1.9736068925199377e-12	r'	R	yuan10
76	5.200886201792989e-11	2.426760336681627e-12	r'	R	yuan10
83.9	4.966807763453485e-11	1.8675001836300294e-12	r'	R	yuan10
91.8	5.3960672217960405e-11	2.0289000516052413e-12	r'	R	yuan10
99.7	6.252840508908153e-11	2.3510434377021205e-12	r'	R	yuan10
108	6.669255433472862e-11	1.909688433695926e-12	r'	R	yuan10
116	6.195514122545741e-11	1.7740363641259401e-12	r'	R	yuan10
142	5.445996417061456e-11	1.0834193402844887e-12	r'	R	yuan10
171	4.6566902547184966e-11	1.750897220098622e-12	r'	R	yuan10
200	4.2862485507428106e-11	1.6116125964235963e-12	r'	R	yuan10
229	3.6314272760097027e-11	1.3654023726643731e-12	r'	R	yuan10
259	3.665028458890388e-11	1.0494518506490579e-12	r'	R	yuan10
287	3.436191437357742e-11	1.6033446543302598e-12	r'	R	yuan10
316	3.076644740693336e-11	1.156806321453874e-12	r'	R	yuan10
345	2.8845452176823954e-11	8.259666605410704e-13	r'	R	yuan10
374	2.655078410318422e-11	9.982990393359152e-13	r'	R	yuan10
403	2.6796455483737597e-11	1.0075361866173528e-12	r'	R	yuan10
452	2.208398031139735e-11	1.83811224101675e-12	r'	R	yuan10
589	1.706386282825247e-11	9.51658501633896e-13	r'	R	yuan10
658	1.52783815405887e-11	5.744611366392027e-13	r'	R	yuan10
727	1.5562427860648642e-11	4.4561778720525416e-13	r'	R	yuan10
796	1.4062979746116443e-11	6.561858910057885e-13	r'	R	yuan10
865	1.2591496563310233e-11	3.605475242287165e-13	r'	R	yuan10
935	1.1914541965413812e-11	9.916810794036235e-13	r'	R	yuan10
1000	1.1483581349451595e-11	4.317781420217448e-13	r'	R	yuan10
