     tmid_burst                texp/2                    ct                       ct_err               flux                    flux_err_neg              flux_err_pos             flux_density            fd_err_neg                fd_err_pos
     -37.0635342551395297      28.1599999964237213       0.0150929576940455       0.0013221205797941   8.9871469749362457e-09  -8.9522672250145692e-10   8.9696837480567620e-10   2.5299676791736660e-05  -2.5201486965526359e-06   2.5250516140750986e-06
      -5.1055339397862554       3.7979999929666519       0.0897152407072959       0.0039024739094116   5.3421209445670623e-08  -3.4377474786757384e-09   3.4537510466943215e-09   1.5038580503561023e-04  -9.6775873750212977e-06   9.7226389469510523e-06
       3.1004659831523895       4.4080000072717667       0.1199511795792108       0.0037028613308610   7.1425290029179596e-08  -4.0416688182530482e-09   4.0659859212469334e-09   2.0106901083668033e-04  -1.1377683605955232e-05   1.1446138572583989e-05
       8.8124660309404135       1.3039999902248383       0.1544848114116508       0.0069265859334554   9.1988444789688710e-08  -6.0035117818304206e-09   6.0306857131739136e-09   2.5895625477629914e-04  -1.6900458857441820e-05   1.6976956068633369e-05
      12.3864659573882818       2.2700000107288361       0.0861185417931427       0.0050018224374158   5.1279544278289863e-08  -3.8450750134808203e-09   3.8582670603521724e-09   1.4435681311170343e-04  -1.0824253275521531e-05   1.0861390146988938e-05
      17.2304656589403749       2.5740000009536743       0.0365040362208862       0.0045209961031947   2.1736437969671771e-08  -2.8826530789431715e-09   2.8858184094046616e-09   6.1190148193857659e-05  -8.1149436415536269e-06   8.1238543490159748e-06
      38.8004659675061703      18.9959999918937683       0.0075671597742630       0.0015860081301772   4.5058880076869975e-09  -9.6826692523071087e-10   9.6867201186338872e-10   1.2684504946026206e-05  -2.7257638408255144e-06   2.7269041983725771e-06
      61.5944657474756241       3.7980000078678131       0.0314126858665369       0.0032862587994049   1.8704778114593615e-08  -2.1484834827518357e-09   2.1516278153661493e-09   5.2655736250905684e-05  -6.0481861326621604e-06   6.0570377291799282e-06
      80.1444657146930695      14.7519999891519547       0.0067596187670619       0.0016421989186806   4.0250352903387126e-09  -9.9630889531049091e-10   9.9662305464668994e-10   1.1330858636772849e-05  -2.8047046639366246e-06   2.8055890524627209e-06
      98.6964660231024027       3.8000000119209290       0.0520223239936395       0.0033670585474384   3.0976849017011507e-08  -2.4855213033294693e-09   2.4929699912896210e-09   8.7202787530063307e-05  -6.9969797766279110e-06   7.0179485444070460e-06
     104.6484655234962702       2.1519999951124191       0.0900804341710725       0.0046361776108717   5.3638664990155509e-08  -3.7538986970454771e-09   3.7686793042606990e-09   1.5099796315513154e-04  -1.0567583239601535e-05   1.0609192060106364e-05
     108.1824655411764979       1.3819999992847443       0.0460703416546192       0.0056538529221646   2.7432723262647056e-08  -3.6092295705957010e-09   3.6132563162463182e-09   7.7225735152400754e-05  -1.0160325836208720e-05   1.0171661509672975e-05
     112.0124657638370991       2.4479999989271164       0.1169230129434675       0.0044482023564190   6.9622159113974034e-08  -4.2328701637503686e-09   4.2549401653209142e-09   1.9599302515455988e-04  -1.1915933648679429e-05   1.1978062810256941e-05
     117.8464658791199327       3.3860000073909760       0.0796961624705565       0.0036689714832324   4.7455319227712476e-08  -3.1365184142532572e-09   3.1503616520199539e-09   1.3359125447242717e-04  -8.8295987985109042e-06   8.8685688345217599e-06
     130.8324659010395408       9.5999999940395355       0.0313953704156190       0.0020759726810557   1.8694467577355589e-08  -1.5212003855081516e-09   1.5256332098442256e-09   5.2626711104171289e-05  -4.2823243234090414e-06   4.2948031471436293e-06
     169.2304659867659211      28.7979999929666519       0.0070850317779655       0.0011673161343520   4.2188034447211796e-09  -7.2330337333647239e-10   7.2377869595063094e-10   1.1876334491577433e-05  -2.0361680540909820e-06   2.0375061326317631e-06
