      tmid_burst                et_pos                  et_neg                  ct                       ct_err                 flux                    flux_err_neg              flux_err_pos             flux_density            fd_err_neg                fd_err_pos
      93.7075329999999980       0.2570850000000000      -0.2472310000000000     155.5878409999999974      18.2377189999999985   1.2687559837639990e-08  -1.5292557506814624e-09   1.5316274297556028e-09   5.8065523633909924e-04  -6.9987481493529054e-05   7.0096023080007375e-05
      94.2587929999999972       0.2199840000000000      -0.2941750000000000     159.1323329999999885      18.5080700000000000   1.2976598840013164e-08  -1.5525873978868446e-09   1.5550310565133480e-09   5.9388331268962866e-04  -7.1055270989349223e-05   7.1167106771443051e-05
      94.7929299999999984       0.3263350000000000      -0.3141520000000000     230.0476490000000069      28.3322530000000015   1.8759456352350191e-08  -2.3696235020257668e-09   2.3729698498354724e-09   8.5853991636370319e-04  -1.0844751175253522e-04   1.0860065974972158e-04
      95.4906809999999950       0.3473340000000000      -0.3714160000000000     204.9982630000000086      25.2472150000000006   1.6716780126955809e-08  -2.1116003067267826e-09   2.1145822781291861e-09   7.6505538020397014e-04  -9.6638895961591396e-05   9.6775368012291005e-05
      96.0832159999999931       0.3152160000000000      -0.2452000000000000     262.9165449999999851      32.3803259999999966   2.1439782026367129e-08  -2.7081920239424568e-09   2.7120164934852695e-09   9.8120693489431744e-04  -1.2394234193471810e-04   1.2411737151445373e-04
      96.7569569999999999       0.3513440000000000      -0.3585260000000000     207.5630060000000014      25.5630850000000009   1.6925924556697384e-08  -2.1380187095332053e-09   2.1410379884210808e-09   7.7462702438414743e-04  -9.7847953031789635e-05   9.7986132486204075e-05
      97.4597360000000066       0.3851260000000000      -0.3514350000000000     200.0412000000000035      24.6367130000000003   1.6312551666510421e-08  -2.0605397717354005e-09   2.0634496359856863e-09   7.4655557604631209e-04  -9.4302074114646054e-05   9.4435246130036409e-05
      98.2595050000000043       0.3735130000000000      -0.4146420000000000     186.9461790000000008      23.0239529999999988   1.5244705609615449e-08  -1.9256534321906903e-09   1.9283728121096252e-09   6.9768483868824023e-04  -8.8128904461101535e-05   8.8253358825039828e-05
      99.0277410000000060       0.3347220000000000      -0.3947230000000000     201.9928189999999972      24.8770699999999998   1.6471698311155842e-08  -2.0806425040543240e-09   2.0835807572860833e-09   7.5383903588742440e-04  -9.5222090014872676e-05   9.5356561272273233e-05
      99.7640959999999950       0.4701360000000000      -0.4016330000000000     169.0157600000000002      20.8156749999999988   1.3782552381482043e-08  -1.7409597740306921e-09   1.7434183322494316e-09   6.3076835205800219e-04  -7.9676267303003504e-05   7.9788784975576093e-05
     100.6798270000000031       0.4030230000000000      -0.4455960000000000     173.6264590000000112      21.3835209999999982   1.4158536257084808e-08  -1.7884526844077311e-09   1.7909783112799285e-09   6.4797552262047214e-04  -8.1849814261781098e-05   8.1965401379173746e-05
     101.4738210000000009       0.3260190000000000      -0.3909710000000000     205.5016280000000108      25.3092089999999992   1.6757827509043162e-08  -2.1167852944413904e-09   2.1197745879012223e-09   7.6693394295772538e-04  -9.6876190627024662e-05   9.7012997776911710e-05
     102.1604459999999932       0.4702500000000000      -0.3606050000000000     177.3384770000000117      21.8406860000000016   1.4461236327930298e-08  -1.8266885768724904e-09   1.8292682000125571e-09   6.6182880752520311e-04  -8.3599707185233181e-05   8.3717765480384671e-05
     102.9664300000000026       0.3154290000000000      -0.3357340000000000     226.2760710000000017      27.8677519999999994   1.8451899404135152e-08  -2.3307740517071232e-09   2.3340655369481154e-09   8.4446435299778862e-04  -1.0666953891574958e-04   1.0682017608830061e-04
     103.6336459999999988       0.4221370000000000      -0.3517870000000000     190.3836680000000001      23.4473079999999996   1.5525018949645209e-08  -1.9610615570006453e-09   1.9638309397438688e-09   7.1051357887050184e-04  -8.9749382578481669e-05   8.9876125357381720e-05
     104.3407440000000008       0.3074790000000000      -0.2849600000000000     248.7048330000000078      30.6300379999999990   2.0280874330004752e-08  -2.5618032538046017e-09   2.5654209950814868e-09   9.2816869657758928e-04  -1.1724275533102650e-04   1.1740832384404452e-04
     104.9956980000000044       0.5207260000000000      -0.3474750000000000     167.9451019999999914      21.0074259999999988   1.3695244547185093e-08  -1.7556706123829783e-09   1.7580778301862061e-09   6.2677264667361835e-04  -8.0349519325417806e-05   8.0459687367211608e-05
     105.8934110000000004       0.2972910000000000      -0.3769860000000000     213.9735290000000134      27.1852699999999992   1.7448676807967889e-08  -2.2703047460804015e-09   2.2733265646316544e-09   7.9855115446846579e-04  -1.0390211796173902e-04   1.0404041364566157e-04
     106.5698749999999961       0.3467130000000000      -0.3791730000000000     202.9832240000000070      24.9990470000000009   1.6552461837535759e-08  -2.0908442873849352e-09   2.0937969473124069e-09   7.5753523634660065e-04  -9.5688981914238743e-05   9.5824112504356413e-05
     107.3412050000000022       0.3813310000000000      -0.4246170000000000     185.5356069999999988      22.6789510000000014   1.5129679161917009e-08  -1.8975083847313000e-09   1.9002265837618026e-09   6.9242057116727538e-04  -8.6840826265338080e-05   8.6965226585074208e-05
     108.1270020000000045       0.3249630000000000      -0.4044660000000000     197.7951710000000105      25.1298139999999997   1.6129397075821201e-08  -2.0986488662147244e-09   2.1014422076858533e-09   7.3817337541008448e-04  -9.6046164037746299e-05   9.6174003304938115e-05
     108.7870790000000056       0.3035820000000000      -0.3351140000000000     228.2933119999999860      28.5560870000000016   1.8616397257758820e-08  -2.3865409644928547e-09   2.3898131749301411e-09   8.5199271473916595e-04  -1.0922175150334540e-04   1.0937150655074041e-04
     109.4349270000000018       0.3656020000000000      -0.3442660000000000     205.4047419999999988      25.6930680000000002   1.6749926847175699e-08  -2.1472675626884752e-09   2.1502117030356030e-09   7.6657236352538447e-04  -9.8271233401180146e-05   9.8405974086619502e-05
     110.1385360000000020       0.3131550000000000      -0.3380080000000000     223.9225419999999929      28.0093689999999995   1.8259978622760463e-08  -2.3408496582656256e-09   2.3440592208668552e-09   8.3568096138477734e-04  -1.0713065624503540e-04   1.0727754416947556e-04
