time(s)	erg/cm2/s	err
12.50980392	1.84775E-10	4.87001E-12
14.30804713	1.84775E-10	4.87004E-12
15.29411765	1.53689E-10	4.05070E-12
17.10052246	1.53689E-10	4.05072E-12
18.07843137	1.38881E-10	3.53581E-12
19.88960886	1.38881E-10	3.53583E-12
22.67869526	1.12575E-10	2.05474E-12
25.46439274	1.11543E-10	3.33928E-12
28.25347914	9.77778E-11	3.27601E-12
31.03917662	9.38081E-11	3.22647E-12
33.82487409	8.47695E-11	2.99095E-12
36.65123868	7.44456E-11	2.82487E-12
39.43693616	7.31541E-11	2.38585E-12
42.03921569	6.46875E-11	4.00924E-12
47.60784314	5.63175E-11	1.43380E-12
49.28854512	5.63166E-11	1.43381E-12
52.82352941	4.82429E-11	8.88668E-13
55.50044715	5.24126E-11	9.56661E-13
62.31372549	4.70591E-11	1.32463E-12
64.03715267	4.70581E-11	1.32464E-12
70.2745098	3.62219E-11	1.30633E-12
73.64705882	4.15187E-11	1.01975E-12
75.39005601	4.15177E-11	1.01976E-12
85.09803922	3.89981E-11	1.20231E-12
86.85818285	3.89971E-11	1.20232E-12
92.23529412	3.50432E-11	2.26478E-12
95.87272699	3.33757E-11	9.09613E-13
98.55675667	3.44691E-11	1.76297E-12
101.5294118	3.10710E-11	1.34169E-12
104.3450429	3.15812E-11	8.60711E-13
105.3741176	2.88034E-11	5.25721E-13
108.1568627	3.14082E-11	1.38596E-12
109.9401603	3.14072E-11	1.38597E-12
112.580134	3.01598E-11	8.21971E-13
114.1960784	2.65115E-11	4.88359E-13
116.6909017	2.88023E-11	5.25725E-13
119.6047059	3.52731E-11	2.12306E-11
119.7254902	3.12064E-11	1.32206E-12
121.5201218	3.12053E-11	1.32207E-12
131.3333333	2.83559E-11	1.15123E-12
133.1339724	2.83548E-11	1.15124E-12
139.0980392	2.31471E-11	7.09080E-13
142.7058824	2.68561E-11	1.79253E-12
144.5139872	2.68551E-11	1.79254E-12
154.3137255	2.55296E-11	1.12655E-12
156.1278378	2.55285E-11	1.12656E-12
165.8431373	2.62448E-11	1.47952E-12
167.6637432	2.62437E-11	1.47953E-12
177.2156863	2.41570E-11	1.61238E-12
179.040369	2.41559E-11	1.61238E-12
181.5294118	2.21234E-11	1.00316E-12
184.5882353	1.93840E-11	3.53798E-13
184.6588235	1.93840E-11	3.53798E-13
188.627451	2.25446E-11	1.67844E-12
190.457662	2.25436E-11	1.67845E-12
196.3529412	1.78416E-11	3.28654E-13
198.8520326	1.93829E-11	3.53800E-13
201.9529002	1.79894E-11	1.56785E-12
211.4901961	1.78256E-11	1.18978E-12
213.329526	1.78244E-11	1.18978E-12
222.8235294	1.71808E-11	1.29375E-12
224.6688737	1.71797E-11	1.29375E-12
234.4313725	1.97990E-11	1.06445E-12
236.2793354	1.97979E-11	1.06445E-12
245.8039216	1.82240E-11	8.20214E-13
247.6559612	1.82229E-11	8.20218E-13
250.4705882	1.58254E-11	1.07739E-12
257.1764706	1.61675E-11	1.03736E-12
259.032587	1.61664E-11	1.03737E-12
268.5882353	1.45025E-11	9.05508E-13
270.446491	1.45014E-11	9.05512E-13
279.9607843	1.42509E-11	1.00010E-12
281.8231169	1.42498E-11	1.00010E-12
288	1.30450E-11	2.38098E-13
288.1176471	1.30450E-11	2.38098E-13
291.4117647	1.51162E-11	1.45646E-12
293.277688	1.51151E-11	1.45646E-12
302.9803922	1.45695E-11	1.40377E-12
304.8508716	1.45683E-11	1.40378E-12
311.6470588	1.20070E-11	2.21177E-13
313.6315798	1.30438E-11	2.38099E-13
316.2647756	1.31161E-11	1.02123E-12
325.9607843	1.35720E-11	1.02199E-12
327.8379591	1.35708E-11	1.02200E-12
337.4117647	1.44492E-11	1.00163E-12
339.2925302	1.44480E-11	1.00163E-12
348.9803922	1.32630E-11	8.05191E-13
350.8623249	1.32619E-11	8.05193E-13
360.5882353	1.35345E-11	1.74645E-12
362.4727866	1.35334E-11	1.74645E-12
371.9215686	1.20072E-11	1.35494E-12
373.8087453	1.20061E-11	1.35495E-12
383.4509804	1.16908E-11	9.20090E-13
385.3412617	1.16896E-11	9.20092E-13
394.8627451	1.09507E-11	1.23572E-12
396.7585547	1.09496E-11	1.23573E-12
406.2745098	1.22305E-11	1.27974E-12
408.1724587	1.22293E-11	1.27974E-12
417.6470588	1.10521E-11	9.72461E-13
419.5456956	1.10509E-11	9.72463E-13
429.0196078	1.14668E-11	1.10483E-12
430.9223214	1.14657E-11	1.10484E-12
440.7843137	1.08204E-11	9.42984E-13
442.6886738	1.08192E-11	9.42986E-13
452.1568627	1.00796E-11	9.71175E-13
454.0652996	1.00784E-11	9.71175E-13
457.9215686	8.53971E-12	2.32731E-13
458.0894118	8.53971E-12	2.32731E-13
463.9215686	9.36361E-12	9.02189E-13
465.8316519	9.36244E-12	9.02189E-13
475.2941176	1.07509E-11	1.21317E-12
477.2082778	1.07497E-11	1.21317E-12
486.6666667	9.27776E-12	9.70781E-13
488.5849036	9.27659E-12	9.70781E-13
498.4313725	9.80490E-12	9.44707E-13
500.3512559	9.80373E-12	9.44708E-13
505.6989818	8.53853E-12	2.32732E-13
509.8039216	9.45025E-12	1.06640E-12
511.7278818	9.44907E-12	1.06640E-12
521.1764706	9.02492E-12	1.09181E-12
523.1011187	9.02374E-12	1.09181E-12
532.5490196	9.10842E-12	9.53062E-13
534.4777445	9.10725E-12	9.53062E-13
544.3137255	8.61873E-12	1.04267E-12
546.2440968	8.61755E-12	1.04267E-12
555.6862745	8.38384E-12	1.01426E-12
557.6207227	8.38266E-12	1.01425E-12
567.0588235	8.08059E-12	9.77570E-13
568.9939596	8.07941E-12	9.77567E-13
578.8235294	6.01788E-12	1.05832E-12
580.7603119	6.01668E-12	1.05830E-12
590.1960784	8.08059E-12	1.17115E-12
592.1369377	8.07941E-12	1.17114E-12
601.5686275	1.00241E-11	7.88916E-13
603.5135636	1.00229E-11	7.88917E-13
613.3333333	7.36959E-12	1.00979E-12
615.2799159	7.36840E-12	1.00979E-12
624.7058824	5.59040E-12	8.97484E-13
626.6531528	5.58920E-12	8.97473E-13
636.4705882	6.72114E-12	1.33295E-12
638.4228941	6.71996E-12	1.33294E-12
647.8431373	7.03790E-12	9.08146E-13
649.796131	7.03672E-12	9.08142E-13
659.2156863	6.72114E-12	1.43130E-12
661.1727568	6.71996E-12	1.43128E-12
670.5882353	5.90804E-12	9.93946E-13
672.5459937	5.90684E-12	9.93935E-13
681.9607843	6.59847E-12	1.05932E-12
683.9226195	6.59728E-12	1.05931E-12
693.3333333	6.59847E-12	9.04132E-13
695.2958564	6.59728E-12	9.04127E-13
705.0980392	6.12976E-12	9.36459E-13
707.0655977	6.12856E-12	9.36450E-13
723.0196078	5.59040E-12	1.52354E-13
723.0494118	5.59040E-12	1.52354E-13
727.8431373	5.38819E-12	7.38298E-13
729.8154604	5.38699E-12	7.38291E-13
769.8039216	6.59847E-12	1.11010E-12
771.7839246	6.59728E-12	1.11009E-12
781.5686275	6.35980E-12	1.40024E-12
783.5502769	6.35860E-12	1.40021E-12
793.4357751	5.58920E-12	1.52355E-13
794.9269027	5.53795E-12	1.05743E-12
804.7058824	7.10302E-12	6.84380E-13
806.6932551	7.10183E-12	6.84379E-13
816.0784314	6.84610E-12	9.92228E-13
818.0698809	6.84491E-12	9.92221E-13
851.9760892	5.82042E-12	4.33417E-13
860	4.92307E-12	4.46645E-13
862.9223214	4.95836E-12	3.94534E-13
868.2352941	6.47803E-12	1.99633E-12
900.3529412	4.57269E-12	5.75874E-13
907.6470588	4.73634E-12	6.48981E-13
909.2692784	4.73514E-12	6.48973E-13
923.5841034	6.47684E-12	1.99628E-12
942	4.34452E-12	3.44346E-13
964.9019608	4.69292E-12	4.52165E-13
966.5590787	4.69172E-12	4.52162E-13
984.7058824	4.19600E-12	3.28238E-13
1015.294118	3.98731E-12	2.97889E-13
1018.304595	4.01155E-12	2.50548E-13
1022.156863	4.01276E-12	3.53079E-13
1023.84549	4.01155E-12	3.53077E-13
1045.882353	3.89059E-12	2.30876E-13
1081.131901	3.59167E-12	4.63606E-13
1124.705882	3.60489E-12	2.15810E-13
1126.927059	3.83216E-12	1.72475E-13
1126.941176	3.83216E-12	1.72475E-13
1127.699139	3.62492E-12	1.63203E-13
1138.604704	3.67536E-12	3.11120E-13
1150.470588	3.52723E-12	1.62435E-13
1153.275366	3.83095E-12	1.72476E-13
1167.058824	3.20734E-12	1.75169E-13
1186.898824	3.39972E-12	1.82779E-13
1186.941176	3.39972E-12	1.82779E-13
1210.470588	3.12920E-12	1.72926E-13
1213.30003	3.39851E-12	1.82778E-13
1218.823529	3.81738E-12	2.17746E-13
1246.531765	3.52731E-12	1.58755E-13
1246.54902	3.52731E-12	1.58755E-13
1251.008614	3.72651E-12	3.59164E-13
1270.078431	3.24664E-12	1.49513E-13
1272.931578	3.52610E-12	1.58755E-13
1284.705882	3.17075E-12	1.69327E-13
1287.554795	3.18623E-12	1.15294E-13
1306.156863	3.36855E-12	1.81103E-13
1306.164706	3.36855E-12	1.81103E-13
1329.686275	3.10051E-12	1.71341E-13
1332.563127	3.36734E-12	1.81103E-13
1367.333333	3.12927E-12	1.68239E-13
1367.491765	3.12927E-12	1.68239E-13
1387.45098	3.10058E-12	5.21630E-13
1390.862745	2.88027E-12	1.59170E-13
1393.760359	3.12806E-12	1.68238E-13
1423.569355	2.60160E-12	4.57720E-13
1425.882353	2.72994E-12	1.57151E-13
1427.333333	3.21694E-12	2.00859E-13
1427.463529	3.21694E-12	2.00859E-13
1450.862745	2.96097E-12	1.90901E-13
1453.781634	3.21573E-12	2.00859E-13
1481.176471	2.76849E-12	1.52238E-13
1486.941176	3.07216E-12	1.65168E-13
1487.096471	3.07216E-12	1.65168E-13
1489.975368	3.09937E-12	5.21616E-13
1510.470588	2.82770E-12	1.56265E-13
1513.406404	3.07094E-12	1.65168E-13
1515.663429	2.37258E-12	8.58628E-14
1537.581176	2.57895E-12	1.55225E-12
1546.941176	2.77615E-12	1.73337E-13
1547.068235	2.77615E-12	1.73337E-13
