time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
285894.0	5.443665121128676e-14	1.052898181369651e-14	R	-13.271748565630324	5.456205041002499	21.07	0.21	manual
568634.0	5.4940347343341174e-14	4.554173692680927e-15	R	-13.267748565630322	5.754832823646594	21.06	0.09	manual
584927.0	5.851844907777326e-14	1.617049330992592e-14	r	-13.24075575100045	5.767101668688292	21.2	0.3	manual
309303.0	8.548529225468405e-14	3.936743192317496e-15	R	-13.075748565630322	5.49038413234436	20.58	0.05	manual
47540.0	2.856876066669815e-13	1.8418960682207062e-14	R	-12.551748565630325	4.677059177392161	19.27	0.07	manual
553835.0	8.470155838443496e-14	2.0283384751693935e-14	R	-13.079748565630323	5.743380397828045	20.59	0.26	manual
109382.0	2.42042372248483e-13	1.1146463164245453e-14	R	-12.623748565630322	5.038945859987814	19.45	0.05	manual
386523.0	6.136085476807589e-14	7.912161011011273e-15	R	-13.219748565630324	5.587175341658969	20.94	0.14	manual
60911.0	2.9328699609447657e-13	5.403484515551049e-14	r	-12.540755751000448	4.784695729544384	19.45	0.2	manual
218617.0	9.460005758931525e-14	9.584286025667562e-15	R	-13.031748565630322	5.339683930345284	20.47	0.11	manual
199670.0	1.458449516345013e-13	1.3432816460881614e-14	R	-12.843748565630325	5.30031281793437	20.0	0.1	manual
568634.0	5.150998231642783e-14	4.744244696887746e-15	R	-13.295748565630324	5.754832823646594	21.13	0.1	manual
43621.0	7.397525594635935e-13	1.032671312221092e-13	u	-12.14814384928665	4.639695617444053	19.02	0.12	manual
