time_sec	flux	flux_err	band_init	band_norm	source
793.2	5.269835186596311e-13	1.3705750195761074e-13	uvw2_swift	R	arXiv1306.4585
1196.4	4.718424746331806e-13	1.2702694429185264e-13	uvw2_swift	R	arXiv1306.4585
8010	6.75767082532926e-14	2.3760616751248614e-14	uvw2_swift	R	arXiv1306.4585
670.2	5.746174234329659e-13	1.8084819597725092e-13	uvm2_swift	R	arXiv1306.4585
19216.8	5.0047085396448876e-14	1.0262424175561047e-14	uvm2_swift	R	arXiv1306.4585
36239.4	3.0156351060712346e-14	8.662371594349416e-15	uvm2_swift	R	arXiv1306.4585
694.8	1.2473370093239458e-12	2.2069701851593692e-13	uvw1_swift	R	arXiv1306.4585
1098	4.285325432629012e-13	1.3466152300400124e-13	uvw1_swift	R	arXiv1306.4585
1270.2	6.426637566506379e-13	1.665839537946063e-13	uvw1_swift	R	arXiv1306.4585
1442.4	5.345444297827426e-13	1.5326057067323415e-13	uvw1_swift	R	arXiv1306.4585
1616.4	2.558490497774671e-13	1.1330712004092771e-13	uvw1_swift	R	arXiv1306.4585
1789.2	3.3418258057552163e-13	1.2649679201820167e-13	uvw1_swift	R	arXiv1306.4585
1962.6	2.1876800598788825e-13	1.0493190772621845e-13	uvw1_swift	R	arXiv1306.4585
2134.8	6.025371214638982e-13	1.5618278604131936e-13	uvw1_swift	R	arXiv1306.4585
5650.2	1.9408135175371185e-13	3.4339697580850666e-14	uvw1_swift	R	arXiv1306.4585
25078.2	3.9444259592863513e-14	1.203291382083358e-14	uvw1_swift	R	arXiv1306.4585
309	3.4234453574600015e-12	4.145011019002382e-13	u_swift	R	arXiv1306.4585
319.2	2.6209781496174727e-12	3.6515581648348164e-13	u_swift	R	arXiv1306.4585
328.8	2.719339307466237e-12	3.7885953580283884e-13	u_swift	R	arXiv1306.4585
339	2.769895599782155e-12	3.6061980188516867e-13	u_swift	R	arXiv1306.4585
349.2	2.4573295340642348e-12	3.42356220142911e-13	u_swift	R	arXiv1306.4585
358.8	2.480066924295801e-12	3.4552400324553736e-13	u_swift	R	arXiv1306.4585
369	1.74768597212592e-12	3.0744927794328614e-13	u_swift	R	arXiv1306.4585
379.2	2.241111170935989e-12	3.327119945277252e-13	u_swift	R	arXiv1306.4585
388.8	2.2205645402194162e-12	3.2966167262705817e-13	u_swift	R	arXiv1306.4585
399	1.7157871081795073e-12	3.0183769620380123e-13	u_swift	R	arXiv1306.4585
409.2	2.4124782153898193e-12	3.3610751490539987e-13	u_swift	R	arXiv1306.4585
418.8	1.5362553218481568e-12	2.84333836867125e-13	u_swift	R	arXiv1306.4585
429	1.7000566774194334e-12	2.9907043157156384e-13	u_swift	R	arXiv1306.4585
439.2	1.9162995621413816e-12	3.1955920003832965e-13	u_swift	R	arXiv1306.4585
448.8	1.3015576237891435e-12	2.647678202425616e-13	u_swift	R	arXiv1306.4585
459	1.74768597212592e-12	2.914414542508595e-13	u_swift	R	arXiv1306.4585
469.2	1.8300518744411415e-12	3.0517666683154547e-13	u_swift	R	arXiv1306.4585
478.8	2.062829817539277e-12	3.251122365071744e-13	u_swift	R	arXiv1306.4585
489	1.3628981448029063e-12	2.772459431811954e-13	u_swift	R	arXiv1306.4585
499.2	1.4806874668940405e-12	2.7404920437089897e-13	u_swift	R	arXiv1306.4585
508.8	1.5939085503691126e-12	2.8039707403642534e-13	u_swift	R	arXiv1306.4585
519	1.9162995621413816e-12	3.0201833964601454e-13	u_swift	R	arXiv1306.4585
529.2	1.0434301952267519e-12	2.4099020864088855e-13	u_swift	R	arXiv1306.4585
538.8	1.669027146073921e-12	2.9361178101348235e-13	u_swift	R	arXiv1306.4585
549	1.579295508943438e-12	2.9229981840823877e-13	u_swift	R	arXiv1306.4585
709.2	1.277801519876973e-12	3.5381648782436884e-13	u_swift	R	arXiv1306.4585
