T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
35.4	40.4	-9.	-9.	14.99	0.06	CR	ROTSE	rykoff09
42.5	47.5	-9.	-9.	15.	0.06	CR	ROTSE	rykoff09
49.6	54.6	-9.	-9.	15.15	0.07	CR	ROTSE	rykoff09
56.7	61.7	-9.	-9.	15.2	0.07	CR	ROTSE	rykoff09
63.8	68.8	-9.	-9.	15.35	0.08	CR	ROTSE	rykoff09
70.9	75.9	-9.	-9.	15.31	0.08	CR	ROTSE	rykoff09
78.	83.	-9.	-9.	15.44	0.09	CR	ROTSE	rykoff09
85.1	90.1	-9.	-9.	15.48	0.09	CR	ROTSE	rykoff09
92.3	97.3	-9.	-9.	15.37	0.08	CR	ROTSE	rykoff09
99.4	104.	-9.	-9.	15.53	0.09	CR	ROTSE	rykoff09
118.	138.	-9.	-9.	15.7	0.05	CR	ROTSE	rykoff09
155.	175.	-9.	-9.	15.9	0.06	CR	ROTSE	rykoff09
184.	204.	-9.	-9.	15.96	0.07	CR	ROTSE	rykoff09
213.	233.	-9.	-9.	15.92	0.06	CR	ROTSE	rykoff09
244.	264.	-9.	-9.	16.08	0.07	CR	ROTSE	rykoff09
273.	293.	-9.	-9.	16.21	0.08	CR	ROTSE	rykoff09
302.	322.	-9.	-9.	16.2	0.07	CR	ROTSE	rykoff09
331.	351.	-9.	-9.	16.48	0.1	CR	ROTSE	rykoff09
360.	380.	-9.	-9.	16.55	0.11	CR	ROTSE	rykoff09
390.	410.	-9.	-9.	16.5	0.1	CR	ROTSE	rykoff09
419.	479.	-9.	-9.	16.47	0.06	CR	ROTSE	rykoff09
488.	548.	-9.	-9.	16.75	0.07	CR	ROTSE	rykoff09
558.	618.	-9.	-9.	16.81	0.07	CR	ROTSE	rykoff09
627.	687.	-9.	-9.	16.99	0.09	CR	ROTSE	rykoff09
696.	756.	-9.	-9.	16.91	0.08	CR	ROTSE	rykoff09
765.	825.	-9.	-9.	17.06	0.1	CR	ROTSE	rykoff09
834.	894.	-9.	-9.	17.06	0.1	CR	ROTSE	rykoff09
903.	963.	-9.	-9.	17.37	0.14	CR	ROTSE	rykoff09
972.	1030.	-9.	-9.	17.59	0.16	CR	ROTSE	rykoff09
1040.	1100.	-9.	-9.	17.19	0.11	CR	ROTSE	rykoff09
1110.	1450.	-9.	-9.	17.41	0.07	CR	ROTSE	rykoff09
1460.	1790.	-9.	-9.	17.56	0.08	CR	ROTSE	rykoff09
1800.	2140.	-9.	-9.	17.86	0.1	CR	ROTSE	rykoff09
2150.	3180.	-9.	-9.	17.89	0.08	CR	ROTSE	rykoff09
3190.	4370.	-9.	-9.	18.29	0.14	CR	ROTSE	rykoff09
4380.	5400.	-9.	-9.	18.19	0.11	CR	ROTSE	rykoff09
5410.	7480.	-9.	-9.	18.31	0.11	CR	ROTSE	rykoff09
7490.	9560.	-9.	-9.	18.46	0.12	CR	ROTSE	rykoff09
9570.	12000.	-9.	-9.	18.57	0.13	CR	ROTSE	rykoff09
12100.	14500.	-9.	-9.	18.9	0.17	CR	ROTSE	rykoff09
2140.	2260.	-9.	-9.	18.19	0.05	RC	MDM	yost07
2290.	2410.	-9.	-9.	18.21	0.07	RC	MDM	yost07
2450.	2570.	-9.	-9.	18.33	0.06	RC	MDM	yost07
3000.	3300.	-9.	-9.	18.36	0.06	RC	MDM	yost07
3330.	3630.	-9.	-9.	18.55	0.07	RC	MDM	yost07
3670.	3970.	-9.	-9.	18.54	0.07	RC	MDM	yost07
4000.	4300.	-9.	-9.	18.49	0.08	RC	MDM	yost07
4340.	4640.	-9.	-9.	18.57	0.04	RC	MDM	yost07
4680.	4980.	-9.	-9.	18.75	0.05	RC	MDM	yost07
5010.	5310.	-9.	-9.	18.84	0.06	RC	MDM	yost07
5350.	5650.	-9.	-9.	18.86	0.07	RC	MDM	yost07
5690.	5990.	-9.	-9.	18.86	0.04	RC	MDM	yost07
6020.	6320.	-9.	-9.	18.93	0.04	RC	MDM	yost07
6360.	6660.	-9.	-9.	18.93	0.07	RC	MDM	yost07
6700.	7000.	-9.	-9.	18.87	0.07	RC	MDM	yost07
7030.	7330.	-9.	-9.	19.	0.09	RC	MDM	yost07
7370.	7670.	-9.	-9.	19.16	0.09	RC	MDM	yost07
7700.	8000.	-9.	-9.	19.02	0.09	RC	MDM	yost07
8380.	8680.	-9.	-9.	19.09	0.07	RC	MDM	yost07
8710.	9010.	-9.	-9.	19.19	0.08	RC	MDM	yost07
9050.	9350.	-9.	-9.	19.31	0.11	RC	MDM	yost07
10200.	10800.	-9.	-9.	19.16	0.09	RC	MDM	yost07
10900.	12800.	-9.	-9.	19.27	0.17	RC	MDM	yost07
89800.	90400.	-9.	-9.	21.19	0.08	RC	MDM	yost07
101000.	101000.	-9.	-9.	21.44	0.1	RC	MDM	yost07
264000.	266000.	-9.	-9.	22.48	0.11	RC	MDM	yost07
1.05e6	1.05e6	-9.	-9.	23.79	0.17	RC	MDM	yost07
2.02e7	2.02e7	-9.	-9.	23.7	0.16	RC	MDM	yost07
