Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
             37.9000               2.5000    3.0479430888984780e-03    1.6843556454791358e-04
             45.0000               2.5000    3.0199993782812715e-03    1.6689133798721565e-04
             52.1000               2.5000    2.6303094947580418e-03    1.6958232499445766e-04
             59.2000               2.5000    2.5119260647119791e-03    1.6194986297885110e-04
             66.3000               2.5000    2.1877961385218438e-03    1.6120278144294287e-04
             73.4000               2.5000    2.2699006629794600e-03    1.6725246654777177e-04
             80.5000               2.5000    2.0137560162982729e-03    1.6692640983146070e-04
             87.6000               2.5000    1.9409164939401399e-03    1.6088851851658723e-04
             94.8000               2.5000    2.1478643581513174e-03    1.5826049904726832e-04
            101.9000               2.5000    1.8535608605275943e-03    1.5364734225387677e-04
            127.7000              10.0000    1.5849181884451662e-03    7.2988181987757031e-05
            164.8000              10.0000    1.3182775256918291e-03    7.2850710395310105e-05
            194.4000              10.0000    1.2474031827757607e-03    8.0423057576370482e-05
            223.3000              10.0000    1.2942162488221809e-03    7.1521035058508609e-05
            253.6000              10.0000    1.1168808564524064e-03    7.2007971973056013e-05
            282.9000              10.0000    9.9084756476400422e-04    7.3008348727519778e-05
            312.0000              10.0000    1.0000157645373741e-03    6.4473400837173313e-05
            341.0000              10.0000    7.7269276307831924e-04    7.1167635557908647e-05
            370.1000              10.0000    7.2444737699282576e-04    7.3396478273513662e-05
            399.7000              10.0000    7.5858953053034280e-04    6.9868679799394473e-05
            449.2000              30.0000    7.7984240129439181e-04    4.3095684955158503e-05
            518.4000              30.0000    6.0256908059900236e-04    3.8849065428002575e-05
            587.5000              30.0000    5.7017325588327604e-04    3.6760429362036079e-05
            656.7000              30.0000    4.8306641200074302e-04    4.0042855843915493e-05
            725.8000              30.0000    5.2000418896271951e-04    3.8315325704618930e-05
            794.8000              30.0000    4.5290471427878869e-04    4.1714066946663722e-05
            863.9000              30.0000    4.5290471427878869e-04    4.1714066946663722e-05
            933.1000              30.0000    3.4041355061239169e-04    4.3894546620855510e-05
           1002.2000              30.0000    2.7797570356234995e-04    4.0964014698449349e-05
           1071.4000              30.0000    4.0179713943588289e-04    4.0707573733485635e-05
           1279.9000             168.7000    3.2810045993499060e-04    2.1153418994385244e-05
           1625.7500             168.2500    2.8576355386292755e-04    2.1055837382018578e-05
           1971.5500             168.2500    2.1677382282852886e-04    1.9965607494620356e-05
           2663.1000             514.2000    2.1086613425715036e-04    1.5537191402732819e-05
           3776.5000             590.0000    1.4588372159617618e-04    1.8810942770367380e-05
           4889.8500             514.0500    1.5995832012196407e-04    1.6205976776717274e-05
           6445.4500            1032.4500    1.4322104355783327e-04    1.4510260573290148e-05
           8522.1000            1034.2000    1.2474031399758718e-04    1.3786809397193069e-05
          10805.4500            1240.2500    1.1272151892569947e-04    1.3496646623714347e-05
          13294.9500            1239.9500    8.3177685265133124e-05    1.3023611849887377e-05
