Time	Flux	Flux_err	Band
31.9	1.2372210153706224e-10	3.2608729334965433e-12	R
39.0	1.0290756174321466e-10	2.712275968251947e-12	R
46.1	9.299236401130107e-11	2.3675166091252708e-12	R
53.2	8.17423818592676e-11	2.3740434626569557e-12	R
60.3	7.468739091137006e-11	2.2359064297389e-12	R
67.4	6.54707458222254e-11	2.1935407514774783e-12	R
74.5	6.281267488766222e-11	2.1603729504279295e-12	R
81.6	5.676064060532593e-11	2.0026770607539478e-12	R
88.8	4.984794835511523e-11	1.8914694743517185e-12	R
95.9	4.898321519990709e-11	1.5975165396037185e-12	R
121.4	3.770919733810574e-11	9.600481928161863e-13	R
158.9	3.1509919110798873e-11	8.869505634620368e-13	R
187.8	2.7800159542273245e-11	6.82806934318828e-13	R
217.0	2.6112429971557257e-11	8.050440239553673e-13	R
246.8	2.3080610299976402e-11	1.1804502727152448e-12	R
275.8	2.1030388146412602e-11	9.280169411678446e-13	R
305.3	2.0895236369331264e-11	8.852271700193208e-13	R
334.9	1.8986603816639437e-11	7.708441246127239e-13	R
363.9	1.7982384863042048e-11	1.2002468510213565e-12	R
393.5	1.7094141252179915e-11	7.543204892984868e-13	R
422.9	1.757305580971702e-11	9.906595772817695e-13	R
451.9	1.6175111694448624e-11	1.0796191397327492e-12	R
481.0	1.5095492554715875e-11	1.1238557258739716e-12	R
510.3	1.2046122860356569e-11	1.0498049190675708e-12	R
539.3	1.1935683342144315e-11	7.966555301371121e-13	R
568.2	1.1503958021943867e-11	8.662690459904221e-13	R
597.8	1.3257062028152963e-11	7.127372865832614e-13	R
626.8	1.2202457066518632e-11	5.492010367484696e-13	R
655.8	1.0825483148197093e-11	6.946004161665626e-13	R
684.9	9.710627352564337e-12	6.063120833847612e-13	R
713.9	9.542173048892443e-12	6.696468931918794e-13	R
743.1	1.0121556139921161e-11	9.752172608306663e-13	R
772.6	9.755449571895436e-12	9.39942700327665e-13	R
801.7	8.78308909644771e-12	6.837927766691623e-13	R
831.2	9.087559937651505e-12	6.843098577510259e-13	R
860.4	9.674917898941736e-12	6.706732115888895e-13	R
889.9	8.880701818739921e-12	5.391416205870094e-13	R
919.5	9.06248474021758e-12	1.169390496955487e-12	R
948.4	8.039837821286295e-12	9.072473623219852e-13	R
977.8	7.827936396921297e-12	6.160763821037337e-13	R
1006.9	7.332419239676701e-12	8.274194284147076e-13	R
1036.0	8.189309566114012e-12	8.56890326437294e-13	R
1065.0	7.400265279567928e-12	6.511431304927868e-13	R
1094.0	7.677985512143155e-12	7.397779448475323e-13	R
1124.0	7.2451484481631146e-12	6.314058530224284e-13	R
1153.0	6.749122149075141e-12	6.50281470975856e-13	R
1183.0	6.269707616762772e-12	6.040896284823822e-13	R
1212.0	7.1985875059127594e-12	8.12317321860898e-13	R
1241.0	6.212226591826049e-12	6.500177858947551e-13	R
1271.0	6.565189833444474e-12	6.325594955653777e-13	R
1300.0	6.3277205070747925e-12	7.140452167275022e-13	R
1329.0	6.042926170672234e-12	7.310579991047098e-13	R
1358.0	6.098840678099285e-12	6.381536242285936e-13	R
1388.0	5.7709496908668836e-12	6.981549690966626e-13	R
1417.0	5.6136752903473015e-12	6.791283079548719e-13	R
1446.0	5.4106231740374486e-12	6.545635739715431e-13	R
1476.0	4.029464076462396e-12	7.086291479740726e-13	R
1505.0	5.4106231740374486e-12	7.841794019555608e-13	R
1534.0	6.711927987673808e-12	5.282439843549414e-13	R
1564.0	4.93454698239243e-12	6.761387936395168e-13	R
1593.0	3.7432366837708325e-12	6.009392676736593e-13	R
1623.0	4.500360335252891e-12	8.925201771406199e-13	R
1652.0	4.712455783559224e-12	6.080783768011832e-13	R
1681.0	4.500360335252891e-12	9.583706812812813e-13	R
1710.0	3.955918068539878e-12	6.655287376779549e-13	R
1739.0	4.4182195019832534e-12	7.093010184086569e-13	R
1768.0	4.4182195019832534e-12	6.053908524460395e-13	R
1798.0	4.1043774067580325e-12	6.270363497733384e-13	R
1856.0	3.607840158112256e-12	4.943514978891852e-13	R
1963.0	4.4182195019832534e-12	7.433045874542915e-13	R
1993.0	4.258408188752913e-12	9.375732602645762e-13	R
2022.0	3.7089184835745965e-12	7.080477481274839e-13	R
2052.0	4.7560596000659055e-12	4.58248845474455e-13	R
2081.0	4.584028280628933e-12	6.643782869411299e-13	R
2168.5	3.898048948206381e-12	2.9020879009411023e-13	R
2314.5	3.1713727361073837e-12	4.34546097873671e-13	R
2460.5	3.142297416097173e-12	3.027620097620182e-13	R
2606.5	2.6868739224882464e-12	2.3641578119624064e-13	R
2752.5	2.405732239670006e-12	3.1042705173393357e-13	R
2899.0	2.4617689421581946e-12	2.0832225260607549e-13	R
3192.0	2.4960155595071357e-12	2.404924127558348e-13	R
3631.0	1.7427989447286944e-12	3.064919075733403e-13	R
4069.0	1.664360071141884e-12	2.280530339865299e-13	R
4507.0	1.490209364888061e-12	2.392382315280509e-13	R
5230.0	1.050140210746548e-12	1.0988166715726402e-13	R
6171.5	8.815506871567771e-13	1.7483083949885444e-13	R
7587.0	5.410623174037448e-13	1.562514855376152e-13	R
2214.0	4.337577907882848e-12	1.3367071724357294e-12	R
3538.0	2.076095314506602e-12	3.49274446544005e-13	R
89650.0	4.6264437720819064e-14	4.070769042725744e-15	R
