time_sec	flux	flux_err	band	logF	logT	mag	mag_err
52275.64	1.3069273134471979e-13	2.4074490796562196e-14	R	-12.883748565630324	4.718299358501033	20.1	0.2
-823923.36	1.0332748990506531e-13	1.3416674624623317e-14	r	-12.985784120631287		20.56	0.14
-823923.36	8.54356356111174e-14	2.415050527017286e-14	i	-13.068360945222128		20.59	0.28
29160.64	3.078347483241591e-13	1.0194368386691098e-13	g	-12.511682358664155	4.464797051381818	19.6	0.3
29160.64	2.2439169210561377e-13	6.208052253944777e-14	Rc	-12.648993226468818	4.464797051381818	19.5	0.3
29160.64	1.6567783714800622e-13	7.98715153336112e-14	Ic	-12.780735583602878	4.464797051381818	19.4	0.5
59699.64	8.170379553646063e-14	2.1643158733405403e-14	z	-13.087757767919818	4.775971712260276	20.49	0.15
59699.64	6.662528116124274e-14	9.48546528135486e-15	i	-13.176360945222127	4.775971712260276	20.86	0.09
59699.64	6.702176788453325e-14	4.440642518107826e-15	r	-13.173784120631288	4.775971712260276	21.03	0.07
59699.64	6.314189930908021e-14	1.204272364384958e-14	g	-13.199682358664154	4.775971712260276	21.32	0.06
59699.64	6.002267514615916e-14	2.6351851113729096e-14	u	-13.221684652441244	4.775971712260276	21.64	0.24
210648.64	1.622616468120651e-14	1.5148931768446123e-15	r	-13.789784120631287	5.323558659558751	22.57	0.1
-1667076.36	6.400529143177917e-14	2.552640446504159e-15	r	-13.193784120631285		21.08	0.04
319467.64	1.3646044196558102e-06	2.52087730907129e-07	Rc	-5.864993226468818	5.5044268735079145	2.54	0.2
53171.64	6.997512998713817e-14	1.0868488590160802e-14	I	-13.155056286107325	4.725680055686873	20.33	0.07
60332.64	6.412195773729052e-14	7.143133637537084e-15	Rc	-13.192993226468818	4.780552329333429	20.86	0.12
303952.64	1.3128523302957273e-14	2.0653650704208746e-15	r	-13.881784120631288	5.482805919829205	22.8	0.17
20276.64	1.0332748990506531e-13	1.3416674624623317e-14	r	-12.985784120631287	4.306995990584599	20.56	0.14
20276.64	8.54356356111174e-14	2.415050527017286e-14	i	-13.068360945222128	4.306995990584599	20.59	0.28
52275.64	9.643871930639494e-14	4.4411671492468414e-15	R	-13.015748565630323	4.718299358501033	20.43	0.05
52527.64	9.209826194300957e-14	4.241281700812694e-15	R	-13.035748565630323	4.720387888943192	20.48	0.05
52778.64	8.87669778859956e-14	4.087870400608512e-15	R	-13.051748565630323	4.722458195127966	20.52	0.05
53031.64	8.634783130167338e-14	3.976464583351956e-15	R	-13.063748565630323	4.7245350578546965	20.55	0.05
53282.64	8.246153871212785e-14	6.0759907130847035e-15	R	-13.083748565630323	4.726585734725082	20.6	0.08
53534.64	8.322454593553917e-14	6.898737558325344e-15	R	-13.079748565630323	4.728634886556701	20.59	0.09
53786.64	8.246153871212785e-14	6.835489552220291e-15	R	-13.083748565630323	4.730674415167947	20.6	0.09
