time_sec	flux	flux_err	band	source
299.68	9.368553688494802e-12	6.31116264577309e-13	u	manual
423.615829944611	4.074676669980767e-12	2.1368269936916598e-13	u	uvot
564.397598981857	4.933914476667917e-12	5.476024413345049e-13	b	uvot
628.68	5.228721404688423e-12	7.74815754647805e-13	v	manual
638.218929052353	5.16482711755283e-12	8.201451905285752e-13	v	uvot
712.338579058647	3.494219162259312e-12	4.3239925825093766e-13	u	uvot
738.348119020462	4.099557654833714e-12	5.016913025471284e-13	b	uvot
812.638388991356	3.922274708382829e-12	7.316748363386214e-13	v	uvot
1069.35818898678	3.261272365649582e-12	6.711000208241851e-13	v	uvot
1143.12424898148	1.8186189267763837e-12	3.110412879341019e-13	u	uvot
1167.75484895706	2.66637465535206e-12	4.1125024860159077e-13	b	uvot
1241.74722898006	1.7531231756364772e-12	5.386415082266306e-13	v	uvot
1315.10029900074	2.331891218491066e-12	3.50927504496134e-13	u	uvot
1339.89040899277	1.5913954303252523e-12	3.390939008586103e-13	b	uvot
1413.70631897449	1.4797957463040863e-12	5.20915324158593e-13	v	uvot
1488.79668903351	1.4286981226857069e-12	2.780568791071562e-13	u	uvot
1513.71408903599	1.523635302167932e-12	3.3360258526727044e-13	b	uvot
1584.58492898941	2.638737683403535e-12	7.937652643758258e-13	v	uvot
5252.73573994637	5.003795578144985e-13	7.059521537431064e-14	u	uvot
5458.01973998547	5.594378898812475e-13	8.678691326468254e-14	b	uvot
6073.21533000469	4.289100648551138e-13	1.2533801212453723e-13	v	uvot
6689.7403999567	3.5466302686629016e-13	5.528569042297641e-14	u	uvot
6894.80376005173	5.329658936741033e-13	8.115357050552623e-14	b	uvot
10937.6627099514	2.6315347836108174e-13	1.167737756057992e-13	v	uvot
11241.0238499641	4.880643143605326e-13	1.0986841872974757e-13	v	uvot
34880.8628100157	8.229425600224226e-14	3.342921915214679e-14	u	uvot
55463.0	5.468184010225755e-14	5.037914113417471e-15	r	manual
58557.0	5.995744539711333e-14	1.1045408784441108e-14	r	manual
