time_sec	flux	flux_err	band	source
6035.216	8.175671243311997e-13	3.463832886332934e-14	R	manual
6399.216	7.107607213815045e-13	5.957176831929038e-14	R	manual
6775.216	7.074950725038279e-13	5.343341751990102e-14	R	manual
9225.216	6.311366778408327e-13	2.3251934496609396e-13	R	manual
137349.216	4.614486921893162e-15	7.225169182753679e-16	R	manual
137781.216	6.793966787415564e-15	1.5643686646999724e-15	R	manual
151608.216	5.2151927418913884e-15	1.302286310152809e-15	Ks	manual
161973.216	1.5069677701276687e-14	2.3469805364838143e-15	I	manual
163787.216	3.3961983464604057e-15	7.134270632726142e-16	r'	manual
238008.216	1.4766254985942293e-15	5.982640345695808e-16	Ks	manual
244917.216	3.1341762800143193e-15	1.2990073646117703e-15	R	manual
1524501.216	5.75603491305917e-17	1.060300814845066e-17	R	manual
2086965.216	4.590671127028581e-17	1.2799645633748788e-17	V	manual
