time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
101526.0	3.0135818769449544e-13	4.4409783720770987e-14	R	-12.683748565630324	5.006577275850753	19.6	0.16	manual
38171.0	1.2017456332761619e-12	4.444029772402449e-14	r	-12.091727381369608	4.581733537701078	18.33	0.04	manual
27326.0	1.7341353664295985e-12	1.2777581580718594e-13	R	-11.923748565630325	4.43657606399906	17.7	0.08	manual
30229.0	1.581550251094226e-12	1.0196631289573555e-13	R	-11.963748565630324	4.48042378059941	17.8	0.07	manual
115459.0	2.6247200901705626e-13	1.9339652329307917e-14	R	-12.743748565630325	5.06242779171828	19.75	0.08	manual
122357.0	2.1469036419805665e-13	1.9785619498726378e-14	r	-12.83972738136961	5.087628820229788	20.2	0.1	manual
678341.0	1.1689947284554762e-14	1.1849417186910243e-15	r	-14.103727381369607	5.8314480673018405	23.36	0.11	manual
680069.0	1.0268905366344685e-14	1.0697128994743181e-15	i	-14.115948412108162	5.832552978587125	23.17	0.11	manual
42038.12	3.1000325220075093e-13	4.8382462474537646e-14	H	-12.54234115938912	4.623643285570225	17.04	0.1	manual
21649.0	2.2033474915117695e-12	1.0146790177281651e-13	R	-11.819748565630324	4.335437840434784	17.44	0.05	manual
28324.0	1.6868753633478403e-12	1.0875687383074227e-13	R	-11.935748565630323	4.452154585714663	17.73	0.07	manual
33504.0	1.3154762010385095e-12	1.696237698791838e-13	R	-12.043748565630324	4.5250966599987485	18.0	0.14	manual
39632.0	1.1997285542618546e-12	1.4364880840349752e-13	R	-12.083748565630325	4.598045989241761	18.1	0.13	manual
