275494.176	20.8	0.139	0.139	R
276145.632	20.815	0.142	0.142	R
276795.36	20.779	0.092	0.092	R
277445.088	20.852	0.088	0.088	R
278094.816	20.921	0.095	0.095	R
278744.544	20.899	0.097	0.097	R
279393.408	20.888	0.088	0.088	R
280044	20.839	0.079	0.079	R
280693.728	20.967	0.09	0.09	R
281342.592	20.946	0.078	0.078	R
281992.32	21.014	0.093	0.093	R
282641.184	20.929	0.075	0.075	R
283290.048	20.814	0.071	0.071	R
283939.776	20.732	0.066	0.066	R
284589.504	20.792	0.069	0.069	R
285239.232	20.864	0.076	0.076	R
17148.672	19.145	0.041	0.041	R
17798.4	19.121	0.033	0.033	R
18448.128	19.198	0.03	0.03	R
19097.856	19.163	0.062	0.062	R
23014.368	19.396	0.032	0.032	R
23664.096	19.512	0.223	0.223	R
