time_sec	flux	flux_err	band	logF	logT	mag	mag_err
11071.0	2.365930170647295e-13	8.724984146377233e-14	V	-12.625998077523002	4.044186850767364	19.8	0.4
11384.0	9.418937659635467e-14	3.4734787516383575e-14	v	-13.025998077523003	4.056294887076228	20.8	0.4
11698.0	1.4928010176971842e-13	5.5050928276299516e-14	v	-12.825998077523003	4.068111617027303	20.3	0.4
12012.0	1.3614507091413676e-13	5.020704330458999e-14	v	-12.865998077523003	4.0796153235269434	20.4	0.4
12324.0	1.2416578039857198e-13	4.578936770579772e-14	v	-12.905998077523002	4.090751689644903	20.5	0.4
12638.0	8.590173240805148e-14	3.167850271766622e-14	v	-13.065998077523002	4.101678351027969	20.9	0.4
12951.0	5.42003289664324e-14	1.9987783951847296e-14	v	-13.265998077523001	4.11230330337593	21.4	0.4
13264.0	5.42003289664324e-14	1.9987783951847296e-14	v	-13.265998077523001	4.122674513206198	21.4	0.4
13577.0	7.83433110755936e-14	2.8891137853077175e-14	v	-13.105998077523003	4.1328038180019995	21.0	0.4
13891.0	5.94294789354809e-14	2.1916169292421184e-14	v	-13.225998077523002	4.142733511313519	21.3	0.4
25963.0	1.6368237670853225e-12	1.5311285834502506e-13	v	-11.785998077523002	4.414354873342867	17.7	0.1
