time(s)	erg/cm2/s	err
12275.72735	1.49E-12	5.39E-14
12365.86188	1.54E-12	8.31E-14
12365.86188	1.46E-12	5.29E-14
12400.12197	1.59E-12	4.34E-14
12453.75426	1.86E-12	8.36E-14
12453.75426	1.41E-12	8.80E-14
12542.39641	1.74E-12	1.09E-13
12542.39641	1.53E-12	8.23E-14
12577.00807	1.57E-12	4.27E-14
12652.9148	1.36E-12	6.11E-14
12726.13812	1.62E-12	5.86E-14
12728.97937	1.56E-12	4.11E-14
12790.69767	1.85E-12	6.82E-14
12880.95067	1.54E-12	3.79E-14
13032.91839	1.61E-12	4.40E-14
13170.20269	1.65E-12	7.42E-14
13170.20269	1.65E-12	5.96E-14
13223.01345	1.51E-12	3.85E-14
13257.64664	1.63E-12	5.91E-14
13257.64664	1.59E-12	8.54E-14
13321.53901	1.55E-12	1.28E-14
13344.93991	1.60E-12	8.62E-14
13344.93991	1.49E-12	6.70E-14
13425.64305	1.47E-12	5.07E-14
13433.58206	2.15E-12	9.69E-14
13433.58206	1.49E-12	6.70E-14
13520.57758	1.76E-12	9.45E-14
13520.87534	1.69E-12	6.13E-14
13603.35785	1.48E-12	5.23E-14
13613.25202	1.86E-12	8.36E-14
13613.25202	1.53E-12	5.54E-14
13643.3435	1.42E-12	1.95E-14
13701.29507	1.79E-12	8.06E-14
13701.29507	1.40E-12	6.28E-14
13781.89776	6.45E-13	1.28E-13
13786.7448	8.28E-13	1.55E-13
13790.38206	1.87E-12	8.44E-14
13790.53274	1.69E-12	6.13E-14
13879.92108	1.62E-12	8.70E-14
13879.92108	1.44E-12	5.19E-14
13969.15874	1.76E-12	9.45E-14
13969.15874	1.68E-12	6.07E-14
14060.19013	1.59E-12	8.54E-14
14060.19013	1.45E-12	6.52E-14
14148.08251	1.65E-12	5.96E-14
14148.08251	1.35E-12	9.56E-14
14237.76861	1.89E-12	1.02E-13
14237.91928	1.63E-12	5.91E-14
14326.26009	1.81E-12	9.71E-14
14326.40717	1.48E-12	5.34E-14
14416.39462	1.57E-12	8.46E-14
14416.39462	1.32E-12	5.95E-14
14504.58475	1.38E-12	7.44E-14
14504.58475	1.32E-12	5.95E-14
14594.42152	1.49E-12	8.01E-14
14594.42152	1.46E-12	5.29E-14
14684.40538	1.57E-12	5.69E-14
14684.40538	1.48E-12	9.21E-14
14773.79372	1.73E-12	9.28E-14
14773.79372	1.44E-12	5.19E-14
14861.6861	1.57E-12	9.83E-14
14861.6861	1.41E-12	6.34E-14
14911.44395	1.50E-12	1.32E-13
14951.67354	1.60E-12	1.00E-13
14951.67354	1.50E-12	6.76E-14
15040.60987	1.57E-12	8.46E-14
15040.60987	1.44E-12	6.46E-14
15129.10135	1.42E-12	8.88E-14
15129.10135	1.24E-12	6.66E-14
15217.89058	1.41E-12	1.00E-13
15217.89058	1.40E-12	7.51E-14
15308.77489	1.30E-12	1.03E-13
15319.33632	1.41E-12	1.24E-13
15397.41345	1.36E-12	9.65E-14
15663.33274	1.32E-12	3.24E-14
15698.88789	1.41E-12	1.24E-13
15731.53363	1.42E-12	1.25E-13
15814.88789	1.24E-12	3.15E-14
15855.00628	1.32E-12	1.16E-13
15966.85561	1.27E-12	3.24E-14
16044.51827	1.05E-12	1.18E-13
16136.55605	1.37E-12	1.21E-13
16144.5704	1.18E-12	3.42E-14
16208.79641	1.18E-12	1.95E-14
16296.5417	1.18E-12	3.53E-14
16448.50942	1.01E-12	5.18E-14
16530.81614	1.22E-12	1.07E-13
16549.93722	1.06E-12	1.07E-14
16626.22422	1.06E-12	3.82E-14
16653.21256	1.21E-12	1.06E-13
16778.19193	1.05E-12	5.55E-14
16842.85714	1.38E-12	1.27E-13
16922.56502	1.20E-12	1.06E-13
16930.16323	1.01E-12	5.27E-14
17035.75247	1.11E-12	1.12E-14
17082.96323	1.10E-12	4.95E-14
17234.93094	1.05E-12	3.72E-14
17314.3139	1.32E-12	1.16E-13
17386.90224	1.04E-12	5.58E-14
17567.82422	8.81E-13	1.35E-13
17657.6574	1.30E-12	1.03E-13
17706.42152	1.25E-12	1.10E-13
18106.42152	1.22E-12	1.07E-13
18131.54081	1.32E-12	5.96E-14
18509.65022	1.15E-12	1.01E-13
18912.16143	1.04E-12	9.15E-14
19326.86996	1.08E-12	9.49E-14
19765.97309	1.07E-12	9.40E-14
20171.35426	1.08E-12	9.49E-14
20423.2864	7.65E-13	7.12E-14
20576.73543	1.02E-12	8.98E-14
20981.75785	9.66E-13	8.50E-14
24942.3208	5.08E-13	5.29E-14
26158.44664	8.49E-13	1.43E-13
28097.44933	9.37E-13	8.24E-14
28197.09776	9.39E-13	8.26E-14
28296.74978	8.89E-13	7.82E-14
30944.3186	3.91E-13	3.42E-14
30961.46368	6.36E-13	1.68E-14
30966.36213	6.45E-13	4.48E-14
37363.87444	4.03E-13	1.46E-14
37363.87444	3.95E-13	1.43E-14
37363.87444	3.82E-13	1.72E-14
38301.66457	3.92E-13	3.45E-14
38588.45515	4.48E-13	4.13E-14
38708.99013	4.00E-13	2.50E-14
38778.93453	3.78E-13	1.37E-14
38778.93453	3.60E-13	1.30E-14
38778.93453	3.30E-13	1.77E-14
38994.4828	2.63E-13	2.40E-14
38995.84718	4.57E-13	2.94E-14
39252.08969	4.22E-13	1.53E-14
39539.03654	4.83E-13	1.78E-14
40815.47265	3.83E-13	2.06E-14
40866.12735	3.59E-13	1.61E-14
40899.47265	3.44E-13	1.55E-14
40899.47265	3.20E-13	1.16E-14
40899.47265	3.03E-13	1.89E-14
40916.78206	3.64E-13	1.80E-14
40967.44036	3.53E-13	1.81E-14
41018.09507	3.43E-13	1.78E-14
41068.75336	3.30E-13	1.57E-14
41119.40807	3.69E-13	1.69E-14
41170.06278	3.33E-13	1.82E-14
41220.72108	3.71E-13	1.77E-14
41271.37578	3.52E-13	1.62E-14
41372.68879	3.92E-13	1.52E-14
41423.3435	3.97E-13	1.72E-14
41662.74798	3.54E-13	3.11E-14
41662.74798	3.03E-13	2.67E-14
41722.71211	3.45E-13	1.86E-14
41773.3704	3.28E-13	1.45E-14
41824.02511	3.35E-13	1.62E-14
41874.67982	3.97E-13	1.65E-14
41925.33812	3.30E-13	1.57E-14
41975.99283	3.54E-13	1.69E-14
42077.30583	3.54E-13	1.56E-14
42153.28789	3.98E-13	2.66E-14
42203.94619	3.85E-13	1.80E-14
42254.6009	3.39E-13	1.59E-14
42303.57143	3.16E-13	2.91E-14
42303.57143	3.94E-13	6.93E-14
42303.57143	2.82E-13	6.36E-14
42667.73812	3.58E-13	1.49E-14
42718.39641	3.96E-13	1.68E-14
42769.05112	3.70E-13	1.73E-14
42819.70583	3.68E-13	2.04E-14
42921.01883	3.90E-13	1.48E-14
42971.67354	3.87E-13	1.67E-14
43047.65919	4.20E-13	2.00E-14
43123.64484	3.67E-13	1.68E-14
43354.08789	3.54E-13	1.50E-14
43404.7426	3.67E-13	1.72E-14
43455.39731	3.14E-13	1.77E-14
43506.05561	3.40E-13	1.86E-14
43556.71031	3.56E-13	1.60E-14
43632.69596	3.38E-13	1.76E-14
43649.21256	3.61E-13	3.18E-14
43683.35067	3.36E-13	1.63E-14
43759.33632	3.52E-13	1.74E-14
43840.1381	2.47E-13	2.53E-14
43911.30404	3.45E-13	1.82E-14
43936.87708	4.13E-13	3.80E-14
43961.95874	3.17E-13	1.71E-14
44197.29507	3.01E-13	3.88E-14
44336.06816	3.17E-13	1.62E-14
44386.72287	3.78E-13	1.60E-14
44437.37758	3.62E-13	1.44E-14
44576.46637	3.14E-13	1.25E-14
46571.30045	3.23E-13	5.89E-15
49672.7713	3.06E-13	8.14E-15
49681.02159	2.73E-13	7.53E-15
49681.02159	3.37E-13	4.03E-14
49817.26637	2.83E-13	1.02E-14
49825.53987	2.53E-13	9.33E-15
49825.53987	3.16E-13	4.36E-14
51108.99731	2.74E-13	7.46E-15
51117.48339	2.44E-13	6.75E-15
51117.48339	3.05E-13	3.65E-14
51253.49238	2.53E-13	7.82E-15
51262.00166	2.27E-13	6.27E-15
51262.00166	2.80E-13	3.61E-14
51397.98744	2.80E-13	9.16E-15
51406.51993	2.51E-13	9.25E-15
51542.47892	3.00E-13	1.03E-14
51551.03821	2.68E-13	9.86E-15
52373.09417	2.89E-13	1.30E-14
52630.98007	2.58E-13	1.19E-14
57444.2317	1.67E-13	1.65E-14
70562.7428	1.16E-13	1.13E-14
76006.57578	1.46E-13	7.86E-15
76006.57578	1.28E-13	9.11E-15
81644.4682	9.47E-14	1.25E-14
82664.28341	1.31E-13	9.30E-15
86733.12646	1.25E-13	1.31E-14
86748.62957	1.12E-13	1.23E-14
87484.67085	1.09E-13	1.49E-14
87498.54651	9.72E-14	1.43E-14
87654.67623	1.24E-13	2.82E-15
87973.16951	1.03E-13	3.80E-15
88498.23857	1.32E-13	9.38E-15
102090.9991	1.12E-13	8.55E-15
102418.1894	1.02E-13	2.50E-14
104032.5219	5.81E-14	7.18E-15
113107.0278	8.96E-14	1.51E-14
113107.0278	8.11E-14	1.36E-14
118746.9684	7.72E-14	4.98E-15
119878.8018	7.39E-14	1.52E-14
125401.2126	5.88E-14	3.16E-15
127344.186	6.60E-14	2.43E-15
137832.1429	5.78E-14	1.17E-14
137852.5668	6.28E-14	4.35E-15
157746.8628	5.12E-14	8.61E-15
157820.6811	3.80E-14	1.75E-15
158744.6013	3.76E-14	9.01E-15
158962.9568	3.56E-14	4.26E-15
159142.0135	3.10E-14	5.02E-15
163593.397	3.90E-14	3.60E-15
175979.2323	4.57E-14	4.37E-15
175983.3887	3.32E-14	7.31E-15
195923.7202	2.74E-14	1.45E-15
225907.5193	2.05E-14	1.19E-15
227296.104	2.07E-14	2.59E-15
227653.7614	2.58E-14	2.91E-15
269109.1085	2.16E-14	1.90E-15
298845.4744	1.58E-14	9.58E-16
331459.8314	8.80E-15	1.23E-15
374304.7908	5.52E-15	2.11E-15
455033.2888	3.08E-15	2.07E-15
574698.0682	2.31E-15	1.68E-15
