time(s)	erg/cm2/s	err
46.90224215	4.54E-13	3.82E-13
63.37219731	8.65E-13	4.51E-13
69.9343	9.22E-14	6.59E-14
84.4792	2.63E-13	6.90E-14
86.75874439	2.71E-13	4.35E-14
86.84484305	2.45E-13	3.16E-14
87.94977578	7.26E-13	3.79E-13
101.1019	4.78E-13	9.00E-14
121.4518	3.56E-13	8.21E-14
141.4565022	6.56E-13	3.12E-13
148.0354	7.61E-13	1.22E-13
170.8304933	1.07E-12	9.41E-14
170.9309417	9.94E-13	7.06E-14
176.3479821	1.68E-12	3.45E-13
179.203	1.53E-12	1.73E-13
212.2654709	1.54E-12	1.36E-13
212.2654709	1.45E-12	2.44E-13
214.4437	8.43E-13	1.21E-13
219.4977578	6.93E-13	2.56E-13
247.0170404	6.61E-13	1.69E-13
247.0816143	3.99E-13	1.10E-13
249.0713	8.36E-13	1.57E-13
270.9058296	4.89E-13	2.32E-13
332.3264574	6.04E-13	2.56E-13
406.658296	1.13E-12	2.73E-13
428.986711	1.38E-12	1.27E-13
428.986711	1.42E-12	3.78E-13
428.986711	8.03E-13	3.76E-13
487.6591928	1.08E-12	2.60E-13
651.6950673	1.29E-12	3.10E-13
984.9399103	1.26E-12	1.11E-13
1024.484305	9.75E-13	8.58E-14
1024.484305	8.36E-13	7.35E-14
1071.095964	1.24E-12	6.66E-14
1157.542601	1.12E-12	6.02E-14
1199.335548	8.03E-13	1.72E-13
1199.335548	8.70E-13	8.01E-14
1199.335548	1.25E-12	2.10E-13
1369.295067	1.03E-12	6.43E-14
1455.426009	1.08E-12	6.74E-14
1541.399103	1.06E-12	6.61E-14
1627.820628	1.18E-12	6.36E-14
1628.767713	7.12E-13	1.25E-13
1713.829596	7.95E-13	1.64E-13
1713.912108	6.93E-13	1.77E-13
1713.940807	1.02E-12	6.37E-14
1759.8266	6.84E-13	6.67E-14
1794.73722	6.95E-13	6.12E-14
1794.73722	5.61E-13	4.94E-14
1799.056502	6.76E-13	9.26E-14
1799.121076	6.05E-13	8.29E-14
1799.612556	1.17E-12	7.32E-14
1884.15426	5.88E-13	5.17E-14
1884.197309	6.39E-13	5.62E-14
1886.626009	8.57E-13	6.82E-14
1964.285714	5.01E-13	4.61E-14
1964.285714	6.64E-13	1.44E-13
1964.285714	7.35E-13	1.26E-13
1972.739013	6.44E-13	6.74E-14
2054.798206	5.81E-13	3.63E-14
2054.87713	6.15E-13	3.84E-14
2058.704933	6.04E-13	7.31E-14
2139.899552	6.18E-13	2.02E-13
2143.1519	7.21E-13	6.59E-14
2146.758744	1.01E-12	7.18E-14
2233.76861	1.02E-12	7.25E-14
2310.249327	6.09E-13	1.47E-13
2319.429596	1.03E-12	7.32E-14
2395.86009	3.32E-13	6.35E-14
2405.241256	1.07E-12	7.59E-14
2480.803587	5.07E-13	5.31E-14
2492.247534	9.06E-13	7.20E-14
2510.7341	5.70E-13	6.12E-14
2570.812556	6.15E-13	5.41E-14
2570.812556	4.81E-13	8.09E-14
2584.333632	1.14E-12	8.10E-14
2635.655605	7.12E-13	1.72E-13
2672.832287	9.22E-13	8.12E-14
2725.083056	4.54E-13	1.25E-13
2725.083056	5.49E-13	5.06E-14
2725.083056	7.35E-13	1.26E-13
2885.858296	7.26E-13	6.99E-14
2971.66278	6.09E-13	7.37E-14
3057.617937	5.56E-13	7.62E-14
3145.668161	3.38E-13	7.92E-14
3233.115695	5.87E-13	8.05E-14
3315.146188	5.61E-13	4.94E-14
3315.146188	4.81E-13	8.09E-14
3321.761435	7.81E-13	8.18E-14
3409.363229	8.65E-13	9.05E-14
3475.083056	5.01E-13	4.61E-14
3475.083056	4.54E-13	1.25E-13
3475.083056	6.15E-13	1.06E-13
4064.620628	5.27E-13	8.87E-14
4064.620628	4.67E-13	7.85E-14
4176.817937	3.49E-13	8.92E-14
4177.022422	4.78E-13	1.22E-13
4230.481728	4.99E-13	1.37E-13
4230.481728	4.16E-13	7.67E-14
4230.481728	5.15E-13	1.20E-13
4373.8796	3.66E-13	3.92E-14
4716.591928	1.22E-13	6.55E-14
4805.833184	4.14E-13	7.90E-14
4826.21704	6.15E-13	5.41E-14
4826.21704	5.78E-13	5.09E-14
4893.879821	3.26E-13	7.87E-14
4902.726457	3.88E-13	6.82E-14
4908.5799	4.85E-13	8.25E-14
4982.521973	3.00E-13	1.18E-13
4991.694352	5.49E-13	5.06E-14
4991.694352	5.49E-13	1.20E-13
4991.694352	6.72E-13	1.16E-13
5071.910314	5.98E-13	1.36E-13
5161.6	8.41E-13	1.42E-13
5249.793722	5.87E-13	1.38E-13
5338.733632	1.02E-12	1.40E-13
5428.121973	7.46E-13	1.08E-13
5516.764126	1.07E-12	9.40E-14
5587.01704	1.00E-12	8.84E-14
5587.01704	8.89E-13	7.82E-14
5587.01704	8.17E-13	7.19E-14
5745.847176	9.72E-13	2.07E-13
5745.847176	7.94E-13	7.31E-14
5745.847176	7.35E-13	1.26E-13
6173.90852	1.28E-12	5.74E-14
6185.388341	8.26E-13	2.80E-13
6237.541528	1.46E-12	6.71E-14
6332.010762	1.29E-12	1.14E-13
6332.010762	1.29E-12	1.13E-13
6332.010762	1.10E-12	9.70E-14
6398.134529	1.15E-12	5.19E-14
6497.093023	1.15E-12	1.06E-13
6497.093023	1.07E-12	2.26E-13
6497.093023	1.15E-12	1.93E-13
6551.070852	1.34E-12	5.19E-14
6567.756054	1.12E-12	1.71E-13
6567.756054	1.06E-12	1.53E-13
6578.834081	6.82E-13	4.84E-14
6596.096346	1.54E-12	4.26E-14
6658.339013	1.33E-12	1.28E-13
6658.339013	1.22E-12	7.59E-14
6733.226906	1.17E-12	5.97E-14
6745.635874	1.27E-12	1.12E-13
6745.786547	1.32E-12	7.10E-14
6831.738117	1.48E-12	1.05E-13
6831.738117	1.19E-12	6.42E-14
6885.201794	1.41E-12	1.31E-13
6917.388341	1.32E-12	5.95E-14
6917.388341	1.10E-12	9.67E-14
6931.9111	9.77E-13	8.38E-14
6956.821525	8.98E-13	4.04E-14
7003.935426	1.65E-12	1.03E-13
7003.935426	1.31E-12	5.89E-14
7089.287892	1.38E-12	6.23E-14
7089.287892	1.33E-12	1.06E-13
7097.610762	1.21E-12	1.06E-13
7097.610762	1.17E-12	1.03E-13
7174.791031	1.48E-12	9.21E-14
7174.791031	1.29E-12	6.91E-14
7256.229236	1.18E-12	2.48E-13
7256.229236	1.05E-12	9.64E-14
7256.229236	1.37E-12	2.28E-13
7259.992825	1.38E-12	6.23E-14
7260.143498	1.56E-12	9.74E-14
7345.793722	1.48E-12	6.64E-14
7345.793722	1.24E-12	8.80E-14
7431.146188	1.46E-12	6.58E-14
7431.146188	1.32E-12	8.25E-14
7517.546188	1.49E-12	9.30E-14
7517.546188	1.31E-12	5.89E-14
7605.287892	1.40E-12	8.72E-14
7605.287892	1.37E-12	6.17E-14
7693.930045	1.46E-12	7.86E-14
7694.080717	1.36E-12	4.91E-14
7781.226906	1.52E-12	8.15E-14
7781.226906	1.31E-12	5.89E-14
7865.506726	1.29E-12	1.14E-13
7865.506726	1.29E-12	1.13E-13
7865.506726	1.21E-12	1.06E-13
7867.325561	1.38E-12	7.44E-14
7867.325561	1.36E-12	4.91E-14
7953.424215	1.42E-12	7.65E-14
7953.424215	1.37E-12	4.96E-14
8008.731839	1.40E-12	1.58E-13
8024.086379	1.15E-12	1.06E-13
8024.086379	1.18E-12	2.48E-13
8024.086379	1.15E-12	1.93E-13
8040.121973	1.48E-12	7.93E-14
8040.121973	1.46E-12	5.29E-14
8094.084305	1.63E-12	8.78E-14
8125.625112	1.50E-12	5.44E-14
8125.625112	1.49E-12	8.01E-14
8179.139013	1.35E-12	8.40E-14
8211.723767	1.84E-12	8.28E-14
8211.723767	1.29E-12	5.78E-14
8264.190135	1.53E-12	8.23E-14
8299.020628	1.50E-12	8.08E-14
8299.020628	1.44E-12	5.19E-14
8304.44843	1.39E-12	7.96E-14
8349.244843	1.62E-12	8.70E-14
8387.659193	1.48E-12	7.93E-14
8434.295964	1.49E-12	8.01E-14
8475.404484	1.68E-12	7.55E-14
8482.166816	1.53E-12	7.04E-14
8519.946188	1.71E-12	7.69E-14
8561.054709	1.76E-12	7.91E-14
8561.653812	1.46E-12	5.29E-14
8605.000897	1.52E-12	8.15E-14
8647.304036	1.52E-12	8.15E-14
8647.304036	1.48E-12	5.34E-14
8690.202691	1.52E-12	8.15E-14
8735.196413	1.44E-12	8.96E-14
8735.196413	1.41E-12	5.10E-14
8775.106726	1.62E-12	8.70E-14
8811.852915	1.52E-12	4.81E-14
8821.44574	1.57E-12	8.46E-14
8821.44574	1.54E-12	5.59E-14
8860.459193	1.63E-12	7.35E-14
8910.38565	1.54E-12	8.31E-14
8910.532735	1.44E-12	5.19E-14
8938.080717	1.53E-12	4.87E-14
8946.109417	1.57E-12	7.08E-14
8979.497758	8.48E-13	8.88E-14
8997.381166	1.46E-12	9.13E-14
8997.381166	1.46E-12	5.29E-14
9027.949776	1.48E-12	6.14E-14
9031.612556	1.62E-12	7.28E-14
9086.321076	1.63E-12	5.91E-14
9086.321076	1.42E-12	8.88E-14
9120.552466	1.52E-12	6.83E-14
9173.765022	1.65E-12	8.86E-14
9173.765022	1.60E-12	5.80E-14
9205.904933	1.71E-12	7.69E-14
9213.373991	1.70E-12	7.64E-14
9242.026906	1.66E-12	5.56E-14
9259.565919	1.74E-12	6.30E-14
9259.565919	1.71E-12	9.19E-14
9277.408638	1.94E-12	8.93E-14
9293.495964	1.73E-12	6.24E-14
9332.5128	1.24E-12	1.07E-13
9345.366816	1.98E-12	8.92E-14
9345.366816	1.46E-12	5.29E-14
9355.967713	9.24E-13	5.77E-14
9369.083408	1.60E-12	5.64E-14
9380.344395	1.41E-12	7.58E-14
9387.770404	1.51E-12	5.45E-14
9431.01704	1.68E-12	6.07E-14
9431.01704	1.63E-12	8.78E-14
9466.740807	1.50E-12	6.76E-14
9516.667265	1.53E-12	5.54E-14
9516.667265	1.52E-12	8.15E-14
9552.093274	1.63E-12	7.35E-14
9571.713004	1.62E-12	5.27E-14
9604.412556	1.87E-12	8.44E-14
9605.607175	1.62E-12	5.85E-14
9637.596413	1.82E-12	6.60E-14
9691.558744	1.66E-12	8.94E-14
9691.70583	1.54E-12	5.59E-14
9703.465471	1.09E-12	5.86E-14
9725.639462	1.56E-12	7.02E-14
9778.10583	1.56E-12	8.38E-14
9778.10583	1.53E-12	5.54E-14
9811.139013	1.57E-12	7.08E-14
9812.455605	1.70E-12	3.87E-14
9870.633184	1.66E-12	8.94E-14
9870.780269	1.65E-12	5.96E-14
9896.642152	1.54E-12	6.95E-14
9900.70598	1.90E-12	3.51E-14
9958.07713	1.60E-12	8.62E-14
9958.07713	1.46E-12	5.29E-14
9982.141704	1.66E-12	7.49E-14
10047.16413	1.86E-12	8.36E-14
10047.16413	1.71E-12	6.18E-14
10068.5417	1.66E-12	6.02E-14
10137.15157	1.82E-12	8.21E-14
10137.15157	1.65E-12	5.96E-14
10156.43408	1.66E-12	6.02E-14
10226.23857	1.73E-12	9.28E-14
10226.23857	1.69E-12	6.13E-14
10243.58027	1.49E-12	6.70E-14
10314.57937	1.79E-12	8.06E-14
10314.73004	1.73E-12	6.24E-14
10328.92915	1.56E-12	7.02E-14
10371.58744	1.59E-12	8.84E-14
10404.56682	1.81E-12	9.71E-14
10404.56682	1.77E-12	6.42E-14
10415.17848	1.68E-12	6.07E-14
10492.90762	1.53E-12	5.54E-14
10492.90762	1.45E-12	7.79E-14
10500.97937	1.66E-12	7.49E-14
10580.8	1.60E-12	8.62E-14
10580.8	1.60E-12	5.80E-14
10586.33184	1.79E-12	6.48E-14
10668.84305	1.53E-12	8.23E-14
10671.83139	1.65E-12	7.42E-14
10713.6861	1.53E-12	7.15E-14
10757.4852	1.66E-12	8.94E-14
10757.78296	1.44E-12	7.72E-14
10834.08072	1.54E-12	1.36E-13
10843.43318	1.60E-12	7.21E-14
10846.12377	1.73E-12	6.24E-14
10846.12377	1.57E-12	8.46E-14
10929.53184	1.53E-12	8.23E-14
10934.01614	1.59E-12	8.54E-14
10934.01614	1.53E-12	5.54E-14
11017.87265	1.40E-12	7.51E-14
11023.40448	1.87E-12	8.44E-14
11023.40448	1.46E-12	5.29E-14
11103.52287	1.69E-12	1.06E-13
11111.89596	1.49E-12	8.01E-14
11112.04305	1.63E-12	5.91E-14
11144.68161	1.52E-12	1.08E-13
11200.53453	1.54E-12	8.31E-14
11200.6852	1.48E-12	5.34E-14
11289.32377	1.31E-12	5.89E-14
11289.32377	1.29E-12	9.13E-14
11369.20897	1.59E-12	1.40E-13
11377.81525	1.49E-12	6.70E-14
11377.81525	1.48E-12	7.93E-14
11417.71121	1.26E-12	1.52E-13
11420.93023	1.27E-12	1.42E-13
11466.4574	1.74E-12	1.09E-13
11466.4574	1.42E-12	8.88E-14
11476.83229	1.45E-12	2.44E-13
11528.57143	1.16E-12	2.29E-13
11555.09596	1.86E-12	9.99E-14
11555.09596	1.69E-12	6.13E-14
11601.30942	1.44E-12	4.71E-14
11645.08341	1.74E-12	9.36E-14
11645.08341	1.62E-12	5.85E-14
11734.76951	1.81E-12	9.71E-14
11734.76951	1.49E-12	8.01E-14
11752.1539	1.12E-12	1.01E-13
11754.113	1.42E-12	5.12E-14
11824.90404	1.52E-12	5.49E-14
11824.90404	1.36E-12	8.48E-14
11880.33722	1.36E-12	4.93E-14
11914.43946	1.74E-12	6.30E-14
11914.43946	1.63E-12	1.02E-13
12008.16143	1.73E-12	7.77E-14
12008.16143	1.65E-12	1.03E-13
12097.54978	1.87E-12	1.01E-13
12097.54978	1.69E-12	1.20E-13
12124.36233	1.10E-12	1.24E-13
12186.19193	1.65E-12	5.96E-14
12186.19193	1.36E-12	9.65E-14
12247.32197	1.54E-12	5.16E-14
12275.72735	1.52E-12	8.15E-14
