time_sec	mag	mag_err	band	source
40276.0	20.426253523528576	0.05	r	manual
105853.9	21.472890106141566	0.1	R	manual
189302.0	21.362890106141567	0.3	R	manual
20797.0	20.232890106141568	0.03	R	manual
21362.0	20.302890106141565	0.05	R	manual
21592.0	20.092890106141567	0.05	R	manual
28987.0	20.302890106141565	0.04	R	manual
10636.0	19.192890106141565	0.13	R	manual
279363.8	22.56289010614157	0.2	R	manual
273672.0	19.382890106141566	0.08	R	manual
1004.0	18.92290970951319	0.26	u	manual
20113.0	22.342890106141567	0.14	R	manual
