time_sec	mag	mag_err	band	source
101526.0	20.007078902691603	0.16	R	manual
38171.0	18.7588498352468	0.04	r	manual
27326.0	18.1070789026916	0.08	R	manual
30229.0	18.2070789026916	0.07	R	manual
115459.0	20.1570789026916	0.08	R	manual
122357.0	20.6288498352468	0.1	r	manual
678341.0	23.7888498352468	0.11	r	manual
680069.0	23.48868140929937	0.11	i	manual
42038.12	17.124268523424863	0.1	H	manual
21649.0	17.847078902691603	0.05	R	manual
28324.0	18.1370789026916	0.07	R	manual
33504.0	18.4070789026916	0.14	R	manual
39632.0	18.507078902691603	0.13	R	manual
