Time	Mag	MagErr	Band		GCN
222	>19.6	?	White_swift	22028
1374	20.98	0.03	r		22029
106.75	>13.5	?	V		22030
1741.82	20.9	0.1	Rc		22031
4170.53	21.5	0.1	Rc		22031
2148	21.12	0.14	R		22033
31644	22.91   0.12 	r		22037
31644 	22.76   0.11 	i		22037
31644 	>21.44  ?	Z		22037
31644 	21.72   0.35 	Y		22037
31644 	21.54   0.23 	J		22037
31644 	21.69   0.35 	H		22037
222.	>20.6	?	white(FC)_swift	22040
431.	>20.2	?	u(FC)_swift	22040
3899.5	>21.4	?	white_swift	22040
3638.	>19.4	?	v_swift		22040
4011.	>20.8	?	b_swift		22040
3780.	>20.2	?	u_swift		22040
3868.	>20.7	?	w1_swift	22040
6745.	>20.3	?	m2_swift	22040
3725.5	>20.3	?	w2_swift	22040
98	>17.5	?	R		22041
196	18.7	0.35	R		22041
397.5	>18.9	?	R		22041
115506	23.25   0.14  	r		22042
115506  23.01   0.11	i		22042
115506  >21.75	?	Z		22042
115506  >22.05  ?	Y		22042
