time_sec	mag	mag_err	band
89.89	13.566780595478987	0.06135972314768256	V
104.89	13.751780595478989	0.0427833023045525	V
124.89	13.992780595478987	0.04099304515941076	V
144.89	14.185780595478988	0.040105402265732996	V
169.89	14.386780595478987	0.034497894922183726	V
204.89	14.641780595478986	0.03160182861928554	V
229.76	14.778780595478986	0.05567488082067993	V
327.71	15.410780595478986	0.050549154075368134	V
392.71	15.647780595478986	0.051479735800329156	V
472.71	15.867780595478987	0.0505491540753681	V
557.44	16.193780595478987	0.04869636167751472	V
686.6	16.528780595478988	0.07960979475899607	V
810.15	16.66678059547899	0.07237163619149724	V
950.53	16.839780595478985	0.04099304515941079	V
1152.29	17.247780595478986	0.08928849273280606	V
1412.16	17.40778059547899	0.0829810909084531	V
1672.25	17.911780595478987	0.1667135065100946	V
5493.44	18.557780595478988	0.059457724666225766	V
6724.01	18.644780595478988	0.0902666646242187	V
12085.66	19.05878059547899	0.09900530254544535	V
18118.65	19.327780595478988	0.08733385241201998	V
29938.58	19.693780595478987	0.40534209746409905	V
40741.96	19.684780595478987	0.1905091418494838	V
55109.09	20.116780595478986	0.22364549888498675	V
70288.56	20.307780595478985	0.12388736245966354	V
84933.43	20.423780595478984	0.21208651041259158	V
121922.68	20.901780595478986	0.18951378914190237	V
152592.91	20.96978059547898	0.2642857711464635	V
182424.04	20.874780595478985	0.3554219489305113	V
235382.68	22.660780595478982	14.265999511575895	V
287179.07	22.236780595478983	0.338020315996347	V
359434.5	22.190780595478984	0.31616150832298257	V
474442.42	22.428780595478983	0.1847084866736352	V
638716.06	22.708780595478984	0.35642060149434096	V
789975.92	22.969780595478984	0.26153393446873185	V
1014953.34	23.144780595478984	0.3171598388542329	V
1267511.99	23.268780595478983	0.3684068383260332	V
2286340.74	22.780780595478983	301.7577315484482	V
