time_sec	mag	mag_err	band
570221.9	14.99055159532227	0.0052300013327311375	R
566350.3	15.042931564529873	0.005249997814876207	R
594011.3	15.222412245712196	0.005309999656704636	R
596038.2	15.201182209964907	0.005299999314267865	R
612502.6	14.938352178237292	0.005210000520630281	R
620904.9	14.844841665797748	0.0051799986139404	R
699518.6	14.107771928597732	0.004920001508195657	R
766901.1	13.729132235386652	0.004790000095664787	R
769518.1	13.70999197263799	0.00477999952205861	R
807102.1	13.548371712695502	0.004730001072257159	R
881839.0	13.360672033778009	0.004660000215574799	R
900046.1	13.323441594656797	0.00464999948767665	R
966784.1	13.249301813719129	0.004620000458005516	R
986745.0	13.212381375302531	0.004609999782516288	R
1014003.0	13.212381375302531	0.004609999782516288	R
1034939.0	13.18477268034043	0.004600000698319384	R
1107899.0	13.138862851456581	0.004579999317238241	R
1222921.0	13.120552185500895	0.004579999451850547	R
1340722.0	13.12970265617765	0.0045799990436261075	R
1459890.0	13.1480322227464	0.004589999234912917	R
1469870.0	13.157201744193454	0.00458999974220266	R
1536418.0	13.175572017223269	0.004599999657152524	R
1605978.0	13.203172499156924	0.004599999846485059	R
1678688.0	13.23083152311333	0.004610000168510365	R
1701716.0	13.267801945971991	0.004630000147507422	R
1766684.0	13.295591940604073	0.004640000244946512	R
1790919.0	13.295591940604073	0.004640000244946512	R
1846670.0	13.332742485461885	0.004650000053876337	R
1852971.0	13.30487238806825	0.004639999911253635	R
1930278.0	13.35135222523357	0.004660000941894416	R
2416858.0	13.671791574863654	0.004770000342198032	R
2924758.0	13.815601965596771	0.00482000051893745	R
3078073.0	13.873541320522673	0.004840000161819422	R
3217431.0	13.902612681114853	0.0048499992512263815	R
3363099.0	13.960921792290593	0.004870002177621877	R
3699636.0	14.06846136697946	0.004909998664651479	R
3880330.0	14.097941828175816	0.004919999325481149	R
