time_sec	flux	flux_err	band	source
31968	6.808893715496437e-13	6.371967605792601e-15	r	Li_Liang
33696	6.502443017307039e-13	6.0851818219006875e-15	r	Li_Liang
35424	6.152853222639421e-13	5.758025173550019e-15	r	Li_Liang
37152	5.715793826622642e-13	5.349011840460688e-15	r	Li_Liang
38880	5.560022576528685e-13	5.203236417758243e-15	r	Li_Liang
41472	5.261099979944224e-13	4.923495657854677e-15	r	Li_Liang
43200	5.117720399503786e-13	4.789316732456074e-15	r	Li_Liang
127008	1.7745022528206184e-13	1.6606325996314328e-15	r	Li_Liang
206496	1.0594404610564216e-13	2.9326045935444163e-15	r	Li_Liang
294624	7.889991857984198e-14	7.383691775746444e-16	r	Li_Liang
379296	6.040550995030145e-14	5.65292936999003e-16	r	Li_Liang
464832	4.842577223490285e-14	8.956397365947156e-16	r	Li_Liang
552096	4.179040259777052e-14	7.729178792088993e-16	r	Li_Liang
637632	3.776387531411839e-14	6.984468347776784e-16	r	Li_Liang
723168	3.319529672390412e-14	1.2241970616702213e-15	r	Li_Liang
809568	3.2589414276630827e-14	6.027446351688779e-16	r	Li_Liang
895104	3.055459665373703e-14	8.457724033995911e-16	r	Li_Liang
980640	2.7866123340355915e-14	5.153868739027306e-16	r	Li_Liang
1.07E+06	2.6126218524228178e-14	7.231918288234643e-16	r	Li_Liang
1.15E+06	2.2754985077838896e-14	6.298737514589897e-16	r	Li_Liang
1.25E+06	2.113861626899128e-14	5.851315430203789e-16	r	Li_Liang
1.33E+06	1.710316773754633e-14	7.881400003620192e-16	r	Li_Liang
1.41E+06	1.574260341964719e-14	7.254431258147656e-16	r	Li_Liang
1.67E+06	1.2504794384292798e-14	8.064802835199318e-16	r	Li_Liang
1.76E+06	1.0024819345060932e-14	1.0157878990979276e-15	r	Li_Liang
1.85E+06	1.2164004021222591e-14	1.4565895760874463e-15	r	Li_Liang
1.93E+06	1.0117577856400156e-14	1.1183617746945761e-15	r	Li_Liang
2.02E+06	9.841845771160539e-15	9.972476804839841e-16	r	Li_Liang
2.11E+06	9.312720205102903e-15	1.3724599747180596e-15	r	Li_Liang
2.19E+06	9.751615186773627e-15	1.1677159105084596e-15	r	Li_Liang
2.28E+06	8.261835718384405e-15	8.371495244155847e-16	r	Li_Liang
3.40E+06	3.0837314855692935e-15	6.53270978635632e-16	r	Li_Liang
3.49E+06	4.416482918241176e-15	6.915530324987989e-16	r	Li_Liang
3.58E+06	3.4441063622561104e-15	6.978939701449526e-16	r	Li_Liang
3.74E+06	2.4950344991413835e-15	4.135609522131891e-18	r	Li_Liang
3.83E+06	3.3502449022772104e-15	6.788744219491861e-16	r	Li_Liang
4.57E+06	5.165074083332735e-15	8.561296274219204e-18	r	Li_Liang
