time_sec	flux	flux_err	band	source
0	1.0512505879617856e-12	9.708134627596636e-15	r	29305
59273.9	3.355106046676969e-14	9.774568486495933e-16	r'	29307
55078.8	4.8194642338128034e-14	2.663334360238879e-15	R	29308
90078	1.7946593657921023e-14	3.53645900165765e-15	i	29309
70156.8	2.3692400669101828e-14	2.8335356821542035e-15	g	29310
71798.4	2.7397204517550366e-14	1.0405775128478254e-15	r	29310
73440	2.7163268702060375e-14	2.043906370773884e-15	i	29310
62115	3.8994087478148186e-14	4.668934636188669e-15	R	29312
86554	1.7644488316871777e-13	1.9475102793077387e-14	g	29316
86554	1.6661199004313814e-13	1.5386356482773955e-15	r	29316
84915	7.539712421534304e-15	2.347389786484701e-15	J	29327
84915	4.4555473246676475e-15	1.8974066709630035e-15	H	29327
157607	8.52332538895283e-15	1.2769953724015548e-15	g'	29330
174618	7.917882789925238e-15	9.773545497340968e-16	g'	29330
248067	5.631305239717933e-15	7.773220707762925e-16	g'	29330
814824	3.887820914388415e-15	3.590341758385834e-17	r	29364
