Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
    318.6      -9.0    -9.000    10.000 R  14.49   0.01  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    345.0      -9.0    -9.000    10.000 R  14.56   0.02  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    370.8      -9.0    -9.000    10.000 R  14.61   0.02  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    436.8      -9.0    -9.000    10.000 R  14.78   0.05  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    465.0      -9.0    -9.000    10.000 R  14.85   0.02  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    490.8      -9.0    -9.000    10.000 R  14.92   0.05  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    723.0      -9.0    -9.000    30.000 R  15.38   0.05  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
    952.8      -9.0    -9.000    30.000 R  15.73   0.03  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   1251.0      -9.0    -9.000    60.000 R  16.08   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   1569.0      -9.0    -9.000    60.000 R  16.39   0.07  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   1888.2      -9.0    -9.000    60.000 R  16.61   0.03  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   2202.0      -9.0    -9.000    60.000 R  16.81   0.03  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   2512.2      -9.0    -9.000    60.000 R  16.98   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   2821.8      -9.0    -9.000    60.000 R  17.17   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   3124.8      -9.0    -9.000    60.000 R  17.25   0.03  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   3444.0      -9.0    -9.000    60.000 R  17.54   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   4144.8      -9.0    -9.000    60.000 R  17.53   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   4351.8      -9.0    -9.000   120.000 R  17.68   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   4902.6      -9.0    -9.000   240.000 R  17.82   0.05  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   5890.8      -9.0    -9.000   360.000 R  18.05   0.04  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
   7360.8      -9.0    -9.000   480.000 R  18.36   0.06  -9.00  -9.00  -9.00 Liverpool melandri08 0 0
