time_sec	flux	flux_err	band_init	band_norm	source
2369	4.171925244836608e-13	1.4262104793697069e-13	v_swift	R	9954
3231	2.9671296120792707e-13	6.879251953332898e-14	v_swift	R	9954
2445	3.116468683595422e-13	9.106698392455019e-14	b_swift	R	9954
2706	4.5463489573305505e-13	1.451487890041999e-13	b_swift	R	9954
2420	2.3603770865657997e-13	6.088805529194572e-14	u_swift	R	9954
7560	1.6106425346531738e-13	7.417282980869086e-14	R	R	9956
9480	1.3396741085214907e-13	6.169427263503343e-14	R	R	9956
13176	1.7129827575843243e-13	1.688111796701585e-14	I	R	9960
98028	2.9768228557634186e-14	5.581906971963805e-15	I	R	9960
15156	1.4689234499313738e-13	1.3529284954245469e-14	R	R	9960
61700	2.7860478667011828e-14	2.3140262259985348e-15	r'	R	arXiv1206.1806
62380	2.89060382953162e-14	3.996373325756803e-15	r'	R	arXiv1206.1806
63036	2.7101203276433087e-14	1.2560682788749451e-15	r'	R	arXiv1206.1806
65325	2.8118268502159444e-14	1.8187985070652435e-15	r'	R	arXiv1206.1806
150945	8.570152968474645e-15	1.6582195921548095e-15	r'	R	arXiv1206.1806
61700	2.8739926625717074e-14	1.7976039457749643e-15	i'	R	arXiv1206.1806
150945	9.172456377879425e-15	1.8779171755625494e-15	i'	R	arXiv1206.1806
