time_sec	flux	flux_err	band_init	band_norm	source
168.9	2.2517466673319744e-12	2.4669495861988807e-13	H	R	Li_Liang
327	2.5241753927444123e-12	2.6307975134618685e-13	H	R	Li_Liang
394.4	2.887483615913563e-12	3.4988106860690046e-13	H	R	Li_Liang
542.592	1.4836092371629186e-12	3.5769841405050197e-13	H	R	Li_Liang
636.3	2.3665709470543705e-12	2.571680755150604e-13	H	R	Li_Liang
1545.3	1.1327120708767063e-12	1.1003934762253577e-13	H	R	Li_Liang
61557.408	3.015223634637796e-14	4.250373182226725e-15	H	R	Li_Liang
66599.712	3.4302006796236567e-14	2.125021673665366e-15	H	R	Li_Liang
205	2.2311025297983454e-12	2.4443324564458424e-13	H	R	arXiv0903.4476
362.65	2.5010336136434087e-12	2.606678216882477e-13	H	R	arXiv0903.4476
418.05	2.8610110070016335e-12	3.4667333968893466e-13	H	R	arXiv0903.4476
671.95	2.3448740941966032e-12	2.5481034442691763e-13	H	R	arXiv0903.4476
1631.15	1.1223273041902825e-12	1.0903050081956857e-13	H	R	arXiv0903.4476
473.4	2.0243398179877243e-12	4.886323300166191e-13	K	R	arXiv0903.4476
754.5	1.846219856544574e-12	3.585068889024924e-13	K	R	arXiv0903.4476
1183.35	1.5641680749952822e-12	2.7691084890098773e-13	K	R	arXiv0903.4476
65000	5.177129105444089e-15	1.9075368428778474e-15	i'	R	arXiv1108.0674
65000	9.106862054878725e-15	2.518818840409674e-15	z'	R	arXiv1108.0674
65000	1.4087013052172694e-14	2.2223908915509274e-15	J	R	arXiv1108.0674
65000	2.775361303242397e-14	2.9172240436281423e-15	H	R	arXiv1108.0674
65000	4.292262203885372e-14	3.392271986434947e-15	Ks	R	arXiv1108.0674
719.28	1.7712644962861206e-12	4.4528868047183974e-13	K	R	8501
62502	1.2693907515484708e-14	3.5074783245183234e-15	r'	R	8510
62502	2.7169959772132937e-14	3.756634487897157e-15	i'	R	8510
62502	3.3065017599450195e-14	4.586226961252567e-15	z'	R	8510
62502	3.053647601784339e-14	2.8736444537436075e-15	J	R	8510
62502	2.9875798981948105e-14	4.2114055266657724e-15	H	R	8510
62502	3.106586263640794e-14	5.835978465406887e-15	K	R	8510
66600	1.1248326682017244e-14	1.8675417734440342e-15	g'	R	8515
66600	1.598068274620865e-14	2.207868451471069e-15	r'	R	8515
66600	2.2598988200777156e-14	3.332622773044148e-15	i'	R	8515
66600	2.906489498932625e-14	4.031396766237898e-15	z'	R	8515
66600	2.8107286273474958e-14	1.8916558587935347e-15	J	R	8515
66600	3.3987524107640045e-14	2.105539357857141e-15	H	R	8515
66600	3.28309475729823e-14	3.2569904533262624e-15	K	R	8515
