Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           33.7            61.9            -9.0    -9.0000    -9.0000 CR   18.380 100.0000  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 1 USNOB1  0.000  0.000 0 nnn
           70.1            98.3            -9.0    -9.0000    -9.0000 CR   18.270   0.2900  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          106.0           133.6            -9.0    -9.0000    -9.0000 CR   18.390 100.0000  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 1 USNOB1  0.000  0.000 0 nnn
          141.2           168.8            -9.0    -9.0000    -9.0000 CR   17.540   0.1500  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          176.3           186.3            -9.0    -9.0000    -9.0000 CR   17.530   0.2000  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          194.1           204.1            -9.0    -9.0000    -9.0000 CR   17.670 100.0000  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 1 USNOB1  0.000  0.000 0 nnn
          214.8           244.8            -9.0    -9.0000    -9.0000 CR   15.437   0.0250  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          252.4           282.4            -9.0    -9.0000    -9.0000 CR   15.297   0.0240  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          290.0           320.0            -9.0    -9.0000    -9.0000 CR   15.870   0.0330  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          327.6           357.6            -9.0    -9.0000    -9.0000 CR   15.115   0.0220  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          365.2           395.2            -9.0    -9.0000    -9.0000 CR   14.972   0.0200  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          420.8           432.8            -9.0    -9.0000    -9.0000 CR   14.633   0.0190  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          440.4           470.4            -9.0    -9.0000    -9.0000 CR   14.779   0.0190  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          478.1           508.1            -9.0    -9.0000    -9.0000 CR   14.740   0.0200  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          515.7           545.7            -9.0    -9.0000    -9.0000 CR   14.718   0.0190  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          553.3           583.3            -9.0    -9.0000    -9.0000 CR   14.764   0.0190  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          594.2           624.2            -9.0    -9.0000    -9.0000 CR   14.901   0.0200  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          631.8           661.8            -9.0    -9.0000    -9.0000 CR   14.983   0.0200  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          669.4           699.4            -9.0    -9.0000    -9.0000 CR   15.038   0.0210  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
          707.0           737.0            -9.0    -9.0000    -9.0000 CR   15.060   0.0220  -9.0000  -9.0000  -9.0000 RAPTOR vestrand06 0 USNOB1  0.000  0.000 0 nnn
