time(s)	erg/cm2/s	err
12.63719811	8.69053E-13	0.00000E+00
22.9582538	9.61714E-13	2.25429E-13
32.91121255	8.61085E-13	0.00000E+00
34.58677069	1.24465E-12	2.09395E-13
42.69924475	1.88385E-12	2.43085E-13
50.15201262	1.90128E-12	3.19864E-13
55.04961408	1.67127E-12	0.00000E+00
63.45130716	1.30691E-11	2.97489E-13
65.27745041	1.23324E-11	4.46073E-13
73.87036269	1.48678E-11	3.25044E-13
84.28702797	8.77094E-12	2.62574E-13
90.73350486	1.32754E-11	2.42302E-13
94.69652253	1.75811E-11	3.52656E-13
105.1084073	2.00561E-11	3.66065E-13
115.3529754	2.48340E-11	2.39277E-12
118.0706781	2.74060E-11	4.75424E-13
125.922616	2.39577E-11	4.15605E-13
136.3560129	2.48340E-11	4.53271E-13
143.2948792	2.43807E-11	4.44998E-13
146.760727	2.53423E-11	4.39623E-13
157.1654411	2.42910E-11	4.21387E-13
168.4832268	2.14114E-11	3.90803E-13
173.1728774	2.08471E-11	1.91128E-13
178.8855507	1.98539E-11	3.62375E-13
189.2902648	1.88732E-11	3.61533E-13
196.9796664	1.81571E-11	2.19660E-12
199.6925886	1.84946E-11	3.70981E-13
214.6554901	1.74183E-11	3.41529E-13
224.6347415	1.67127E-11	4.55467E-13
225.5478131	1.70430E-11	3.01050E-13
236.2130633	1.69085E-11	2.98675E-13
246.5675824	1.60919E-11	3.15520E-13
252.5766454	1.49639E-11	1.37190E-13
257.3738568	1.55592E-11	3.35252E-13
268.6557889	1.48076E-11	3.47722E-13
278.5872355	1.46038E-11	2.57964E-13
281.3551332	1.31536E-11	2.31322E-12
289.8404847	1.35990E-11	2.40214E-13
300.55593	1.34384E-11	2.89555E-13
310.6379617	1.24890E-11	2.44877E-13
317.0414142	1.19963E-11	2.18957E-13
322.1230642	1.19093E-11	2.33511E-13
331.8322184	1.11118E-11	2.39426E-13
344.0989294	1.08080E-11	2.32880E-13
354.4725703	1.02656E-11	2.21193E-13
360.7589012	9.79594E-12	1.78796E-13
365.1593327	1.02048E-11	2.79024E-13
376.1663873	1.10242E-11	2.80173E-13
384.9576894	1.00444E-11	2.74639E-13
397.8721554	9.33482E-12	2.37239E-13
404.7393145	9.10010E-12	1.02689E-12
408.5158934	8.50523E-12	1.99725E-13
419.44407	8.50523E-12	2.32553E-13
430.6662462	8.67533E-12	2.37204E-13
442.1872023	7.34592E-12	2.00855E-13
448.1699726	7.56913E-12	2.73783E-13
452.5202091	7.52257E-12	2.05685E-13
463.0946303	7.30241E-12	2.13716E-13
473.9176363	7.49283E-12	2.33678E-13
484.9916176	7.28796E-12	1.99270E-13
492.7001411	6.71500E-12	1.83002E-13
496.3261349	7.50768E-12	2.48530E-13
497.8869616	7.78119E-12	6.84660E-13
509.6039173	7.27354E-12	2.12871E-13
519.7935098	6.82694E-12	2.25995E-13
535.4639223	6.64027E-12	1.43078E-13
537.254212	6.18082E-12	1.12813E-13
557.0932028	6.15894E-12	1.56526E-13
577.6875093	5.99054E-12	1.75322E-13
599.0419122	5.79223E-12	1.58373E-13
621.1874844	5.76934E-12	1.79928E-13
625.7886962	5.33391E-12	1.92933E-13
642.0279857	5.20482E-12	1.62322E-13
663.5688273	5.28793E-12	1.64914E-13
671.1554486	4.90960E-12	8.96103E-14
685.8315213	5.01263E-12	1.65936E-13
706.507096	5.20482E-12	1.62322E-13
716.522201	4.56085E-12	8.32449E-14
727.8041331	4.52216E-12	1.49699E-13
749.7441447	4.33796E-12	1.68445E-13
761.9047619	5.35699E-12	9.71973E-13
772.3462528	4.94363E-12	1.73107E-13
793.0074861	4.35518E-12	1.52502E-13
805.3196116	4.15955E-12	1.87210E-13
816.9122749	4.05552E-12	1.42009E-13
836.0031206	4.42472E-12	1.54937E-13
858.3662047	4.15304E-12	1.77042E-13
881.3292389	4.27825E-12	1.57975E-13
901.9259358	4.07161E-12	1.58102E-13
926.0530168	4.15304E-12	1.61264E-13
947.6942485	4.05552E-12	1.72885E-13
951.6739978	3.45976E-12	6.31477E-14
966.6464603	3.50272E-12	1.62574E-13
989.2342269	3.44767E-12	1.60019E-13
1012.352627	3.84438E-12	1.56589E-13
1032.595568	3.46135E-12	1.47556E-13
1056.72743	3.28115E-12	1.83117E-13
1074.307644	3.68049E-12	1.49914E-13
1083.902067	2.95833E-12	8.06226E-14
1099.412333	3.22319E-12	1.49600E-13
1140.055971	3.25526E-12	1.57230E-13
1162.851689	2.81712E-12	1.41371E-13
1296.107561	3.06935E-12	3.46357E-13
1297.065338	2.88091E-12	4.02480E-13
1492.250643	2.24412E-12	1.01002E-13
1493.355482	2.48014E-12	9.45645E-14
1628.064072	2.08471E-12	7.54061E-14
1629.291251	2.18831E-12	4.81924E-14
1658.228899	2.08471E-12	2.35247E-13
1684.579181	2.42815E-12	2.13965E-13
1765.574571	1.90128E-12	8.55717E-14
1766.888151	1.98801E-12	1.26803E-13
1905.833845	1.73399E-12	9.32241E-14
1907.253599	1.92779E-12	8.16864E-14
1942.069881	1.76297E-12	3.21779E-14
1943.521595	1.66690E-12	1.13156E-13
2001.825878	1.67589E-12	3.05885E-14
2044.993609	1.79906E-12	6.50738E-14
2046.511628	1.88846E-12	4.15890E-14
2051.621745	1.58872E-12	8.54138E-14
2053.156146	1.84811E-12	2.18777E-13
2084.456469	1.91711E-12	1.68685E-13
